 	vivendo	la	mia	figlia	la	avevo	portata	alla	chiesa	</S>
z	0.81443703	0.060215313	0.0014719089	0.067473486	0.00085292215	0.00026910083	0.0020701434	0.004903208	0.0005714843	0.047735363
ì	0.68234366	0.30350056	0.0047811214	0.0011763676	0.0009653889	7.3206556e-06	0.0032152117	0.00053173926	0.00016349943	0.0033151954
s	0.025425708	0.95504236	0.015153969	0.0022860763	0.0010863196	0.00018930966	0.00013850878	3.0883035e-05	7.7035077e-07	0.000645966
o	0.43622118	0.54592407	0.016775507	0.0002763179	0.0005313392	0.00023626271	1.652898e-05	1.2803205e-05	5.0676526e-06	9.301299e-07
n	0.005827843	0.8195241	0.13178748	0.027128182	0.011710253	0.003455927	0.00042998197	6.399904e-05	3.4109812e-07	7.1860864e-05
t	0.034180835	0.7411517	0.21639432	0.0007498662	0.004620415	0.0027376623	2.5686531e-05	4.992845e-05	5.117744e-05	3.8443068e-05
a	0.34178123	0.5904155	0.063228644	0.001569601	0.0008496263	0.00047160295	0.00025876926	1.36181625e-05	1.5093055e-06	0.0014098779
e	0.0018925077	0.38818812	0.46114138	0.06244246	0.05820904	0.020834478	0.0022357746	0.0010299816	2.6847224e-06	0.004023512
k	0.0009750347	0.052194823	0.06787038	0.63588446	0.13215871	0.026701627	0.033352006	0.034954388	0.0012660165	0.014642493
i	0.08648485	0.12774701	0.40692845	0.06449341	0.16952854	0.0048900032	0.07569258	0.023666529	0.019589817	0.020978687
a	0.010140943	0.007347793	0.21566698	0.41449344	0.3207358	0.016100949	0.012817205	0.0018852616	5.5675955e-05	0.0007558283
t	0.00025119472	0.004332865	0.09388234	0.30406916	0.20984116	0.22899695	0.023901086	0.06712399	0.022379952	0.04522133
è	0.05732438	0.024530385	0.24111329	0.043830637	0.22351217	0.09998759	0.060509026	0.06522335	0.13340896	0.050560247
r	0.00017100938	0.0003114213	0.12877706	0.16060114	0.57837147	0.11955023	0.0052634757	0.0051572425	0.0013542123	0.0004428547
a	0.00033503695	0.00071477034	0.0788427	0.4622505	0.3601325	0.076519646	0.018160246	0.0016948449	0.0010360265	0.0003136679
m	3.6291523e-05	1.3812225e-05	0.0023966003	0.45803872	0.4477926	0.037850212	0.039958343	0.0124550285	0.0010566807	0.00040177855
u	0.026594797	0.0060094553	0.08990817	0.44961596	0.38809338	0.012414584	0.020303851	0.0030242116	0.00036003676	0.003675637
i	2.3055334e-05	2.4581734e-06	0.0023767755	0.29230103	0.45305422	0.15643042	0.057572015	0.028229823	0.0001106216	0.009899545
n	6.6087036e-06	3.0483183e-05	0.001499814	0.15833738	0.26404083	0.29674366	0.06906825	0.1694743	0.017234683	0.02356396
ì	0.050767884	0.011575974	0.013222815	0.0009158258	0.066588685	0.63132024	0.0038878636	0.059112318	0.14179772	0.02081068
c	2.5851044e-05	6.325901e-06	0.0016390608	0.06414386	0.7950399	0.09785244	0.021291953	0.010530608	0.008809147	0.0006608779
h	7.9595975e-06	2.696737e-05	0.009477284	0.27529064	0.21847364	0.18049255	0.25436938	0.023154564	0.029617652	0.009089392
a	0.00028997214	0.0001171008	0.004400392	0.0747014	0.1973346	0.4619109	0.022547878	0.1536745	0.018517237	0.06650594
p	1.8242517e-05	7.754112e-06	0.0006735762	0.111490995	0.45124754	0.14046215	0.05283746	0.15902193	0.051335312	0.03290506
à	0.0024467492	0.0016275704	0.008211109	0.0006345516	0.054812387	0.7050221	0.0020831032	0.013192945	0.21044718	0.0015223132
r	3.9475544e-05	1.1847413e-06	1.2145087e-05	0.010821423	0.10437235	0.038253434	0.6207143	0.0975915	0.115548566	0.012645648
o	0.00021503732	0.0004951061	0.0018767061	0.053704366	0.19586633	0.23261443	0.03243236	0.045213863	0.42301145	0.014570274
n	6.054872e-05	6.991566e-06	0.00047379633	0.04986062	0.13221449	0.06421728	0.024748027	0.43717426	0.22717571	0.064068325
t	0.00019741304	0.0021284344	0.006604221	0.0052445065	0.063859336	0.039942104	0.0024371317	0.0070662657	0.8719111	0.000609455
a	0.14759946	0.013362812	0.0033929667	0.004167095	0.020342715	0.06520662	0.008175213	0.49129513	0.07907054	0.16738741
