 	non	mi	aspetti	che	non	vengo	</S>
m	0.00014621002	0.000116942356	0.007470733	0.009634436	0.058724236	0.12375812	0.8001493
ì	0.9146817	0.08271728	0.0020294774	0.0001248307	0.00043541676	8.1004956e-08	1.1207634e-05
m	0.012488267	0.8597472	0.12030564	0.003916545	0.0032109187	6.808073e-06	0.0003246538
e	0.13981694	0.48736894	0.26710492	0.0819085	0.023080759	0.00024343777	0.00047649394
m	0.007947123	0.50713617	0.46009892	0.015465997	0.008161989	1.17530235e-05	0.0011781101
ì	0.4574447	0.5394171	0.0021479498	0.00059896195	0.00028868535	1.3037973e-06	0.000101330595
n	0.0005153539	0.0041927355	0.5765375	0.30793387	0.08547982	0.004296255	0.021044442
i	0.20866726	0.3159321	0.19668034	0.12054226	0.020500053	0.12813744	0.009540536
k	1.1466353e-06	5.4425378e-05	0.44775334	0.16551442	0.37791878	0.0055325865	0.0032253154
a	0.02515725	0.04276089	0.26160422	0.39441317	0.04586276	0.19249041	0.037711263
e	1.51912e-06	1.1542984e-05	0.21677864	0.21428333	0.5127958	0.042497814	0.013631351
n	1.1952646e-07	6.1844355e-07	0.040729046	0.29008713	0.60578364	0.052987725	0.010411747
è	0.0008516585	0.0011681489	0.051118065	0.11251665	0.13304603	0.49879703	0.2025024
r	2.422849e-07	1.0587086e-07	0.0023842675	0.07351815	0.3058119	0.5951913	0.023093997
k	8.79332e-07	3.530807e-05	0.076665886	0.22947602	0.22364421	0.42763042	0.042547308
o	1.5823533e-06	2.1862752e-06	0.0017533115	0.0047473004	0.04273631	0.903763	0.046996217
m	1.1964056e-06	1.0397812e-08	5.7832993e-05	0.00092336873	0.23280287	0.37055424	0.3956605
e	1.9018276e-05	1.840518e-05	0.0021359366	0.020212788	0.6537032	0.096205324	0.22770533
</S>	2.1860958e-06	3.4712762e-08	5.354735e-05	0.0036857491	0.13555461	0.14975825	0.7109456
