 	voglio	che	Maria	venga	domani	</S>
i	0.94290364	0.0059296815	0.0015002338	0.0031513541	0.004360709	0.04215449
t	0.9001839	0.031280994	0.035078052	0.00866972	0.021648431	0.0031389717
è	0.0012702191	0.0033768876	0.017017826	0.05471002	0.9228725	0.0007526366
l	0.95275915	0.028205302	0.00979988	0.005860731	0.0027451708	0.00062974036
o	0.91199255	0.040676765	0.004250322	0.010608729	0.03241907	5.2622945e-05
i	0.025027525	0.7977687	0.14305422	0.020512607	0.012527196	0.0011096537
M	6.798221e-05	0.0025742035	0.006386704	0.112062916	0.8763915	0.0025166548
a	2.4915782e-05	0.00016063284	0.010836908	0.25253835	0.73630875	0.00013045827
r	0.014721518	0.006100163	0.8951114	0.061837506	0.016700147	0.005529219
ì	0.004374622	0.00039159704	0.01850926	0.30710873	0.14077896	0.52883685
a	1.661928e-05	0.00021918713	0.18083617	0.3002466	0.5159229	0.0027584436
n	4.2348813e-07	1.1449692e-05	0.0075780437	0.2997071	0.685836	0.006866947
a	0.0016623826	0.00018150326	0.022358416	0.60785776	0.3623816	0.0055582994
r	0.000410297	0.0009636015	0.80273867	0.10606867	0.062741145	0.027077688
t	0.016245218	0.0021969408	0.04975504	0.7229259	0.19468652	0.014190359
i	0.22826292	0.011538626	0.15269496	0.011390194	0.009719292	0.586394
à	5.549206e-06	7.060526e-06	0.06841065	0.35053727	0.47271198	0.10832749
v	1.2992193e-07	4.334946e-07	0.0058650924	0.4661466	0.5278919	9.591814e-05
v	0.0004773193	0.00031631833	0.009661505	0.6067966	0.32840592	0.054342326
r	0.02736349	0.0076066637	0.019644774	0.0072301035	0.019971885	0.9181831
i	0.074622944	0.004661184	0.0023232822	0.01025199	0.013592161	0.8945484
</S>	0.00011273334	0.00014882631	0.07261083	0.024094153	0.043427564	0.8596059
