 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
e	0.8807742	0.044676855	0.00022430882	0.0015622535	0.0015412509	0.015187486	0.0073242895	0.04870938
m	0.15377593	0.7905259	0.0037816595	0.026277633	0.001347851	0.004616251	0.00012191076	0.019552836
a	0.020991921	0.97406244	0.0013822601	0.002982163	7.152988e-05	0.00012919793	1.7828938e-06	0.00037870387
r	0.044574536	0.867061	0.022861144	0.021027192	0.00075916963	0.0017526951	2.7609416e-05	0.041936636
a	0.014783253	0.61494845	0.18164599	0.036923263	0.010607845	0.042877488	0.0117525915	0.08646115
n	0.015865756	0.77148813	0.19682151	0.011572515	0.0036610032	0.0003015517	3.3144456e-06	0.00028619147
g	0.0015979253	0.012938451	0.7146808	0.010869504	0.021185922	0.009048359	0.01300663	0.21667239
i	0.105301514	0.013927203	0.86307657	0.0005214569	0.0009830311	0.00013221735	0.00010531207	0.015952583
à	0.0004845138	0.022347197	0.9160101	0.035041813	0.0019408594	0.00046768307	1.6867398e-05	0.02369098
n	0.0002205606	0.045070153	0.16119102	0.71170515	0.066513985	0.013438428	0.00020742723	0.0016533514
e	0.24200824	0.015945587	0.50753915	0.0045895996	0.07213306	0.026959281	0.011314157	0.11951093
è	0.0008939543	0.031749383	0.81861115	0.044330742	0.10180224	0.002311045	4.839474e-05	0.00025301278
n	4.694243e-06	0.0021529417	0.49828085	0.3404672	0.13971187	0.01702765	0.0010238045	0.0013309302
e	0.009399683	0.017062565	0.22685403	0.22138555	0.19220416	0.13264187	0.04271945	0.15773274
s	1.30160315e-05	0.00063064235	0.21808359	0.1946706	0.56611156	0.018481195	0.0010372882	0.00097209343
e	0.021013262	9.344376e-05	0.19862701	0.008893302	0.35331577	0.06926257	0.33824393	0.010550635
g	0.00014763877	0.0004947192	0.060079664	0.13315834	0.76032656	0.0395249	0.0040863156	0.002181844
i	0.0280007	0.000103695034	0.08091475	0.017491858	0.55918854	0.119702615	0.18824643	0.00635131
r	5.5020857e-05	0.000102722035	0.017444717	0.09060476	0.80933917	0.068892404	0.008000218	0.0055609415
è	0.05114695	0.00020035091	0.022695225	0.008156347	0.42117128	0.15767458	0.3375032	0.0014520739
t	1.7798868e-05	7.14112e-06	0.0008551666	0.2812121	0.21733207	0.291409	0.18683638	0.022330314
s	0.02279443	0.00025883882	0.0053606443	0.006413392	0.15334505	0.052694056	0.7554683	0.0036652435
i	0.016853387	0.0011281978	0.0055793463	0.008158365	0.36465427	0.40139377	0.06226578	0.13996688
d	4.597077e-06	8.6350565e-07	0.00040009062	0.033705164	0.16625895	0.25142026	0.21762115	0.33058894
ò	0.001116376	1.8419834e-05	0.0013520975	0.0016949263	0.09888824	0.12753637	0.74408644	0.02530714
p	0.00015876387	2.4482599e-05	2.3888359e-05	0.023248801	0.016199201	0.09273987	0.7807626	0.086842306
u	0.00033420828	5.9090336e-05	0.00012582433	0.0003163199	0.011315263	0.0095005995	0.97755015	0.0007984906
e	2.341317e-06	2.4410244e-06	0.0016428051	0.0028228739	0.12911467	0.115766205	0.44174343	0.30890524
m	2.8807202e-07	1.0145823e-06	4.0022045e-05	0.012564675	0.00742445	0.092320696	0.82634646	0.061302375
a	0.0004375311	0.00018314063	5.8944814e-05	0.029506564	0.013000427	0.37336773	0.3267131	0.25673258
r	1.8568925e-07	2.1093367e-05	0.0017677335	0.035323843	0.5413086	0.211189	0.082566425	0.12782313
è	0.0012457399	9.917527e-06	0.0040357723	0.00011257484	0.034654647	0.045761917	0.9007104	0.013469051
i	2.3339711e-05	3.1598524e-06	4.75485e-06	0.00034114954	0.0006619464	0.009906148	0.88716197	0.10189753
</S>	4.771463e-07	4.1546414e-07	5.3091928e-05	0.0044822083	0.0017958411	0.013642562	0.863074	0.116951436
