 	la	casa	la	costruiscono	i	muratori	</S>
t	0.98768413	0.0026763456	0.00028304843	0.0012391695	0.0028280087	0.0008113852	0.0044777975
o	0.8839018	0.05584023	0.04021448	0.0014384927	0.0014036298	0.000782784	0.016418548
s	0.14935507	0.77075636	0.020229105	0.0017403932	0.0013983493	4.6795343e-05	0.056473885
p	0.15207049	0.10650128	0.7057832	0.013270869	0.005801676	0.008817205	0.007755349
ì	0.08726137	0.7743384	0.102558814	0.000372495	1.7720833e-05	5.9984664e-05	0.03539122
t	7.5480966e-05	0.99495125	0.004794624	8.710637e-05	1.4863389e-06	3.419619e-07	8.983921e-05
i	0.023711696	0.0066276346	0.90247697	0.06674203	3.9587325e-05	0.00036704828	3.508564e-05
t	0.0042576133	0.6774757	0.29852045	0.018386237	0.000384759	3.766394e-06	0.0009715474
o	0.0056803604	0.0035062095	0.9491509	0.03970954	0.00023508382	0.0012401859	0.00047772317
f	0.04041189	0.13574289	0.54779625	0.2711358	0.0028188373	0.00014653342	0.0019477698
a	0.00407393	0.003103771	0.91267157	0.07864465	5.3258555e-05	0.00040477794	0.0010480793
b	0.0036505847	0.012314861	0.20303509	0.77080244	0.0074074334	0.0005136575	0.0022759312
b	0.008208581	0.002180683	0.6448495	0.33848494	0.0005313561	0.0021086016	0.0036363283
r	0.88163173	0.010604505	0.039291166	0.051193785	0.0013850878	0.0009074913	0.014986259
i	0.4810413	0.0786099	0.2200027	0.097909674	0.0016766452	0.003602539	0.11715715
k	0.00019909714	0.0004184274	0.01694548	0.050502904	0.11855477	0.001124923	0.81225437
è	0.019743318	8.146348e-05	0.032725237	0.014733009	0.029782386	0.02867879	0.8742557
o	0.0025358188	0.0015013637	0.0028753863	0.1405535	0.7404529	0.032606497	0.079474516
n	2.2707563e-05	0.00060001225	0.027395375	0.13644893	0.703395	0.043733504	0.08840443
e	0.019974079	0.0027375843	0.23718318	0.55349743	0.013553085	0.16748947	0.005565202
i	0.00011800041	0.0006293857	0.003327693	0.9365803	0.019351786	0.031782575	0.008210196
f	5.2247733e-06	5.583087e-05	0.013148691	0.12638608	0.64918804	0.1601952	0.051020972
a	0.048382394	0.019037956	0.06935847	0.19089404	0.23466308	0.38189185	0.05577221
b	5.0866132e-05	0.00050417875	0.004212945	0.8403293	0.09513178	0.037793554	0.021977376
b	0.064399175	0.007879267	0.2764433	0.2783024	0.04889732	0.30406103	0.020017399
r	0.5890708	0.077100344	0.048938356	0.21216694	0.012501791	0.031691648	0.028530095
i	0.39663792	0.0029453074	0.11125075	0.07000042	0.053568617	0.045444	0.3201529
k	7.905061e-06	7.437337e-06	2.2514807e-05	0.0008583122	0.1467443	0.023990763	0.8283688
a	0.024723573	0.000113429625	0.041673806	0.0025526255	0.2690217	0.27412203	0.38779283
t	9.266322e-06	6.3141764e-05	0.000595276	0.032805834	0.1615284	0.4422516	0.3627465
ò	0.0074606636	0.0002477405	0.17499954	0.02261342	0.016969845	0.74947304	0.028235758
r	0.00022364335	9.823898e-06	1.539247e-05	0.009020988	0.49721354	0.4417751	0.051741514
i	0.009628636	5.7019613e-05	0.01724603	0.36434892	0.14665496	0.45083526	0.011229085
</S>	3.7309812e-05	9.469529e-05	0.001615069	0.0409425	0.04259257	0.58982146	0.3248964
