 	non	ha	mangiato	mai	un	rustico	</S>
e	0.7596171	0.0030055386	0.0011543474	0.0006288996	0.00066784077	0.07972027	0.15520605
n	0.8744462	0.12140276	0.0022925406	0.00063422584	0.00023650023	9.306699e-05	0.00089474814
è	0.025666295	0.100216396	0.096154824	0.063783966	0.050560854	0.020847375	0.64277023
c	0.0026766153	0.96958715	0.022684675	0.0036272618	0.0006509018	2.8629767e-05	0.00074479583
h	0.019696116	0.27343604	0.26567155	0.38336286	0.05583209	0.001831787	0.00016952436
i	0.05416839	0.9071	0.032035995	0.0034344958	0.00066891126	5.2170504e-05	0.002540118
f	0.012616816	0.24291134	0.5749889	0.14268497	0.017966261	0.0009829355	0.0078488365
a	0.0013670234	0.35256872	0.46563467	0.14751105	0.027985211	0.000569799	0.004363533
m	0.0003728343	0.005619573	0.4199691	0.49634242	0.07242669	0.0013410187	0.0039283806
è	0.007824718	0.015193471	0.44059023	0.40607005	0.10659632	0.014490261	0.0092350235
n	0.0011273437	0.0002838981	0.105821155	0.38451347	0.30617532	0.078315616	0.12376319
a	0.0014941425	0.15015176	0.558954	0.1940317	0.08948124	0.004765037	0.0011220991
m	0.00030642463	9.866381e-05	0.031343054	0.5239871	0.40372926	0.021022737	0.019512722
à	0.0006851493	0.0014151623	0.11841418	0.34618074	0.24629964	0.062755205	0.22424991
i	0.00014474358	4.860693e-06	0.0041037477	0.18833134	0.51340944	0.19734047	0.0966654
è	2.3526543e-05	1.4095585e-06	0.00056100753	0.1965144	0.47745988	0.2629124	0.06252735
n	1.6236103e-05	5.92224e-07	0.00030616572	0.06252787	0.5773891	0.332547	0.02721294
a	3.2565444e-05	3.345236e-05	0.0013390303	0.107343785	0.6230171	0.2388864	0.029347682
n	2.4333141e-05	1.3711411e-06	9.2922695e-05	0.010042179	0.27209294	0.48812637	0.22961992
r	4.277349e-05	0.017335217	0.020561084	0.07345617	0.6490187	0.21342625	0.026159812
ù	0.0015546964	0.0048901197	0.008249319	0.017393986	0.20120625	0.6565491	0.11015645
s	0.0013452042	9.771777e-07	4.3235455e-06	4.9576054e-05	0.0030934282	0.86516047	0.13034603
t	0.0005214649	0.01371649	0.0129674645	0.014956423	0.057836168	0.81181455	0.088187486
i	0.0032131574	0.0012450112	0.0018394897	0.0023695119	0.01697912	0.66794217	0.3064116
k	4.326874e-05	2.411888e-07	1.0237397e-06	1.0057583e-05	0.00067008234	0.5822429	0.41703233
o	4.7686217e-06	0.00094119157	0.0021139	0.009497951	0.02309257	0.68826	0.2760896
</S>	1.6174619e-06	6.9648286e-07	1.3489633e-05	0.0002697874	0.0053413473	0.36188754	0.63248557
