 	Valeria	legge	il	giornale	</S>
e	0.95235914	0.026122041	0.00143019	0.0024081522	0.017680515
V	0.9094391	0.034283422	0.026903927	0.0057648164	0.023608835
a	0.94711596	0.044418983	0.0064433888	0.0018591243	0.00016254587
l	0.1366441	0.70022917	0.08947936	0.013294713	0.060352616
è	0.006034415	0.5406183	0.11541085	0.30966336	0.028273089
r	0.652529	0.17036349	0.006095327	0.16647552	0.004536653
i	0.00070059026	0.95231676	0.046555597	0.00042316245	4.0081222e-06
a	0.061928477	0.6308171	0.06791165	0.21873386	0.020608865
m	0.00343297	0.11185588	0.107679926	0.7657874	0.011243803
e	0.0073131826	0.36404705	0.60735416	0.020601777	0.0006838249
l	0.014205556	0.7084675	0.25974193	0.008995079	0.008589917
e	0.008287461	0.48297915	0.38078594	0.015880685	0.11206681
t	0.014122905	0.379318	0.5916095	0.007834189	0.00711554
à	0.026191207	0.29508343	0.6206014	0.013936485	0.044187423
o	0.00051796285	0.27130255	0.42382196	0.30275646	0.0016009965
g	0.0006699062	0.04906683	0.53983915	0.28150764	0.12891647
i	0.0373169	0.13331906	0.7822558	0.0059601273	0.041148078
o	0.014751322	0.11810965	0.77646613	0.015169525	0.07550334
r	0.0029817119	0.09869101	0.5269396	0.06953314	0.30185452
n	0.48876563	0.040782843	0.30497915	0.017244952	0.14822741
à	0.9662082	0.020145727	0.009156332	0.0014594435	0.0030303162
l	0.0013233242	0.07298055	0.4567557	0.11846665	0.35047376
e	0.0041818386	0.16699733	0.15380825	0.000366676	0.6746459
</S>	0.001448101	0.07638564	0.20853075	0.08018684	0.6334487
