 	la	macchina	vuole	riparata	dal	meccanico	</S>
e	0.94961655	0.0035191446	0.00016923063	0.00072313496	0.043062128	0.00073887507	0.0021709427
m	0.2389437	0.16648768	0.040624607	0.02520473	0.050007842	0.020731771	0.45799974
à	0.8238666	0.1514984	0.0034988506	0.009704498	0.006525064	0.00068307086	0.0042236145
k	0.032324564	0.87844956	0.08123055	0.0012158175	9.4713745e-05	0.00015506227	0.0065297917
i	0.21368463	0.76030356	0.02511315	0.0008764575	8.719778e-06	1.22905385e-05	1.2218949e-06
n	0.0058893766	0.7900445	0.19026096	0.009913565	0.0005729709	0.00021500225	0.0031035468
a	0.014611601	0.60984063	0.3725468	0.0008820044	8.015633e-06	0.00015534021	0.0019556156
t	0.013388333	0.25265947	0.6414706	0.08213556	0.0032275259	0.0042364546	0.0028820871
è	0.0023732681	0.034375012	0.94942504	0.008542967	0.00013129381	0.00131748	0.0038349025
l	0.00032822022	0.0037046343	0.95710677	0.01854214	0.005137608	0.009933418	0.005247309
i	0.008296459	0.016326347	0.6733964	0.29542974	0.005648378	0.0007213187	0.00018132731
s	0.0014715741	0.00026981108	0.06422711	0.607364	0.2885598	0.0233998	0.014707863
t	0.008640319	0.014768143	0.7611385	0.18819545	0.0024588578	0.0156765	0.0091221705
i	0.07347769	0.012922395	0.0014403118	0.8056608	0.012514189	0.05416668	0.039817892
a	2.1454407e-05	1.0226948e-05	0.0062072636	0.023429666	0.037776202	0.44116655	0.49138868
m	1.38663945e-05	3.588299e-05	0.022817561	0.053201895	0.12905616	0.4346719	0.36020273
m	0.005085601	0.0002809188	0.008263914	0.054024365	0.41864127	0.24125655	0.27244738
è	0.00039942385	3.2214983e-05	0.0025229082	0.0313468	0.027092123	0.009791053	0.9288155
n	0.00027650406	1.9940344e-06	0.00075173023	0.0059351237	0.030649804	0.16351295	0.79887193
i	0.18716641	0.022789925	0.07877455	0.56013685	0.07573994	0.06737213	0.008020261
a	1.3332421e-05	1.8030173e-06	0.0005468704	0.006955124	0.15013018	0.6093771	0.23297563
t	2.0793818e-06	1.4314626e-06	0.001027466	0.0013883132	0.10288059	0.6794421	0.21525805
t	0.008389765	0.004280919	0.09310988	0.027855447	0.047787182	0.70710856	0.11146821
o	0.46053478	0.031734053	0.019143729	0.1376793	0.109051265	0.22219194	0.019664878
m	1.0901245e-05	3.9803632e-07	7.777158e-05	7.641922e-05	0.01604626	0.34544364	0.63834465
e	0.0013165384	9.451214e-05	0.0018058632	0.0012225971	0.60804147	0.17590095	0.21161807
k	8.254082e-06	5.398417e-07	0.00013572235	0.0031192885	0.30765432	0.319302	0.36977983
k	0.0102941245	0.0064913454	0.08957545	0.00810705	0.055788334	0.7237533	0.10599042
à	0.08773592	0.04747206	0.01664005	0.039305195	0.1299497	0.6076854	0.07121167
n	0.12540527	0.00015536019	0.00061262504	0.0004101689	0.118786775	0.016196169	0.73843366
i	0.010157509	0.004104066	0.07030583	0.04657401	0.52206665	0.27373263	0.07305928
k	3.0097743e-05	8.9875226e-07	0.00028635972	7.360391e-05	0.017518688	0.13461861	0.8474717
o	0.0015447931	0.0015704982	0.028867338	0.039056093	0.22574122	0.55383384	0.14938617
</S>	1.2568662e-05	1.0645589e-06	0.0004941652	0.00011978898	0.021271544	0.16910008	0.80900073
