 	deve	che	entra	da	qui	</S>
è	0.99706227	3.0339012e-05	0.00015435909	9.155754e-05	0.00015626922	0.002505223
n	0.14278126	0.37938753	0.47176	0.004052048	0.00014378683	0.00187539
g	0.27787727	0.07827722	0.5881164	0.054605644	0.00052131433	0.0006021031
h	0.019430691	0.96660554	0.013425979	0.00014399357	7.697926e-06	0.00038596833
i	0.14694996	0.7629264	0.013184871	0.000102572434	7.543138e-06	0.0768285
s	0.0012355713	0.059983768	0.88705295	0.023081135	0.00033030382	0.02831618
e	0.0068424866	0.934199	0.048890185	0.0075556533	0.00012171184	0.00239088
n	0.00033402655	0.07038313	0.79900044	0.061156064	0.0018995993	0.06722675
a	0.04018122	0.07476921	0.32190263	0.42924842	0.12881622	0.0050822794
m	0.00072423584	0.0026117698	0.3543397	0.57640743	0.038834583	0.027082307
b	0.013579349	0.00416622	0.1289365	0.7764611	0.058179155	0.018677652
i	0.11216405	0.25947925	0.091810994	0.39172488	0.038762625	0.10605817
a	7.3058356e-05	5.828323e-06	0.0007794266	0.027681172	0.024990177	0.9464703
p	1.4488793e-05	2.1223486e-05	0.005914661	0.028214116	0.8936547	0.07218081
ò	0.00014407732	5.8277266e-05	0.002109693	0.012184985	0.9676945	0.017808367
t	0.00017424616	1.280208e-08	1.2342554e-05	0.0039689117	0.966669	0.029175458
t	0.00033272506	1.8982895e-05	0.009428716	0.06572035	0.91934294	0.0051562497
ù	0.10994968	0.00050850643	0.0021111136	0.0060565053	0.72322404	0.15815006
</S>	0.0016228685	1.5203932e-08	8.6866834e-07	6.1930376e-05	0.4953201	0.50299424
