 	la	pasta	vuole	sale	</S>
i	0.97700715	0.0034092036	5.5726825e-05	0.00022331647	0.019304601
p	0.64067227	0.14723724	0.14644895	0.04123837	0.024403166
à	0.015095263	0.03159175	0.07055782	0.877341	0.005414179
s	0.013968536	0.8830176	0.102659814	0.000115457406	0.00023867178
t	0.5966959	0.27849042	0.09510702	0.029698404	8.227325e-06
a	0.04570323	0.9378548	0.0040693763	1.9158957e-05	0.012353448
t	0.00092138496	0.6961734	0.2973559	0.0010502781	0.0044990703
è	0.009821167	0.21399017	0.2375887	0.5369091	0.0016908495
l	0.0009588303	0.12952733	0.765978	0.07134934	0.032186594
i	0.014505229	0.07769308	0.6733186	0.23399718	0.0004858889
à	0.0050950535	0.006674145	0.68141687	0.27231258	0.03450144
l	6.40258e-05	0.00018984207	0.07880791	0.91383064	0.0071076103
a	4.0107734e-05	0.0003727162	0.14538777	0.85358524	0.0006142037
</S>	7.5986776e-05	0.0001088777	0.118039064	0.6056681	0.27610794
