 	deve	essere	bianco	</S>
è	0.98554415	0.00040480625	0.00030876877	0.013742256
n	0.7076902	0.2865314	0.0007003912	0.005078019
a	0.5962222	0.3923018	0.010020509	0.001455443
è	0.0036487235	0.99112904	0.004124141	0.0010980982
n	0.019164484	0.8457386	0.10618579	0.028911246
e	0.03286115	0.5820761	0.2775511	0.107511595
à	0.0015421014	0.69656837	0.24961552	0.052274
s	0.00023871778	0.0813102	0.8929672	0.025483867
p	0.0016634432	0.028748225	0.95395106	0.015637217
r	0.061578546	0.0075019	0.92251813	0.008401365
o	0.8490444	0.0026904535	0.11587856	0.0323866
</S>	0.00033595	7.520579e-05	0.37449443	0.6250944
