 	sul	muro	vuole	uno	specchio	</S>
s	0.82930785	0.010902241	0.0013086238	0.0010431298	0.005034685	0.15240356
t	0.9439785	0.009217981	0.0021932055	0.00057384494	0.024504436	0.019532084
o	0.9426512	0.002132031	0.0024209516	0.0010298084	0.009962507	0.041803494
t	0.8241306	0.17329663	0.0015826868	0.00023953474	0.00026830303	0.0004821833
ì	0.046626292	0.0067151	0.029557444	0.01596061	0.8329853	0.0681553
c	0.057063393	0.8947169	0.047102068	0.0010746139	8.0912105e-06	3.5021312e-05
h	0.023904404	0.1999341	0.44564465	0.0814341	0.24900202	8.0701895e-05
o	0.70776224	0.26766014	0.013703179	0.007011662	4.016893e-05	0.003822623
t	3.805434e-05	0.7959629	0.19372895	0.008770652	0.00013924506	0.0013602873
è	0.0015851746	0.008957659	0.07821593	0.22402205	0.6804916	0.006727586
l	2.8718945e-05	0.08934109	0.7979457	0.10085828	0.006118849	0.005707355
i	0.0030997384	0.26719722	0.35251018	0.2538918	0.122876085	0.0004249149
o	4.5425128e-05	0.023742197	0.75779384	0.16834776	0.04322108	0.0068496624
j	2.0055381e-07	0.0023490272	0.0848866	0.7829471	0.11611133	0.013705779
a	0.0006192067	0.00016858972	0.002228806	0.0116191255	0.9837392	0.0016250066
l	3.5719433e-05	0.00946234	0.3950701	0.502941	0.017180981	0.075309925
ì	0.0013628603	0.00046674674	0.002637763	0.3617377	0.5943489	0.03944602
</S>	1.3360459e-05	2.7893642e-05	0.0036220166	0.037320063	0.89911366	0.05990299
