 	i	bambini	non	si	vestono	da	soli	</S>
t	0.98785305	4.5217283e-05	0.0008828891	0.00013541513	2.7409144e-05	0.0003600228	0.0030943858	0.0076016514
a	0.7397194	0.0033222341	0.102555096	0.02271029	0.0021976705	0.03141429	0.01637164	0.08170934
p	0.90760684	0.038983174	0.021141997	0.002682379	0.001415488	0.0020832345	0.0013808074	0.02470611
e	0.06841903	0.03835674	0.12064473	0.18764682	0.036420565	0.34487942	0.058519848	0.14511278
t	0.11787482	0.80849457	0.058185697	0.011486242	0.002759811	0.0008873678	3.8274982e-05	0.000273282
ì	0.006952885	0.6361091	0.012696767	0.117219165	0.13626213	0.057200894	0.0028725762	0.03068644
a	0.0050008204	0.75253814	0.19148552	0.041696064	0.0047374885	0.0043993075	6.6081934e-06	0.0001361374
e	0.02936466	0.027370103	0.5040815	0.37074533	0.033434175	0.024301434	0.00043737818	0.01026537
n	0.062021136	0.10600517	0.38992798	0.27811453	0.072986335	0.05935894	0.013324803	0.01826121
i	0.0025566479	0.16607429	0.014096803	0.106889606	0.32535517	0.09960361	0.012539343	0.2728845
n	0.012827109	0.16093023	0.36409378	0.41469377	0.025283543	0.02106094	8.82803e-05	0.0010223329
d	0.00010953208	0.5493021	0.001391526	0.027148066	0.33367193	0.034646273	0.00025418054	0.05347641
ì	0.0021135435	0.58454007	0.0027123222	0.086363606	0.2401982	0.07879478	0.00010123841	0.0051762904
n	0.011001083	0.014750574	0.6694019	0.09045099	0.07642815	0.059293784	0.057765704	0.020907814
n	0.31712246	0.20522337	0.011125422	0.124558784	0.2562097	0.06601391	0.0020698195	0.017676514
o	0.9391114	0.018928392	0.004967948	0.013660634	0.0058514806	0.016828157	0.00031514736	0.00033687733
t	0.00079737825	0.0042589894	0.16331518	0.3045943	0.2938555	0.1667735	0.013565084	0.05284011
t	0.0007265937	0.029635152	0.00072692777	0.15349151	0.6897051	0.108841576	0.0008980071	0.015975248
e	0.0020791767	0.024595285	0.0029738855	0.24127954	0.53310746	0.16633268	0.0004287572	0.029203262
m	0.00026942778	0.0011489507	0.015486817	0.13869897	0.4709045	0.13472377	0.058568597	0.18019894
a	0.0015301979	0.00017242519	0.018581012	0.16122057	0.014763492	0.21185234	0.5128597	0.07902028
n	0.0043705096	0.001194095	0.033313677	0.15135895	0.49278674	0.074007995	0.030629026	0.21233901
e	0.00011361071	0.0047868197	6.34101e-05	0.014470427	0.6164979	0.34672484	0.0021383925	0.015204618
c	0.0009940556	0.0017256159	0.0047993995	0.08015825	0.4474979	0.32003537	0.020401971	0.12438741
h	0.0005643894	5.3530443e-05	0.009017645	0.049353868	0.0025315972	0.04345538	0.8456885	0.049335033
à	0.00027138082	0.00079385075	0.00041972796	0.10378844	0.66917634	0.21466005	0.0034215816	0.0074685733
t	0.007924415	4.897266e-06	0.00080975855	0.00047568668	0.0021167826	0.0034829457	0.94476235	0.040423274
u	0.4261754	0.003565227	0.0025133356	0.022451697	0.15312955	0.2865779	0.066025026	0.039561905
</S>	0.0012609053	0.00016010292	0.0075377263	0.00426243	0.07675018	0.19491142	0.035686865	0.6794304
