 	le	melanzane	vogliono	girate	</S>
e	0.90072185	0.05925244	0.00020473692	0.00070530677	0.039115593
m	0.10369336	0.8325566	0.025683045	0.016806737	0.021260351
a	0.016420556	0.97963387	0.0010617084	0.0020157536	0.0008681272
r	0.044542618	0.8360392	0.022082876	0.020781957	0.07655332
a	0.0056957775	0.55408067	0.11972705	0.16005868	0.16043788
n	0.02200079	0.90657616	0.06958736	0.0005117118	0.0013239699
g	0.00038595742	0.0039372896	0.14500633	0.008956765	0.8417136
i	0.27714133	0.030035665	0.47325668	0.009671969	0.20989434
à	0.001357301	0.05579303	0.772605	0.02878124	0.14146349
n	0.00039368143	0.21116573	0.737847	0.03870683	0.011886841
e	0.08687423	0.011631413	0.30813426	0.006783802	0.5865763
e	0.0059970617	0.27290952	0.7150407	0.001317567	0.0047350987
t	3.4231623e-05	0.007487739	0.90373963	0.06038306	0.028355345
è	0.00018347325	0.0010044501	0.5740209	0.05937794	0.36541325
l	2.99283e-06	0.000728382	0.9845703	0.007711504	0.006986797
u	0.11410407	0.16297615	0.59265256	0.10099024	0.029276917
n	0.00015062917	0.0031722812	0.74903554	0.20608819	0.04155333
v	0.08337677	0.001430841	0.8706183	0.041470643	0.003103456
o	0.04668255	0.0030452742	0.70131075	0.02490535	0.2240561
t	2.4089052e-06	8.266658e-06	0.31429988	0.2639951	0.4216943
i	0.0018219434	2.1653626e-05	0.13917325	0.07771659	0.7812666
m	4.8104128e-05	0.0002259824	0.38852167	0.040426187	0.5707781
m	0.00014163704	0.00059585855	0.036304545	0.653691	0.30926695
è	9.448504e-06	0.0014218678	0.041975737	0.097570315	0.85902256
n	8.1434635e-05	2.1318849e-05	0.04527466	0.52399504	0.4306275
e	0.15256716	0.0012500838	0.554615	0.073551916	0.2180158
</S>	3.5498952e-06	4.847367e-06	0.041417733	0.045629792	0.91294414
