 	mio	padre	ha	lavorato	sempre	</S>
o	0.98748195	0.002752574	3.9956663e-05	2.8800243e-05	0.0006257392	0.009070878
c	0.55767334	0.37963182	0.0064266208	0.022526465	0.0022730352	0.031468727
i	0.06672131	0.8406027	0.0047184955	0.065659046	0.0009271517	0.021371238
ù	0.4003584	0.57064515	0.005785968	0.004590977	0.00019481122	0.018424613
r	0.038731143	0.80507874	0.11133809	0.040464107	0.000931005	0.003456846
i	0.29974174	0.6435903	0.03760509	0.014308315	0.004619818	0.0001347279
m	0.0011840477	0.9596382	0.03126624	0.007567191	0.00019071327	0.00015362432
m	0.04895836	0.780967	0.026462141	0.14162579	0.00094849936	0.0010382015
u	0.018357266	0.66588694	0.0062369653	0.005847476	0.0005512097	0.3031202
è	0.00018647847	0.021289907	0.61505693	0.029240318	0.004552785	0.3296736
p	0.00034738964	0.052357316	0.5911893	0.26715857	0.05557618	0.033371225
o	0.10423621	0.17909582	0.42780647	0.20203392	0.08561377	0.00121391
l	0.00031859786	0.0021331692	0.13764484	0.6973563	0.11693409	0.045613073
e	0.064617135	0.01635768	0.17239513	0.19620869	0.5456559	0.0047654584
m	0.00015546104	0.0005865967	0.036057647	0.6924988	0.20428337	0.066418126
i	0.0028082507	0.0010997456	0.02095961	0.62546664	0.13851462	0.21115112
m	1.2913055e-05	4.0589915e-05	0.04110212	0.14823592	0.27429447	0.536314
m	0.00054922275	0.00017659907	0.0057603386	0.21169312	0.20478535	0.57703537
è	2.9739383e-06	0.00011996675	0.011810189	0.017552907	0.020804333	0.94970965
n	6.446995e-05	7.4811446e-06	0.0027432698	0.01896301	0.33894062	0.63928115
a	0.024516396	0.0025503938	0.012554776	0.042820115	0.9088434	0.008715008
p	3.5938033e-06	3.5913638e-06	0.0043530622	0.03535077	0.4564536	0.5038354
à	0.0018124135	0.00028177732	0.01799456	0.034741994	0.9223685	0.022800641
n	0.0034934392	2.2612583e-05	0.00011321431	0.005045423	0.48784143	0.50348383
t	0.0048825485	0.0038529676	0.0028994884	0.004284962	0.97756404	0.0065160953
a	0.00644356	0.0009910701	0.0013174511	0.017185546	0.83293515	0.14112714
</S>	9.884044e-06	6.391677e-07	4.69979e-05	0.00025382702	0.091893256	0.9077954
