 	sta	seduta	nel	giardino	</S>
s	0.98940814	0.007058429	8.753331e-05	9.57473e-05	0.0033502076
t	0.5959212	0.040914178	0.33739114	0.0047306307	0.021042751
è	0.03872445	0.012079785	0.060875513	0.0041092774	0.884211
i	0.13223915	0.6051756	0.037967812	0.0091550015	0.21546231
k	0.09618858	0.29200462	0.57783526	0.009420328	0.024551203
a	0.20669845	0.5748906	0.12240008	0.061423842	0.034587003
s	0.002862987	0.9752508	0.019702034	0.0012787383	0.0009053743
i	0.05406258	0.43508208	0.11164717	0.29766822	0.10154002
m	0.0018786681	0.9471304	0.043279406	0.0050150068	0.0026965889
m	0.014303687	0.11392132	0.81380504	0.04526265	0.012707375
è	0.0006924548	0.12177862	0.07802887	0.0015976494	0.7979024
n	0.0007205417	0.005031648	0.5506302	0.101348564	0.34226903
i	0.3879593	0.53569335	0.023146013	0.04803749	0.0051638125
s	0.00016292458	0.015074629	0.56314635	0.30461183	0.11700432
t	0.013364248	0.06020364	0.050361533	0.84500617	0.03106445
o	0.23336586	0.099234276	0.24715662	0.33095422	0.08928911
n	1.7524722e-05	0.00013397855	0.29377338	0.4030777	0.30299747
g	0.002191797	0.0017335373	0.013148104	0.9025398	0.08038677
h	0.05411524	0.0072663715	0.12302364	0.62504584	0.19054896
i	0.0062554344	0.0010122301	0.296699	0.023436666	0.6725967
a	3.127106e-06	5.09778e-06	0.035381526	0.19766416	0.7669461
r	2.4883545e-06	3.2582826e-05	0.18597265	0.3924015	0.4215908
d	0.0018161648	0.0015637078	0.0075591197	0.9584446	0.030616343
ì	0.08270596	0.010676886	0.04515671	0.7400302	0.12143024
n	0.024109242	0.00017145406	0.034243654	0.63349926	0.30797637
o	0.018018432	0.19144744	0.023546584	0.71956855	0.047418945
</S>	2.4135461e-05	4.0694988e-05	0.0039883205	0.41667226	0.5792746
