 	non	ti	dimentichiamo	mai	</S>
e	0.542992	0.007166575	0.010882918	0.010727361	0.42823112
s	0.84944224	0.113876194	0.03443429	0.00026550956	0.0019818386
e	0.091044575	0.18911858	0.36860636	0.047947757	0.3032827
a	0.082946755	0.8867153	0.026533745	0.0011569702	0.002647177
l	0.01327041	0.14581299	0.77540207	0.02431543	0.041199084
l	0.00016184355	0.016068894	0.9230015	0.052200366	0.008567425
i	0.03752021	0.43109775	0.48326597	0.016019342	0.03209675
m	0.0024479933	0.010362303	0.2627769	0.11846828	0.6059446
o	3.982706e-05	0.0002732682	0.98927593	0.00944201	0.0009689252
n	0.014513501	0.0030795897	0.51338935	0.0962829	0.3727347
ù	0.00018358308	0.0050423113	0.7351918	0.20568152	0.05390071
m	0.0019431884	5.036014e-05	0.0054571214	0.8330935	0.15945579
e	0.0002414803	0.004141474	0.28381398	0.6853495	0.026453562
m	0.0020567398	1.5101971e-05	0.01924686	0.668752	0.30992928
à	2.7490496e-05	0.00011458417	0.27276722	0.3438534	0.38323724
i	0.00074522506	9.470064e-07	0.00041833986	0.56112725	0.43770823
</S>	4.216513e-05	4.0541513e-06	0.017622987	0.6267715	0.35555926
