 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a	0.97597927	0.0012893293	0.00084055826	0.00068943255	0.00017146095	0.0018952022	0.00083493255	0.0012230767	0.017076742
k	0.32844925	0.43533257	0.12904963	0.016012225	0.000585036	0.0150654735	0.0024959035	0.00010524007	0.07290468
à	0.11658425	0.10672654	0.7168878	0.025634151	0.0015558818	0.0006382979	0.007958293	0.0011206398	0.022894172
j	0.009941885	0.977754	0.011920316	0.00012600476	0.00018119888	2.8732673e-05	9.02584e-07	1.0098329e-07	4.6819507e-05
o	0.928117	0.008555634	0.05690651	0.004875081	0.001421975	3.270918e-06	4.040449e-05	6.605883e-05	1.4024715e-05
t	0.009117327	0.8917394	0.08666587	0.005577521	0.004049352	0.0026789978	1.61614e-05	4.6055706e-07	0.00015484236
r	0.5553124	0.022022892	0.26352853	0.1324629	0.007895562	0.00042915653	0.0027955354	0.004086023	0.011467042
a	0.9070401	0.012672391	0.06605648	0.0032055476	0.0004581023	7.1376235e-05	4.3226837e-06	3.280523e-05	0.010458826
ù	0.0048540863	0.14489587	0.80081433	0.034035753	0.0042152726	0.0030358343	5.088693e-05	1.0508515e-05	0.00808749
d	3.1793687e-05	0.8760806	0.10185052	0.0063954433	0.01256507	0.0027080139	0.0001975114	3.2824424e-05	0.00013813801
i	0.071437694	0.007901302	0.45391324	0.31692958	0.1376677	0.0016569296	0.0070522972	0.0020858322	0.0013554337
a	0.0023265227	0.008325855	0.21321976	0.6182812	0.14122948	0.014618652	0.0014022106	1.0253543e-05	0.00058604876
a	0.00030655632	0.018896442	0.1136317	0.36196348	0.38064513	0.11096104	0.006167424	0.004917113	0.0025110133
s	0.0010514397	0.009281766	0.04132458	0.35702768	0.21421918	0.27506283	0.04372576	0.049785435	0.00852135
ò	0.022096736	0.057137363	0.1862524	0.08227392	0.42729884	0.046725675	0.060039025	0.08438773	0.033788215
z	2.9218041e-05	0.006254148	0.09588948	0.22729042	0.6151036	0.014455369	0.03849038	0.002079811	0.00040768943
i	0.057710346	0.00034823676	0.022678014	0.8453157	0.052618343	0.008123322	0.010361371	0.0023294415	0.00051510375
g	9.460456e-05	0.002303168	0.004495517	0.47495598	0.33960605	0.062407188	0.11320347	0.0009175215	0.0020165846
r	0.06864547	0.0023224193	0.031429645	0.2856885	0.4662296	0.017145948	0.02033839	0.10110384	0.007096218
à	0.11696043	0.0029033716	0.02137906	0.35107425	0.23796932	0.018320909	0.013185665	0.025174458	0.21303262
t	0.00014645797	9.858295e-05	0.0006895578	0.31465697	0.25161287	0.34169057	0.076194964	0.0011342252	0.01377584
s	0.053546257	0.00047122457	0.0037790565	0.54185534	0.06388573	0.19231889	0.0404179	0.06710096	0.036624644
i	0.03849114	0.0043792315	0.0016059541	0.077698186	0.09267431	0.07519458	0.04255354	0.03697379	0.63042927
i	1.5185843e-05	0.00025839408	0.0012294853	0.095438264	0.12306785	0.4807512	0.11408309	0.0034174295	0.1817391
n	1.9813313e-06	0.001113331	0.003408289	0.010829542	0.08674076	0.5541226	0.048688047	0.1543112	0.14078422
ì	0.0033940538	0.003341002	0.0067680883	0.0022530353	0.053542998	0.0075720055	0.02804293	0.8879519	0.007133853
t	7.859371e-06	0.0006027435	0.0010316063	0.03797556	0.0874433	0.07994427	0.7265734	0.056771368	0.0096499175
t	0.05912849	0.00017967807	0.004026241	0.13457283	0.008054864	0.11967957	0.066985816	0.5881002	0.019272365
a	0.01886808	0.020235825	0.0025885468	0.0038193306	0.020073794	0.012440329	0.13829014	0.451076	0.3326079
</S>	2.0104073e-05	0.0002148341	0.00045739536	0.004939507	0.010069318	0.1961805	0.18563485	0.0496939	0.5527896
