 	non	ho	cosa	è	da	mangiare	</S>
e	0.80632	0.004276519	0.0014254792	0.00018352202	0.0017122732	0.0024310215	0.18365125
n	0.8342954	0.1358148	0.027023435	0.0007623055	0.00071136863	4.756061e-05	0.0013451072
è	0.032309446	0.073461175	0.18916376	0.09393175	0.057726238	0.012242606	0.54116505
c	0.005934395	0.536877	0.34461933	0.10685829	0.0027829923	8.034337e-05	0.0028476783
h	0.008674969	0.076192535	0.4948782	0.2549306	0.12997861	0.034889556	0.00045552413
o	0.06291807	0.8480034	0.067206286	0.018679235	0.0014217977	4.809104e-05	0.0017231568
t	0.0048096688	0.012636014	0.75912136	0.19821031	0.01873916	0.00028827795	0.006195179
i	0.00076864025	0.05976867	0.3787317	0.4840967	0.07130516	0.0015410207	0.0037881134
è	0.00081135146	0.00042123464	0.19909038	0.69842494	0.08089875	0.0124797225	0.007873652
n	0.00014940971	3.9082377e-05	0.1159341	0.54629475	0.25747633	0.05631256	0.023793781
a	0.0017878774	0.0056184637	0.14933002	0.48795953	0.14029375	0.2096117	0.005398665
f	0.0008329101	1.1112392e-05	0.0022556128	0.10562072	0.19768879	0.63469976	0.058891084
à	0.00023059471	0.0026276354	0.015008538	0.24335818	0.48478347	0.24475497	0.009236546
o	0.0004126562	2.4095664e-07	5.243351e-06	0.00012705996	0.00086308375	0.975977	0.022614773
</S>	2.378776e-05	2.2051564e-07	2.5166559e-05	0.0010292084	0.025491565	0.74763805	0.225792
