 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a	0.61547613	0.0014929292	0.0006035424	0.00042801906	0.0010605295	0.010282878	0.0036144073	0.08278302	0.14922184	0.11722691	0.0031078795	0.014701936
n	0.75564826	0.18917552	0.0070863613	0.0035146251	0.0024373184	0.00031052507	0.00014207643	0.0002437997	5.980212e-05	9.836383e-05	5.5454825e-06	0.041277856
è	0.006131792	0.18786168	0.17824152	0.0093172435	0.035870064	0.0040540034	0.004139933	0.0009875653	0.00034326335	0.0003868953	0.00061958854	0.57204646
r	0.00036553876	0.91663176	0.025797848	0.05351638	0.00087730517	7.503015e-05	0.00037538464	6.316461e-07	1.08402006e-07	2.8153295e-07	4.480782e-08	0.0023595958
t	0.04503178	0.37780225	0.530236	0.008020003	0.020332072	0.005735575	0.012377408	2.4808349e-05	6.1021838e-06	4.4924664e-06	3.9533952e-05	0.00038992683
i	0.071623914	0.89427626	0.029702973	0.003584298	2.455915e-05	6.93405e-05	0.00027843163	3.883682e-07	1.4696467e-07	2.2688515e-07	7.217543e-07	0.0004388061
n	2.4142268e-05	0.013731922	0.96081746	0.012154861	0.006924608	0.0018112573	0.0026933686	1.3431013e-06	2.807298e-07	3.4774973e-07	3.9532566e-08	0.0018403763
è	0.002826099	0.27317393	0.31816122	0.39381957	0.002750085	0.0014102594	0.0075148125	3.0927479e-06	7.253742e-07	6.177343e-07	6.001197e-06	0.0003335487
s	4.6596747e-06	0.00035190623	0.7661775	0.098664194	0.09415653	0.010071462	0.027961371	2.7431362e-05	3.9197107e-06	7.5654043e-06	1.3967657e-06	0.0025720536
s	0.0006685583	0.0058844355	0.6871219	0.04343475	0.15770523	0.043183632	0.06161736	0.00017757167	2.6753834e-05	1.4995137e-05	0.00013335954	3.139232e-05
u	0.22785006	0.028956642	0.68839955	0.008172331	0.0022078608	0.014164018	0.020577231	9.001502e-05	2.387664e-05	3.697201e-05	5.0045128e-05	0.009471436
m	4.7824622e-05	3.983854e-05	0.7910481	0.020775417	0.12718764	0.03095701	0.023360044	9.531747e-05	1.4744225e-05	1.8242004e-05	2.3158996e-06	0.006453456
u	0.00042155688	0.014470161	0.78678566	0.017587202	0.1067719	0.010975857	0.0064933873	0.0010245816	0.00036696962	0.0002510176	0.00014813004	0.054703534
k	7.07332e-05	4.315442e-05	0.61572814	0.06512689	0.12142541	0.02675744	0.06724597	0.00031082565	4.9443395e-05	9.408702e-05	4.0270555e-05	0.10310765
u	8.832485e-05	0.0028225326	0.66010654	0.0643233	0.087178275	0.059747744	0.10130788	0.0023890014	0.00056904653	0.000433623	0.0017621155	0.019271739
à	3.113199e-05	0.00023534363	0.26057065	0.016966531	0.4761961	0.12521726	0.10400365	0.0038163576	0.00052971137	0.00066161813	9.6722266e-05	0.011674995
i	6.166653e-07	1.866824e-07	0.065440826	0.10306575	0.61798716	0.09983468	0.0928667	0.007528096	0.0037688613	0.004275384	0.00059531216	0.004636479
s	1.0187954e-06	3.534222e-07	0.012293861	0.36132067	0.09138657	0.17268567	0.20799461	0.025001625	0.028498672	0.03578489	0.013893826	0.051138215
à	1.1525386e-05	0.00095382065	0.02312121	0.12671113	0.05671297	0.20636842	0.5782082	0.0035441339	0.00052154996	0.00047010684	0.0003462742	0.0030306678
m	2.431428e-07	1.7363506e-06	0.0056076576	0.006997083	0.13424723	0.13672426	0.58169454	0.03684606	0.022170648	0.027536359	0.04062858	0.0075456114
b	3.5338323e-06	3.8448587e-05	0.006549647	0.20290568	0.030199979	0.25131363	0.2994865	0.06496073	0.041799277	0.046515074	0.040489614	0.015737813
a	3.9429167e-05	0.00020641298	0.0039548096	0.00099443	0.02039953	0.4601164	0.41430265	0.060576934	0.017305832	0.0057303077	0.002166623	0.014206622
v	2.0512682e-06	1.0760015e-06	0.00040732394	0.0007511003	0.020443572	0.08204025	0.2805465	0.12997867	0.11003462	0.10253334	0.033585247	0.23967624
ò	8.4017665e-07	0.0016160187	0.0016878346	0.002632081	0.0031222622	0.18098427	0.80354476	0.0027588864	0.0004725456	0.00080161926	0.0013125215	0.0010664056
r	2.3547786e-05	2.2208671e-07	3.808422e-05	7.068113e-05	0.0034211809	0.004495057	0.011328953	0.08299025	0.2011045	0.16154768	0.4593786	0.07560117
a	4.173511e-06	0.00016184752	0.0021402037	0.000348817	0.022948755	0.40678862	0.14876318	0.094039135	0.05602179	0.029248152	0.2383247	0.0012105928
s	4.1127723e-06	3.1186798e-06	0.00035589995	0.00040639544	0.007866417	0.006346318	0.0083462475	0.053702787	0.38349578	0.2546606	0.11869924	0.16611311
o	1.0523135e-06	0.00081199897	0.0019238382	0.001026931	0.017336588	0.13195187	0.1300616	0.0659077	0.09225128	0.088456035	0.46821216	0.0020589794
t	3.9363005e-07	4.1031435e-06	0.00024859083	0.00025458392	0.0045355917	0.0061572464	0.009432185	0.04893065	0.3465703	0.27920446	0.1837817	0.12088014
s	6.6092834e-06	0.003914303	0.003020029	0.002412847	0.0117679825	0.05452365	0.109620385	0.021587664	0.06216493	0.13377988	0.59293884	0.004262965
o	0.0018691701	0.0153437825	0.0040730042	0.0016275019	0.0069085537	0.072696455	0.023253266	0.1376707	0.36477393	0.21824938	0.018514326	0.13501997
m	8.7104587e-07	4.186077e-07	1.2354287e-06	1.13699725e-05	1.4446195e-05	2.4081504e-05	0.000168928	0.00071956136	0.0055733835	0.029519154	0.05806469	0.9059018
ì	3.11196e-08	6.701039e-06	3.492119e-05	0.0002956616	0.00031809133	0.00093987957	0.0013121206	0.028227858	0.058082305	0.4784715	0.10878649	0.3235245
n	0.0005769934	1.1423755e-06	1.6819448e-06	1.2749731e-05	3.9446215e-05	1.6909908e-05	2.1662534e-05	0.0017511349	0.017817367	0.017365536	0.21421461	0.7481808
a	3.4679724e-06	0.0001933296	0.001157175	0.000115616895	0.003403719	0.037482336	0.026761495	0.015710734	0.07152221	0.137034	0.6996195	0.006996401
f	3.0309934e-07	9.957902e-07	3.6439553e-05	6.0355927e-05	0.0008994847	0.0004906226	0.0017307409	0.005507143	0.078033976	0.15608516	0.2792658	0.47788888
è	5.068754e-08	0.00020236897	0.0011485058	0.0007834318	0.0024914406	0.016520549	0.050392326	0.003862316	0.017090188	0.0958859	0.8013529	0.010270012
r	0.000596636	1.5379044e-05	5.7665975e-06	0.00014340636	6.745588e-05	1.1038597e-05	9.02609e-06	0.00038874047	0.007501631	0.027777255	0.5029733	0.46051037
i	6.449508e-08	6.007889e-06	0.00013221441	6.950751e-05	0.001268404	0.003523978	0.0009804795	0.0051931483	0.027194582	0.069081984	0.8881046	0.0044450457
</S>	1.7998626e-06	1.0054105e-06	2.2743012e-05	6.1136176e-05	0.00060626987	0.000116380885	0.00037752115	0.0010235024	0.016255181	0.038597178	0.14890915	0.79402804
