 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
m	0.18838218	0.11001203	0.011579833	0.005532749	0.004096297	0.0063196137	0.069517545	0.6045598
ò	0.992564	0.007269167	0.00010540134	2.1890314e-06	4.7509099e-07	2.2485724e-06	1.5436278e-07	5.6345973e-05
t	0.9065261	0.06793279	0.025452826	2.828844e-05	1.35510845e-05	4.376332e-06	1.13922695e-07	4.1946547e-05
t	0.8693253	0.12988289	0.00015994307	0.00047257924	6.457855e-05	6.2630075e-05	4.3478567e-06	2.7806853e-05
i	0.22983822	0.5557148	0.023068657	0.045606516	0.013164623	0.060289085	0.027925845	0.044392202
ì	0.13211012	0.84663075	0.020215256	0.00029031813	1.7041379e-05	4.8539496e-06	1.393511e-07	0.0007315761
r	0.0043398193	0.5701947	0.42441157	0.00045110265	0.00013059044	9.672415e-06	6.0497814e-07	0.0004619242
t	0.006585149	0.36146984	0.009639971	0.5898208	0.023080798	0.00888121	0.00050623185	1.6031774e-05
e	0.5296785	0.13435428	0.11331786	0.03341354	0.0179354	0.0007233825	0.00011069831	0.17046627
o	0.00021050357	0.21026053	0.69708747	0.073556066	0.0028381473	7.36297e-05	2.142776e-06	0.01597147
G	2.532308e-05	0.062764876	0.8955237	0.036806006	0.003276925	0.0001759043	5.1483225e-06	0.0014221165
i	0.14443196	0.42748573	0.36052734	0.039511945	0.0010973862	0.018391998	0.0001815238	0.008372107
o	0.00015311917	0.05720842	0.8826804	0.043023717	0.0041733533	0.00011565009	9.1759675e-06	0.012636206
v	6.890787e-05	0.016469276	0.7183143	0.23421381	0.028079515	0.0013096279	0.00014801491	0.0013964594
à	0.014396822	0.047671206	0.9137308	0.015143247	0.0010633465	0.0066107255	0.00027875093	0.0011051073
n	5.767741e-06	0.0075831944	0.83591664	0.12875956	0.023668949	0.0020461997	0.00052809383	0.0014915451
n	0.0001759304	0.00050745474	0.010779043	0.8724209	0.05096373	0.050558727	0.014424752	0.00016946271
i	0.034788717	0.008572731	0.023220247	0.69302416	0.17318313	0.0066575594	0.0022491796	0.058304284
e	1.2724613e-05	0.0008315595	0.1110229	0.45091984	0.30469254	0.092709355	0.00805841	0.031752672
A	7.611807e-07	0.0012642528	0.023032034	0.5079313	0.42219183	0.024150502	0.018942222	0.0024871465
n	8.089728e-07	0.0019932224	0.06419108	0.6676437	0.14880198	0.07428985	0.036673393	0.006405917
n	1.5320222e-05	0.00041496631	0.0032427006	0.9205733	0.044198073	0.0095827775	0.021650428	0.00032241186
a	0.0061395545	0.016019361	0.006829727	0.35252327	0.36962906	0.11376747	0.065807305	0.06928424
g	2.4916744e-06	0.0001964211	0.0053865234	0.044440486	0.19560179	0.5170229	0.14680319	0.09054619
i	0.00018216374	0.00020292214	0.00028967907	0.4994211	0.41537455	0.028833807	0.051537488	0.0041583367
à	2.3685864e-06	0.00029480754	0.0020037948	0.015670212	0.19370925	0.5152565	0.17946042	0.09360256
ì	4.030115e-08	2.6279125e-05	0.00010100331	0.03546385	0.039978597	0.10929948	0.79306996	0.022060798
c	1.2063992e-07	0.00027992623	0.00063641113	0.06123606	0.07858263	0.18866703	0.64831436	0.022283442
h	1.8957729e-06	0.00010740608	0.056813132	0.48974207	0.26717952	0.15468916	0.029413415	0.002053449
e	1.5211748e-06	0.00011633559	6.831761e-05	0.0207309	0.4269613	0.22033095	0.2271445	0.10464621
p	4.7171235e-07	3.618628e-05	0.0003216862	0.0006255772	0.004454875	0.14220865	0.7214355	0.13091707
l	1.4928312e-05	0.00026234996	7.5078733e-06	0.022220552	0.07297842	0.03813431	0.8634191	0.0029628433
ò	0.021113174	0.035348233	0.007283968	0.013293063	0.044732273	0.16331641	0.2688327	0.44608018
s	3.7813985e-05	2.5943555e-05	6.379926e-05	9.065641e-06	4.3519936e-05	0.002327762	0.7091218	0.28837025
o	1.398181e-07	6.007696e-06	4.519944e-07	0.0019673433	0.009981317	0.012507777	0.95640707	0.019129936
n	1.1443277e-06	6.1411774e-05	0.0005984446	0.00090953463	0.0029532043	0.04304405	0.6665156	0.28591663
t	2.4580348e-07	8.922298e-05	4.166437e-06	0.006323467	0.008599603	0.02259413	0.9584836	0.0039056402
a	0.0031625635	0.022899952	0.0033686124	0.0059181545	0.013738473	0.061088875	0.39224577	0.49757767
</S>	1.7771363e-06	9.996197e-06	6.788487e-05	0.00016611478	0.0007534456	0.013674634	0.43492663	0.5503995
