 	sta	seduta	nel	giardino	nel	giardino	</S>
s	0.9765633	0.018232618	0.0004549948	1.9301544e-05	0.00011545903	0.00025862447	0.0043557226
t	0.74974906	0.01111198	0.128909	0.004819235	0.09110741	0.0012610522	0.013042391
e	0.2484427	0.034497198	0.04106064	0.011505315	0.02241783	0.0071476325	0.6349287
k	0.4075247	0.41606703	0.046750393	0.02002686	0.008149851	0.0012070965	0.10027401
a	0.1124885	0.25679702	0.19360572	0.1000945	0.26421314	0.034029093	0.03877199
m	0.038613535	0.9052865	0.037928395	0.016052524	0.0008107512	9.662002e-05	0.0012115897
m	0.07442242	0.10087307	0.56672937	0.027681183	0.22377746	0.0022338757	0.004282645
è	0.016433029	0.25271028	0.38399854	0.0023190328	0.008514796	9.53473e-05	0.33592895
n	0.00096893177	0.0070479526	0.6778929	0.08956554	0.025509493	0.0008609503	0.19815412
i	0.527119	0.46392244	0.0016357024	0.00673041	0.00019891381	9.3071794e-05	0.0003004781
s	0.00026403408	0.010734876	0.39134905	0.5584069	0.024688601	0.0042744325	0.010282141
t	0.018629922	0.20081833	0.014687829	0.62686133	0.026355231	0.07894205	0.033705343
o	0.14749114	0.046672344	0.08737668	0.5390048	0.05233681	0.0045706495	0.12254754
g	4.836138e-05	0.0005071858	0.28003982	0.5404944	0.10367988	0.026047802	0.04918258
i	0.012676016	0.006991103	0.081674136	0.34290203	0.3299321	0.15737167	0.06845301
a	0.000177992	0.0015308638	0.33892298	0.52561384	0.06706638	0.038625475	0.028062446
r	1.618995e-05	0.00039852745	0.2507383	0.4387906	0.24248892	0.05747192	0.010095503
d	0.010136727	0.0021376961	0.0036195011	0.57135314	0.080420464	0.29380026	0.038532186
ì	0.06789748	0.0051391884	0.0032452508	0.8532381	0.033786036	0.030374493	0.006319375
n	0.00135954	1.0776006e-05	0.05281754	0.17925876	0.48642454	0.1989778	0.08115108
o	0.049216956	0.107574075	0.013357085	0.3757355	0.1490478	0.27210376	0.032964867
s	9.650848e-05	5.8508675e-05	0.021245748	0.35693404	0.18862502	0.34060857	0.09243169
t	0.06815788	0.19394504	0.0023199765	0.29661232	0.023878835	0.41129804	0.003787866
o	0.059232622	0.0108761145	0.0025002745	0.27496204	0.09006357	0.47394234	0.088423036
c	5.672323e-06	2.0615369e-06	0.0013270428	0.057340417	0.11866051	0.4868442	0.3358201
ì	0.0002569315	2.6366159e-05	0.025825202	0.0072457483	0.5423085	0.10252258	0.32181466
p	0.0031129648	1.8990962e-05	0.0027572175	0.019572817	0.14904486	0.5448088	0.28068432
o	0.006121951	0.1542	0.0010221488	0.03230713	0.009074778	0.78810644	0.009167618
</S>	7.4100844e-06	3.1547188e-05	0.0006138125	0.021811174	0.015624929	0.6111391	0.35077202
