 	il	ladro	poteva	entrare	da	qui	</S>
o	0.981646	0.0007089203	1.5510313e-05	1.5675567e-05	2.7285903e-05	0.000738876	0.016847683
l	0.8986134	0.053035688	0.0041043954	0.026404882	0.0048532244	0.00019793177	0.012790483
à	0.010312473	0.060701195	0.010247587	0.15303765	0.7184843	0.0197547	0.02746211
d	0.0031497371	0.77534944	0.121591315	0.098644845	0.0006763517	2.7990545e-05	0.0005602126
r	0.79347056	0.19217981	0.00066149567	0.009944148	0.0037393975	3.9139354e-06	7.4970035e-07
o	0.7439072	0.24617736	0.0037924938	0.005603024	0.0002578427	1.869511e-05	0.00024330673
ì	5.8693236e-05	0.142167	0.49996537	0.33700627	0.010924476	4.9671835e-05	0.009828628
s	0.00017017373	0.103097074	0.10376041	0.6507144	0.06741492	0.06351969	0.011323417
o	0.05418787	0.4131648	0.062618025	0.30118904	0.16002142	0.008592814	0.00022620839
z	0.00019238352	0.011422624	0.057616264	0.87148476	0.055410143	0.0008299571	0.0030438304
e	0.039177317	0.081119284	0.23781571	0.37470314	0.217062	0.04650984	0.0036126769
è	0.00031200505	0.0021442894	0.049697716	0.73004985	0.19477773	0.009379041	0.013639335
m	2.9539233e-06	1.3298876e-05	0.0013923327	0.0690538	0.1818702	0.7452567	0.0024107026
b	0.008961257	0.0033919509	0.154815	0.20353615	0.4973574	0.11880758	0.013130679
i	0.28011042	0.006761835	0.02309098	0.060662504	0.15932119	0.22642866	0.24362446
a	0.00028236108	2.3941686e-06	4.5192188e-05	0.0013881087	0.069917545	0.31416312	0.61420125
p	5.744177e-07	1.3531085e-06	4.6771325e-05	0.00084419124	0.009530346	0.9649881	0.024588598
ò	9.068615e-06	5.1800413e-05	0.00025331348	0.00093896926	0.0052078175	0.9903104	0.0032286737
t	0.00014782355	7.016795e-07	5.083475e-07	3.410574e-05	0.003490039	0.90250003	0.09382674
t	0.005175186	0.0004146967	0.00019732527	0.003638763	0.02401112	0.9554084	0.011154536
u	0.0059004864	0.003539421	0.0019883297	0.0029860034	0.005846517	0.6193909	0.36034828
</S>	4.2562908e-05	3.735918e-07	2.3910079e-07	4.8249253e-06	0.00018634844	0.14729808	0.85246754
