 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a	0.95182437	0.0004890009	0.017957328	0.00014170093	0.003351919	0.0010288794	0.0033703658	0.021836495
n	0.8562607	0.099558905	0.034328926	0.00050486746	0.007005849	0.00014908447	4.1243686e-05	0.0021504024
k	0.0070417975	0.052049432	0.15787269	0.039722424	0.04354727	0.010611847	0.009320351	0.6798341
ò	0.020747524	0.9671757	0.0002690645	0.0032679897	9.73449e-06	0.00016036602	3.9955623e-05	0.008329651
r	0.0265807	0.9243427	0.007406337	0.036587857	0.0024075236	0.00042782808	2.4366274e-05	0.0022225697
a	0.22372678	0.45173904	0.25381997	0.06070663	0.0010495852	0.006312607	0.0025919774	5.330416e-05
s	0.0034199231	0.35337567	0.13295786	0.34657466	0.16069502	0.002159832	5.6328565e-05	0.0007606369
t	0.00069299754	0.63842565	0.07807685	0.19960593	0.0027923766	0.066152275	0.01353975	0.0007142159
e	0.016084714	0.9728693	0.0015132601	0.007884229	1.8651797e-05	9.447657e-06	1.485076e-06	0.0016190428
m	0.0046309675	0.052712638	0.32321462	0.49251544	0.064077966	0.0053373044	0.0006053397	0.056905698
a	0.00031588998	0.0009518428	0.75184023	0.038432583	0.1780578	0.01857358	0.0031690155	0.008659019
r	0.0019183088	0.0054480312	0.38315973	0.45032138	0.115514636	0.0047097034	0.00086054904	0.03806759
è	2.7904407e-05	0.01777045	0.0035343356	0.8580863	0.0047934228	0.060176343	0.037944436	0.017666826
o	0.00012955176	2.9884568e-05	0.19864233	0.23095484	0.31150374	0.21660712	0.02804119	0.014091305
c	7.309196e-07	1.2783878e-06	0.008500195	0.053852845	0.88531166	0.020556157	0.003108492	0.028668556
e	3.4990066e-05	2.0196694e-05	0.39968973	0.0142122	0.5344464	0.022780543	0.006391937	0.022423975
e	2.7102224e-05	6.394872e-06	0.040170368	0.25663072	0.33204097	0.2585519	0.064238876	0.048333682
n	1.3258152e-06	2.4334736e-06	0.011603437	0.04789414	0.72319025	0.1732973	0.029582419	0.01442875
ì	3.315994e-06	0.0002304182	6.234129e-05	0.014663293	0.0058545186	0.45446926	0.5207678	0.0039490554
n	5.5972937e-06	7.9635447e-07	0.0013331037	0.0194194	0.06411812	0.746449	0.15689062	0.011783328
e	0.07771613	0.0019097226	0.13124569	0.06334713	0.06083166	0.08097997	0.5767628	0.007206909
p	7.522738e-05	8.5049305e-07	0.0040573077	0.0029311683	0.05142342	0.48621804	0.37917796	0.07611594
r	0.0006555506	0.00013279282	0.022808786	0.0032872683	0.016777562	0.07862771	0.8757839	0.0019264105
ò	0.0030020287	0.0005610863	0.0013335791	0.0035891614	0.0008067942	0.31987315	0.64815503	0.022679128
n	0.004136182	3.8112157e-06	0.00085039565	7.79881e-05	0.035744958	0.034610365	0.46427152	0.4603048
t	0.0069300747	0.00028617258	0.011871393	0.0013439932	0.004877254	0.028332278	0.93298656	0.013372319
o	0.0012190848	0.00017319608	0.000607078	0.00183248	0.00042137937	0.18686604	0.73063314	0.0782476
</S>	1.7201712e-06	8.623418e-08	8.560008e-06	1.1403785e-05	0.0011045098	0.021948472	0.22691785	0.75000745
