 	non	ci	dimentichiamo	mai	</S>
e	0.67631704	0.016821245	0.034107443	0.019731756	0.25302255
n	0.9546609	0.018053018	0.020710139	0.0005678229	0.006008214
è	0.009292569	0.14472023	0.057631668	0.0084429085	0.77991265
n	0.1364022	0.8358117	0.010093578	0.0018654566	0.015827103
a	0.104837805	0.8733558	0.0074970564	0.012872831	0.0014365864
a	0.031840343	0.8323598	0.124225326	0.004128307	0.0074461196
l	0.0038481671	0.22528441	0.7148541	0.037113555	0.01889976
l	0.00064426573	0.017623454	0.93469906	0.023173857	0.023859289
i	0.0650569	0.022801945	0.785927	0.026246551	0.0999677
m	0.0009545172	0.014344776	0.10494901	0.19382553	0.68592614
o	1.1682876e-05	0.0009501907	0.9798853	0.015848698	0.0033041416
n	0.010309011	0.004388788	0.31698895	0.13857307	0.52974015
i	0.00010086011	0.082892925	0.43559554	0.44303247	0.03837821
s	0.00040583816	0.0032196718	0.4421311	0.34387	0.21037331
t	3.5611504e-06	0.012935006	0.12277014	0.8538412	0.010450177
ù	0.004987324	0.0026990136	0.7885643	0.15449426	0.04925514
m	0.008281638	0.00040489627	0.002627623	0.65214473	0.33654118
e	0.00010258164	0.0017053012	0.114965044	0.824339	0.058888078
s	0.00040095707	0.0009296074	0.004271002	0.52313447	0.47126395
t	1.0126916e-05	0.023190146	0.06463444	0.90619725	0.0059680617
a	0.0018528537	0.00086317444	0.25415277	0.52761805	0.21551305
m	1.7270313e-06	3.1164676e-05	0.0003460606	0.28555748	0.71406364
à	8.974048e-06	0.005208778	0.43520144	0.26824874	0.2913321
i	0.002984614	6.455145e-05	0.0002856214	0.2271935	0.7694717
</S>	8.143291e-06	0.0031934236	0.0019794882	0.20820302	0.78661597
