 	i	genitori	non	li	dimentichiamo	mai	</S>
u	0.96618307	7.145675e-05	0.0010865175	0.00040172655	0.006696608	0.0042998097	0.021260938
g	0.9525047	0.00837715	0.014692573	0.007743291	0.0066530905	0.00020054671	0.009828646
e	0.015719242	0.0661626	0.17643324	0.20181096	0.14318055	0.0071904617	0.3895029
n	0.7300597	0.2550214	0.007111304	0.0022366974	0.001087573	2.1620237e-05	0.0044616675
i	0.010206858	0.37612334	0.050884403	0.14592944	0.12036664	0.009520184	0.28696918
t	0.12568358	0.80665493	0.038349662	0.022087289	0.0055770343	5.630231e-05	0.0015911814
ò	0.0013433077	0.66863674	0.019839056	0.13076054	0.13627914	0.0069257305	0.03621543
r	0.006011021	0.8159064	0.13253437	0.03948586	0.00541918	0.00018905643	0.00045419994
u	0.94256747	0.0568497	0.0003688302	0.00014870358	3.3548553e-05	2.6133368e-05	5.5952496e-06
e	0.0023396984	0.060403105	0.7360307	0.17890006	0.02057752	0.00026112897	0.0014878532
n	0.0035223768	0.020905362	0.16625932	0.39466098	0.36676997	0.023666676	0.024215389
è	0.00047830623	0.028302694	0.014052057	0.12355612	0.2414179	0.0199026	0.57229036
n	0.002588714	0.33865812	0.10784168	0.3519305	0.12808588	0.052292988	0.01860224
u	0.72898746	0.07810244	0.023589658	0.04079155	0.014154227	0.09441252	0.019962125
s	0.007419728	0.0014183585	0.5507809	0.3647276	0.055509463	0.012440916	0.0077029816
s	0.014905946	0.20301028	0.0065115746	0.08135239	0.15791455	0.52944434	0.0068608522
c	0.025241874	0.01241723	0.06916147	0.419414	0.273817	0.050772477	0.14917599
e	0.025734065	0.022418214	0.3349279	0.13480644	0.15307169	0.07246814	0.2565735
r	0.0005839818	0.00053805445	0.027983598	0.48848385	0.18056916	0.12640166	0.17543964
r	0.00010199794	0.0182362	0.0011843872	0.13109127	0.643814	0.15240374	0.053168356
è	0.006818494	0.025600433	0.0027813644	0.26091656	0.5996791	0.04133034	0.06287369
t	0.034859806	4.4255492e-05	0.009712024	0.01760579	0.00289233	0.7759419	0.15894389
s	0.18128417	0.0024225498	0.0003534814	0.0068750707	0.039454766	0.76265055	0.0069594593
u	0.010270477	0.00093152	0.0033196306	0.042424742	0.38040993	0.2593912	0.30325252
m	5.6038e-05	9.809032e-06	0.0004913812	0.0025097956	0.004340531	0.46591553	0.5266769
e	0.00071978854	1.998263e-05	0.0023392695	0.037133176	0.4833241	0.2950597	0.18140395
m	3.1178195e-05	1.0300193e-05	0.00032040657	0.0031632327	0.015909264	0.3823891	0.59817654
à	0.00010666437	6.7091214e-06	0.0037726238	0.022636672	0.43627647	0.13708666	0.40011415
i	9.874093e-05	1.6969997e-06	9.2681585e-05	0.00014675096	0.00035005365	0.6697759	0.32953417
</S>	5.3963613e-06	1.580031e-05	0.00075137947	0.0021666263	0.0125981	0.5028838	0.4815789
