 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
ì	0.7998204	0.032864377	0.0017147014	0.0008343926	0.00047313416	0.0037484416	0.0033452553	0.03246053	0.029584067	0.09515478
s	0.9267126	0.05372234	0.008041132	0.010788059	0.0001629805	8.2874205e-05	4.2891206e-05	2.5939495e-05	1.860004e-06	0.0004192747
e	0.927081	0.06339696	0.0066736774	0.0013283981	0.0011796238	0.00014166108	0.00010043138	5.5685705e-05	8.716094e-06	3.3864137e-05
l	0.013766005	0.9374065	0.039512437	0.004413778	0.00445648	0.00012232359	5.1895928e-05	1.5255614e-05	1.1618694e-07	0.0002552403
a	0.023684502	0.749079	0.20362891	0.015498815	0.0076337145	0.0002228591	0.00016695817	7.757474e-05	3.5796756e-06	4.063316e-06
n	0.015163238	0.6839876	0.23325633	0.019561991	0.046347525	0.0009504562	0.00025297597	8.283143e-05	5.9969443e-07	0.00039645346
a	0.0020879619	0.31483105	0.5828534	0.095389105	0.0046247365	3.6018337e-05	8.643885e-05	4.001032e-05	1.7135022e-05	3.41086e-05
v	0.02359586	0.117637426	0.59507525	0.22105631	0.040721904	0.0011527867	0.00039032256	0.00012762539	3.9949914e-06	0.00023860758
r	0.0008493198	0.06378778	0.64740133	0.2701716	0.01711987	0.00016780815	0.00029194204	0.00012448699	7.391355e-05	1.1927039e-05
ì	0.4514994	0.1520595	0.3569726	0.009506405	0.028754259	0.00061357545	0.00011857412	7.446621e-05	1.3435682e-06	0.00039984798
k	0.00071883516	0.11330459	0.263142	0.09494934	0.40951493	0.03401357	0.047477216	0.015285117	0.0006405732	0.020953884
o	0.00011043317	0.15236248	0.3407086	0.16824812	0.32066488	0.009811904	0.006499613	0.0009408212	0.00059890014	5.4292326e-05
a	0.0015828988	0.010271642	0.1761589	0.25535518	0.48946148	0.036711432	0.016798483	0.0065758796	0.00029916826	0.00678494
f	7.361645e-05	0.008244817	0.05786091	0.1814368	0.67540026	0.040253427	0.026166752	0.005499436	0.00080838555	0.0042556413
ù	0.007773289	0.004898157	0.035441753	0.93262756	0.012294926	0.0029972715	0.0016881776	0.00079779385	0.0011711096	0.00031000245
r	0.00018703361	0.0009183542	0.07334773	0.5170699	0.26076946	0.05082601	0.06914555	0.021351257	0.0028534634	0.0035312977
n	8.2014274e-05	0.031645216	0.053360295	0.41875198	0.47629926	0.0097529795	0.0061751693	0.000745015	0.0029935616	0.00019463841
o	0.8149871	0.006832538	0.007582882	0.02560314	0.033732336	0.053784665	0.029208936	0.021983724	0.0048792623	0.0014053774
k	8.99694e-05	8.602791e-05	0.00277145	0.07195028	0.1540727	0.23619469	0.34534797	0.10348116	0.017360926	0.068644844
a	0.0015290057	0.021769404	0.008281243	0.024720348	0.8591727	0.034530066	0.03430629	0.005030995	0.0070459475	0.0036140122
k	0.000372885	0.0006589867	0.011522632	0.11423741	0.15371247	0.19835924	0.32845834	0.11493666	0.039125208	0.038616244
a	0.00844134	0.03974377	0.01767067	0.02469379	0.7301575	0.035028905	0.09434641	0.015771952	0.030496098	0.0036495377
n	0.00043491824	0.00068778987	0.01108369	0.08449692	0.088962905	0.18910353	0.37663725	0.14249827	0.06990088	0.036193978
n	0.012253246	0.06288523	0.06698099	0.030991668	0.30220938	0.02684967	0.2481696	0.054384794	0.19359156	0.0016838812
i	0.6157086	0.004412276	0.0047453786	0.00259413	0.010804846	0.0746795	0.14015195	0.1363608	0.0088195335	0.0017230326
u	2.470537e-05	9.009764e-06	0.0001193416	0.0014182624	0.0036015953	0.07841231	0.49727026	0.18131778	0.06753643	0.1702903
n	2.1428694e-05	0.000602352	0.002803065	0.019443002	0.02205956	0.29069188	0.33937168	0.088964015	0.12302295	0.11302004
r	0.14974508	0.042546745	0.09219707	0.09755243	0.04998307	0.038536806	0.20006365	0.11170637	0.20668732	0.010981499
ù	0.6184443	0.007453608	0.013300291	0.010175955	0.035685718	0.09584625	0.12293276	0.0862836	0.0075764274	0.0023010622
s	7.2475734e-05	5.0508065e-06	1.844913e-05	0.00036144748	0.00011783274	0.015495326	0.25140288	0.24553576	0.29251808	0.19447272
t	0.00039334066	0.049745105	0.0066006975	0.0034162235	0.12717268	0.1342476	0.32460126	0.057849117	0.25617963	0.03979435
i	0.23598187	0.0022496092	0.00075378345	0.00034409665	0.001842277	0.020247387	0.09276757	0.39720654	0.19054802	0.058058895
k	6.1476756e-05	3.373453e-06	1.4837122e-05	0.00010045137	2.0489351e-05	0.003075124	0.09397982	0.14914855	0.21272418	0.54087174
o	0.00022758913	0.0052714213	0.0013315027	0.0003446826	0.052301273	0.11800518	0.35295665	0.15833423	0.23542951	0.07579802
k	1.4173877e-05	2.4297062e-05	0.00016284647	0.0002728963	0.0005149659	0.003701102	0.12789908	0.30745628	0.37493002	0.18502437
a	0.0011989267	0.014602805	0.007982491	0.0016711268	0.058891978	0.023412371	0.2400486	0.21833736	0.42424208	0.009612168
l	1.70776e-05	3.7847865e-05	0.00029000692	0.0004177099	0.00076433463	0.0035808033	0.10857061	0.3238921	0.42020375	0.14222577
ù	0.020671325	0.078101344	0.07768804	0.014660179	0.057290353	0.00640937	0.08006593	0.15473227	0.5048221	0.0055591124
</S>	0.00030795403	1.3542472e-05	2.5203135e-05	0.00019158264	3.918276e-06	0.00029463033	0.009150725	0.08445587	0.25493675	0.6506198
