 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
o	0.8705429	0.04526217	0.0007298986	0.00051105005	0.018727023	0.030634461	0.0112652425	0.022327209
m	0.17226103	0.74916357	0.04007639	0.0027534862	0.016535016	0.004840461	0.00013747854	0.014232585
a	0.113563895	0.8468445	0.001532712	0.015520549	0.021076048	0.00055388175	5.752975e-06	0.00090254814
r	0.072251864	0.8125231	0.061867367	0.0170866	0.010442434	0.0016238857	2.0607473e-05	0.024184143
ì	0.022644533	0.24151023	0.08090656	0.58124924	0.035399713	0.010908372	0.0040120925	0.023369232
o	0.001785161	0.06784838	0.83185476	0.09783023	0.00039726443	8.420762e-05	7.4920345e-06	0.00019251782
e	0.0001946809	0.008582965	0.8461648	0.04849793	0.05240539	0.02891096	0.0058783665	0.009364975
t	0.0003228709	0.004603267	0.831412	0.05524577	0.09095545	0.014395778	0.0009687957	0.002095981
è	0.006663841	0.0038562994	0.7109033	0.13914622	0.06450801	0.07133482	0.0018202047	0.0017673342
l	1.7514616e-05	0.0004814944	0.8143892	0.17882964	0.0036990603	0.001108637	0.0005581743	0.0009162691
i	0.004837037	0.17646573	0.6365364	0.16877517	0.0026346738	0.007259927	0.0034746267	1.6461434e-05
f	0.000172077	0.0005287569	0.20438297	0.38219467	0.36973402	0.039577164	0.0006963432	0.0027140013
a	0.0044433074	0.0007267005	0.84602493	0.1477713	0.00029500626	0.0004223832	0.0002933639	2.295578e-05
m	0.00010089636	8.027698e-05	0.08615886	0.692326	0.17194425	0.045146443	0.0007081727	0.0035350702
è	0.0004885021	0.00068356475	0.022292793	0.033851273	0.70239264	0.23571281	0.00060164	0.003976732
n	4.6166315e-05	4.2957545e-06	0.05402497	0.014344249	0.8000023	0.078820765	0.019246329	0.033510957
o	0.012357775	0.0017816217	0.6275054	0.28015605	0.0008943695	0.005730322	0.07113321	0.00044122207
a	5.4793003e-05	3.6836656e-05	0.026824845	0.23082846	0.47719446	0.23106413	0.016458541	0.017537981
p	1.884936e-07	2.3664998e-07	0.015578914	0.0057361983	0.31958902	0.08778175	0.55922157	0.012092135
p	0.0032578197	0.0002214336	0.14861955	0.037981447	0.36472267	0.24035898	0.17598906	0.028849008
è	0.013123138	0.0005932911	0.022291511	0.91989154	0.013545142	0.022978418	0.0009359692	0.0066410075
n	6.562361e-05	1.4644247e-06	0.00022527989	0.00016619702	0.3291448	0.20071104	0.43464294	0.03504265
a	0.00054505107	0.00023901546	0.02591362	0.0062193503	0.0063114166	0.016058603	0.94144285	0.0032700226
o	1.5413447e-05	3.613352e-06	0.0020363426	0.0019629218	0.19405612	0.4504863	0.23377284	0.11766639
m	6.9733694e-08	2.8461116e-08	0.0008826585	8.073802e-05	0.108641475	0.060842782	0.8148449	0.0147073995
a	0.0005673098	4.963441e-05	0.0010697895	0.0002677005	0.5619512	0.2916807	0.11242847	0.031985156
r	7.902651e-07	7.062781e-06	0.0012031045	0.0047706543	0.7900144	0.15544605	0.014533808	0.03402427
è	0.0071667735	0.0004974983	0.065878816	0.05784575	0.0027185772	0.03118022	0.8208735	0.013838766
i	2.6613041e-05	1.0523684e-06	2.0961534e-05	5.586089e-06	0.028187966	0.048531123	0.8836489	0.039577786
</S>	1.7252798e-07	2.48923e-08	0.0011371118	5.490337e-05	0.024216952	0.016908415	0.93351316	0.024169296
