 	il	lenzuolo	vuole	lavato	</S>
o	0.95685846	0.0028378274	0.000101116835	0.0007137945	0.03948875
p	0.4503667	0.07499661	0.31522217	0.033760644	0.12565385
l	0.029931573	0.24033573	0.6530536	0.059651375	0.017027767
a	0.6984466	0.22633122	0.0123317465	4.058061e-05	0.062849864
ù	0.027531866	0.8770482	0.025742562	0.0002895566	0.06938794
n	0.0053545	0.86124563	0.12965487	0.00061656395	0.0031285076
a	0.0710929	0.6761339	0.13522442	0.055075075	0.062473845
t	0.0650368	0.30283976	0.6264256	0.00062779	0.0050699986
è	0.018557325	0.2555502	0.7130054	0.007784589	0.005102437
l	0.00014001233	0.10378606	0.8517971	0.014910364	0.02936645
i	0.009237279	0.0046570906	0.96376324	0.02167788	0.0006644625
p	0.0019559688	0.0039016358	0.7671261	0.07696279	0.1500535
l	0.031370766	0.0030515287	0.9540408	0.008770903	0.002766062
i	0.3375275	0.0062761893	0.3141749	0.06900884	0.27301255
m	1.0547309e-05	0.00011597312	0.008430813	0.236496	0.75494665
è	0.001247119	0.0003512327	0.030099586	0.88354194	0.08476006
n	0.00079487957	0.00021312095	0.0074333013	0.18124522	0.81031346
o	0.5411206	0.00598171	0.19584312	0.22532864	0.031725977
</S>	0.0003341896	0.001064393	0.030154467	0.1790506	0.78939635
