 	avete	cucinato	le	verdure	</S>
è	0.022577833	0.0022430343	0.0051524616	0.0011341881	0.96889246
c	0.53771996	0.4486229	0.012783678	2.1964928e-05	0.00085148274
h	0.034082074	0.14932616	0.7825151	0.029689409	0.0043872516
e	0.88393736	0.115847185	0.00016568656	9.848599e-07	4.8868053e-05
t	0.8162015	0.15701143	0.026672894	1.37467205e-05	0.00010044198
e	0.4452034	0.49011126	0.05162637	0.0001373741	0.012921525
m	0.07149854	0.83987164	0.069060706	0.00018342855	0.019385606
a	0.2304445	0.42253584	0.33312124	0.00025240425	0.013646138
r	0.014731179	0.23547643	0.6176214	0.012070984	0.12009991
à	0.0002439644	0.145574	0.82468253	0.026649043	0.0028505211
t	0.0028108687	0.006434658	0.64046466	0.10044713	0.24984272
a	0.0004481909	0.21205251	0.31130812	0.47308815	0.0031029694
t	0.0016254784	0.0014088905	0.9561972	0.018776484	0.021991957
a	2.2042208e-05	0.011669528	0.69592947	0.290925	0.0014539931
l	0.00035696666	0.00186386	0.87202376	0.08994126	0.03581412
à	4.7664646e-05	0.013186857	0.86481076	0.11587031	0.006084471
c	0.0014961467	6.5914346e-06	0.009593204	0.8118781	0.177026
h	5.796266e-08	7.5747994e-07	0.004786275	0.99464005	0.0005728924
a	1.491917e-07	0.00013381809	0.19524509	0.772287	0.032333888
n	4.943771e-06	2.2424738e-05	0.016246062	0.6128394	0.37088722
a	5.4727938e-05	0.18006882	0.13503298	0.55438894	0.13045451
</S>	3.3469998e-05	0.0008508234	0.027404923	0.1394076	0.83230317
