 	il	abito	della	sposa	corassi	si	chiama	la	sposa	ee	ee	vuole	bianco	</S>
o	0.9883383	0.005816818	2.543472e-05	3.822734e-06	0.00021071118	0.000109415545	0.0017211332	0.0004933175	7.753302e-07	0.00023099694	0.0007709458	0.00016023917	9.599494e-05	0.0020221667
à	0.048723944	0.098944224	0.84617823	0.00083793607	0.00012915356	0.00013405494	0.00020844974	9.949333e-06	4.3984e-07	3.497861e-06	4.539217e-06	3.6011593e-06	1.572834e-06	0.0048205615
b	0.00036840484	0.0044409046	0.9939687	0.0011409053	1.245812e-05	8.282594e-06	1.4200184e-05	1.6147109e-06	8.1331905e-08	2.033068e-07	4.7036454e-07	1.3482405e-07	2.6418256e-08	4.359439e-05
b	0.22180456	0.6588656	0.110978454	0.00096232275	0.000357877	0.0051292437	0.0013722654	0.00040308398	7.832882e-05	5.839627e-06	2.1304035e-05	1.3936674e-05	2.6923976e-06	4.544455e-06
e	0.107033744	0.8861929	0.00367633	0.0030049086	2.5529093e-07	3.1636816e-06	2.3224693e-07	5.525934e-07	4.936775e-06	1.427908e-07	1.5665803e-07	1.7487052e-07	4.5941523e-08	8.257421e-05
t	7.946648e-05	0.24659972	0.1184856	0.59641576	0.023208776	0.00729582	8.575684e-05	0.00089477416	0.0009163444	8.284725e-05	2.3662249e-05	4.3178384e-06	1.9793112e-07	0.0059070196
o	0.11853193	0.8813696	3.1908974e-05	4.8269598e-05	3.8275724e-07	7.2460457e-06	2.5494687e-06	2.213281e-06	4.8295865e-06	1.13670716e-07	1.2288638e-07	1.2220084e-07	2.1625114e-08	6.486674e-07
à	0.0006064927	0.59248203	0.16734754	0.21116464	0.015039589	0.0058689266	0.0008865403	0.00040494686	0.00016715014	4.16852e-05	2.6491167e-05	2.1580909e-06	1.0187524e-07	0.0059616333
t	4.575202e-06	0.009175178	0.104693726	0.85277903	0.024951698	0.0050388104	0.00067509536	0.000894191	0.0004586902	0.00012422126	0.00010494563	2.062926e-05	6.4335774e-07	0.0010786825
t	0.060674228	0.8803864	0.0010894241	0.003655113	0.0011315725	0.02588087	0.013908099	0.011417628	0.001366955	2.3846915e-05	7.681744e-05	0.00017342044	0.00019127401	2.4364143e-05
o	0.37977636	0.34460524	0.00041845732	0.16910903	0.0020723203	0.010765936	0.0006146078	0.001669911	0.011237963	0.0021431083	0.001439865	0.0014281422	0.00039796688	0.07432105
k	0.0025697192	0.06211741	0.0050190506	0.075948544	0.40293875	0.34145787	0.011871821	0.044229176	0.003113601	0.0020867665	0.0012510549	0.00017368067	1.4671073e-05	0.04720784
o	0.3151578	0.5932853	1.3833586e-05	0.0038192791	0.0014121089	0.04049093	0.007174547	0.004846023	0.009999968	0.0008097494	0.0013764132	0.0010361491	0.00027814135	0.020299744
r	0.011995953	0.04583618	0.002818057	0.017568985	0.2598536	0.4547613	0.04925657	0.09586239	0.008522787	0.0050242716	0.005382721	0.0012286889	0.00017068638	0.041717865
