 	il	muro	vuole	uno	specchio	</S>
o	0.89905745	0.00419063	0.0009068756	0.00047738312	0.0019394875	0.09342818
t	0.22052044	0.7196005	0.039603494	0.0052543366	0.007512896	0.0075084446
ì	0.014273554	0.0073730447	0.025853958	0.0046286266	0.93163943	0.016231382
c	0.07445886	0.89538425	0.029066678	0.0010055815	1.9713128e-05	6.487876e-05
h	0.3048273	0.18139891	0.38813207	0.041288897	0.08429749	5.5294306e-05
o	0.79986405	0.14622939	0.046127617	0.005756138	0.00031626908	0.0017065157
t	0.00020937153	0.9089357	0.0874378	0.003082863	2.834414e-05	0.00030589273
è	0.0019139622	0.0232151	0.18538535	0.3136044	0.46654662	0.009334639
l	0.00011372657	0.37644067	0.5753706	0.045180634	0.0014842647	0.0014100916
i	0.011028104	0.5980487	0.261401	0.06739115	0.061916515	0.00021461598
n	0.0012988829	0.29363555	0.61105925	0.07294028	0.017972536	0.0030934876
a	0.04175992	0.08478533	0.2573827	0.48557767	0.12960647	0.0008878289
n	0.0012573822	0.044098224	0.6838988	0.124896154	0.13826956	0.007579804
g	0.02170925	0.011141829	0.070864044	0.57226694	0.32282147	0.0011965146
h	0.09590338	0.007855756	0.24605434	0.54863465	0.024095986	0.07745589
i	0.011909932	0.027426505	0.005115178	0.046828806	0.0007207265	0.9079988
a	6.6578223e-06	0.0006047096	0.008059978	0.16540855	0.04056144	0.7853587
l	1.2020312e-06	0.0016358017	0.03698299	0.70066744	0.07349836	0.18721412
ì	0.00011135408	8.231849e-05	0.0005398357	0.18470484	0.8091955	0.0053661205
</S>	7.88249e-05	6.4188534e-05	0.0030970227	0.025654947	0.94405955	0.02704548
