 	le	canzoni	più	belle	sono	scritti	nella	notte	</S>
t	0.8792196	0.0023021002	0.00041559304	0.00026740608	0.00022909153	0.051579874	0.0130827855	0.0065394123	0.046364024
a	0.06626879	0.13460892	0.008616768	0.7623295	0.000901715	0.0063048354	0.00048177925	0.00020441736	0.02028326
t	0.23447052	0.58821756	0.02424465	0.083671	0.0021201351	0.004384567	0.00023992865	8.969224e-06	0.06264275
r	0.00062124437	0.12436643	0.019456264	0.8466035	0.0037628794	0.0019853665	0.0003806356	0.0013193048	0.0015044406
a	0.12623967	0.69895005	0.15133175	0.0040218187	0.0124764275	2.7627812e-05	1.2316228e-05	6.1817744e-05	0.006878448
v	0.023669144	0.85970414	0.080220476	0.028283285	0.0037960766	0.00023132961	1.6588614e-05	1.4855741e-06	0.004077498
ù	0.0001507847	0.2970212	0.058976	0.63114476	0.008460588	0.00091621286	0.00020216747	0.0017242512	0.0014041077
d	0.002085787	0.55314445	0.32051808	0.033685073	0.089425005	0.00057619566	0.00029256524	5.8155942e-06	0.00026698428
i	0.14899343	0.30990386	0.33916506	0.09141754	0.105785556	0.0030280969	0.0016451698	5.2531006e-05	8.729122e-06
a	0.0071241907	0.11760281	0.24678455	0.20512895	0.38075322	0.03848439	0.0021179046	1.2070799e-05	0.0019919716
p	0.00013102559	0.0044175135	0.3298367	0.09744558	0.5373989	0.013267118	0.008555566	0.0034600508	0.005487554
l	8.362873e-05	0.008903807	0.24284999	0.70985484	0.031166805	0.0043842336	0.001921433	0.00028222156	0.0005529839
è	0.07301382	0.030394962	0.8068511	0.01823034	0.069096476	0.00032318145	7.629792e-05	9.044976e-05	0.0019234979
o	7.6768345e-05	0.002946328	0.24310493	0.057706248	0.595803	0.0660048	0.028396526	0.000119275246	0.00584203
n	3.1929217e-06	0.00042184972	0.38301513	0.033987474	0.48915994	0.028389636	0.00920771	0.009181622	0.046633385
ò	0.0003757485	0.0029293047	0.6275916	0.011766482	0.35259944	0.00017761142	0.0008742382	0.0031407946	0.00054482825
r	1.7378214e-05	0.0010567969	0.3267994	0.22492236	0.3603344	0.03374232	0.051027812	0.0014803637	0.0006191435
r	0.055810805	0.0063451407	0.3676447	0.07048674	0.44128495	0.028195448	0.023639333	0.0060255467	0.0005672969
i	0.11941091	0.014234985	0.4347021	0.026092326	0.24789912	0.0986834	0.02727828	0.0072320155	0.024466887
a	1.882307e-05	0.00019467039	0.07768145	0.016282361	0.31793532	0.3680672	0.11508953	0.00086995214	0.10386061
è	2.617154e-06	0.0003427328	0.14713171	0.0056052855	0.4105581	0.10612129	0.040904	0.09984822	0.18948604
r	2.5190855e-07	1.1218434e-05	0.0033543268	0.012943828	0.08661172	0.51098233	0.2609468	0.12247257	0.0026769985
k	0.0018707137	0.0029690317	0.18617152	0.015588611	0.5852259	0.017777279	0.07012136	0.117686726	0.0025888726
u	0.033246502	0.0045389547	0.019976044	0.0063118553	0.091020264	0.328034	0.44122344	0.03990016	0.035748683
t	2.7237515e-05	4.596618e-05	0.0019321633	0.0009863904	0.010599995	0.36002815	0.46576285	0.012995987	0.14762135
t	0.023565328	0.0042214408	0.019126583	0.00036209606	0.14554964	0.013741804	0.052440554	0.73050576	0.010486769
e	0.010169346	0.0005235286	0.0047928537	0.0009808469	0.032082476	0.2707479	0.14083663	0.04159961	0.49826676
g	3.0285416e-06	2.3826778e-05	0.00066213246	0.00015014147	0.0053529055	0.10840387	0.25317615	0.021447375	0.61078054
r	0.0020519744	0.00058861094	0.0012163257	0.00032782118	0.018929102	0.08322179	0.15173702	0.45872998	0.2831973
a	0.01787416	0.009367726	0.02875058	0.008112839	0.07360269	0.14608517	0.49855033	0.036766306	0.18089023
m	8.498421e-06	1.5431257e-05	0.00017658134	4.289519e-05	0.00065412285	0.023537029	0.09173312	0.016312676	0.8675197
m	9.574813e-05	0.00024585114	0.00018046364	0.00083303417	0.0007695219	0.07633431	0.08841204	0.18808949	0.64503956
è	5.1642934e-07	1.8389022e-05	2.4478128e-05	0.00040642652	0.00027373174	0.13282292	0.014221344	0.0011014532	0.8511307
n	0.00017199355	1.8663162e-05	9.471024e-05	6.5697655e-05	0.00016377124	0.029227085	0.0632139	0.01717348	0.8898707
a	0.013547545	0.0010465363	0.0019936603	0.00014418343	0.019940846	0.019841349	0.06295445	0.8413997	0.039131667
s	9.118536e-07	2.8933953e-05	0.00027252975	0.0003580138	0.0033573483	0.030944074	0.22957389	0.17003791	0.56542635
i	0.0020534538	0.0012615685	0.0057780524	0.000120021716	0.06035694	0.0019136252	0.034405205	0.8681292	0.02598201
n	8.4954075e-07	3.686802e-05	0.00040761314	0.00035290685	0.0038565823	0.012597591	0.17312631	0.33380723	0.475814
ì	0.00022737276	0.00091267895	0.0034742444	8.536518e-05	0.017302953	0.00023039393	0.011816684	0.95091546	0.015034931
t	0.000671433	4.5842655e-05	0.00011000972	0.00017026083	0.00013942627	0.04758814	0.17779808	0.46533856	0.30813822
t	0.0067694737	0.0043597124	0.002558253	0.0025776771	0.0015067618	0.006560192	0.04596046	0.9154601	0.014247415
a	0.008297505	0.009932509	0.006616673	0.004080218	0.009697067	0.0051070917	0.050952908	0.5613008	0.3440152
</S>	2.7794502e-05	2.6044665e-05	0.00015380845	2.8717763e-05	0.00018568382	0.0007823033	0.009031394	0.09793888	0.8918253
