 	lo	sentii	che	arrivò	</S>
t	0.98554987	0.00060816796	9.4411684e-05	3.2374755e-05	0.013715116
o	0.8921627	0.030879593	0.028254833	0.041915137	0.0067877527
n	0.121354125	0.8418533	0.0133438865	0.0036734047	0.019775236
ì	0.000478046	0.0021360628	0.02664182	0.96633595	0.0044081435
k	0.0041058566	0.9638275	0.028910343	0.0030394178	0.00011699564
u	0.9440627	0.054519508	0.0012895385	0.00012435461	3.955152e-06
s	0.00083481916	0.95398647	0.036057565	0.007956193	0.0011648352
a	0.014840828	0.43133092	0.53423065	0.0015009869	0.018096615
k	0.007904151	0.5777215	0.38457268	0.022900432	0.006901261
a	0.023726515	0.15904112	0.73125714	0.060535945	0.025439335
ì	0.0044273604	0.05005019	0.58030814	0.28340253	0.081811786
r	1.0542191e-05	0.00029076615	0.00838034	0.9813101	0.010008159
t	0.014792887	0.051666293	0.23683831	0.6815085	0.015194034
e	0.03906588	0.012727942	0.20297068	0.028372502	0.716863
</S>	0.0001598323	1.3393242e-05	0.0014284619	0.41036206	0.5880362
