 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	0.17263506	0.00037259472	0.00014644557	0.0005877882	5.0012357e-05	0.17227367	0.5999452	0.053989224
n	0.8331565	0.13763523	0.008068378	0.0055492907	0.00023274109	0.00065204385	0.0016778676	0.013027906
è	0.0013190197	0.1603762	0.28911284	0.05742781	0.0152347125	0.015306874	0.0616684	0.39955413
r	0.0045517627	0.95984966	0.009486842	0.02103581	0.003599659	0.00023294435	8.4729044e-07	0.0012424806
t	0.116398074	0.46181077	0.31654507	0.090464175	0.00836705	0.005502621	0.00031721903	0.0005950379
i	0.17606483	0.66902244	0.031833325	0.11088482	0.00027865087	0.0020222436	2.7966491e-06	0.009890867
s	0.00079977256	0.01976096	0.30369738	0.6195215	0.004562107	0.045479864	1.7621907e-05	0.006160798
t	0.000588121	0.09498406	0.41418326	0.46061647	0.009786018	0.012769728	0.0015701568	0.0055022207
e	0.07782315	0.017892467	0.08108449	0.59665596	0.0030231858	0.018272616	0.00068933726	0.20455882
s	0.00027320092	0.0028444175	0.21985108	0.67481863	0.0025337513	0.025803655	0.0015644617	0.072310835
e	1.8489218e-05	0.00096183567	0.36294335	0.23708244	0.017746884	0.03264586	0.07788802	0.27071318
t	0.000890826	0.0050233346	0.38575926	0.5054964	0.00878356	0.08186025	0.0033652624	0.008821138
t	8.908384e-06	0.0005795903	0.2643117	0.5112483	0.07749971	0.03060962	0.030502092	0.08524008
à	0.01931275	0.0030936955	0.07979301	0.80297184	0.00046660315	0.06920571	0.00056613504	0.024590345
e	6.513786e-05	8.670291e-06	0.16681214	0.24339813	0.27565384	0.17414068	0.020430692	0.11949068
v	8.236727e-07	1.8224409e-06	0.007819531	0.06649596	0.8790549	0.0077221347	0.003586114	0.035318755
ò	2.0864198e-05	0.0016996867	0.04552548	0.3430205	0.53785753	0.044569958	0.0099683385	0.017337719
s	1.4959956e-05	7.7158955e-05	0.100371346	0.25432158	0.14158976	0.47909957	0.01270716	0.0118185
t	0.0036157297	0.0023979149	0.07450523	0.5273334	0.08003978	0.27294576	0.030159285	0.009002981
e	0.01180397	0.00027492867	0.007664893	0.11179276	0.0038226182	0.54733145	0.013465295	0.3038441
m	4.62102e-06	1.3739535e-06	0.0016021517	0.011526617	0.03945614	0.26265973	0.25711772	0.42763162
a	1.6368673e-06	1.4610014e-05	0.00029883962	0.0012509377	0.0032301254	0.010551009	0.91271067	0.071942136
r	1.1318124e-06	1.2581048e-06	0.00047647994	0.0047893347	0.0018694481	0.21594721	0.4663147	0.31060043
è	1.8514334e-05	0.0056684567	0.013813406	0.043901637	0.046051044	0.7026637	0.06693444	0.120948784
o	3.6086127e-05	5.0685003e-07	1.650263e-05	2.3364126e-05	0.0038597386	0.008582475	0.92759573	0.05988565
</S>	4.127286e-07	6.2466393e-06	0.00076406414	0.0007110535	0.22818933	0.030107295	0.2793014	0.4609202
