 	non	vieni	alle	sette	perchè	io	non	sono	pronta	</S>
m	0.37444878	0.001108714	0.0003013379	0.0015689731	0.0008486857	0.00043972916	0.231291	0.05336235	0.1679424	0.16868801
i	0.99122494	0.008228832	0.00037008207	9.693163e-05	1.7764098e-06	2.4006258e-06	2.6220596e-05	8.2768526e-07	1.8710068e-07	4.776453e-05
n	0.59932584	0.16512434	0.09281614	0.07874133	0.008274486	0.0031789122	0.03128516	0.000589565	0.00033951964	0.020324675
d	0.0009801448	0.42101488	0.40182266	0.08465603	0.04930918	0.012425703	0.00022478774	0.0012053148	0.0003793194	0.027981907
è	0.0024542212	0.9480925	0.03311815	0.011926446	0.0033261075	0.0007457851	7.0637964e-07	2.1166648e-05	8.278814e-07	0.0003140371
l	0.0021539002	0.003880028	0.13644047	0.15503483	0.6845662	0.0094896965	0.0037452776	0.00015751501	2.613654e-05	0.0045058755
a	0.0035015184	0.07171561	0.23703118	0.30784494	0.3513323	0.028099474	0.00012839942	0.00015896962	0.0001836554	3.953027e-06
à	0.017576406	0.008444442	0.30496052	0.43074748	0.20491846	0.018524677	0.010913407	0.00016329998	8.851256e-06	0.0037425165
l	9.455377e-05	3.459222e-05	0.06319021	0.1358128	0.7741433	0.013261818	0.011846543	0.00064690417	6.005975e-05	0.00090917124
l	5.4952485e-05	0.00011962376	0.02894682	0.032002587	0.9001518	0.034540072	0.0026273294	0.0012851135	0.0002528955	1.8796974e-05
e	0.0011761143	0.008065628	0.26027066	0.7034449	0.008883493	0.013893544	0.00056074717	0.0013921217	0.00017509483	0.0021377045
s	0.0014622698	6.796283e-06	0.064653315	0.50662357	0.047758047	0.13811928	0.22309285	0.0047779693	0.000781463	0.01272451
è	7.116685e-05	0.005190021	0.13977596	0.75833637	0.06364603	0.027901601	0.0006081879	0.0015062884	0.0003123609	0.0026519943
t	1.6283919e-05	1.4393501e-06	0.04626226	0.637323	0.11124201	0.13183269	0.03718801	0.026612477	0.0048076725	0.0047141556
t	0.00013339218	0.00069106236	0.04836012	0.86085963	0.03397456	0.032404523	0.0023595674	0.006613728	0.013785831	0.0008176403
e	0.11432151	0.0017653569	0.035138775	0.39148828	0.00031258978	0.0074441736	0.17825876	0.036185276	0.0069489507	0.22813635
k	0.00012652548	2.5292154e-06	0.00817273	0.36189166	0.005123892	0.14195079	0.35834742	0.037468575	0.011194086	0.075721815
a	0.00022351142	0.0047202464	0.037531354	0.72286785	0.0437402	0.04285141	0.023731146	0.06136702	0.014619023	0.048348345
v	5.337001e-05	1.9155883e-05	0.0044857957	0.16451082	0.0030581632	0.07675958	0.3326904	0.32770208	0.03618582	0.054534733
ò	1.8928247e-05	0.004875841	0.016124185	0.2161147	0.10623574	0.05406115	0.013799383	0.34827825	0.21690838	0.023583403
e	3.1268104e-05	3.989157e-07	0.0007429419	0.050210904	0.0038637666	0.061550528	0.34516636	0.32777825	0.17993473	0.030720795
n	9.203847e-07	6.235955e-07	0.0002733066	0.005050373	0.021549545	0.10082696	0.80452216	0.040050093	0.013743964	0.0139820445
ì	1.8233904e-05	0.010946571	0.006412315	0.024756523	0.07307651	0.013212535	0.011685006	0.55000913	0.30696994	0.0029131558
m	1.4968666e-06	2.8906622e-06	0.00074398995	0.012012841	0.002196437	0.0064220624	0.06437546	0.80132294	0.10087799	0.01204391
e	1.2027897e-05	0.00015766926	0.0014553923	0.061233275	0.004174297	0.02194736	0.53245336	0.054144673	0.04605995	0.27836198
p	1.9473233e-05	8.334518e-07	0.00037660188	0.0026342776	0.004960331	0.0018018783	0.059055433	0.38001508	0.36004683	0.19108923
r	1.7606802e-05	0.00061276194	0.0013332256	0.008468564	0.015798295	0.0059350356	0.046534803	0.22526819	0.6814742	0.01455726
ò	0.00016449278	0.00054823083	0.0009252256	0.0021040563	0.0010590459	0.0008095082	0.00369279	0.44441548	0.4891812	0.057100017
n	0.0018462002	1.7534787e-05	1.7154503e-05	0.00016986378	0.0003954556	0.00068667805	0.017614199	0.004715984	0.39971998	0.57481694
t	7.1893264e-05	0.0005246951	0.0005315609	0.0025569974	0.0018120038	0.00083019485	0.014091666	0.03943573	0.9043074	0.035837844
a	6.1089595e-05	8.2998056e-05	0.0004236527	0.00073110807	0.0010957406	0.00018563763	0.0020094009	0.2538466	0.5880137	0.15355009
</S>	1.1620717e-06	2.692916e-07	3.550372e-06	3.0367753e-05	0.00027393556	3.081875e-05	0.0024923321	0.011989371	0.14387481	0.84130335
