 	il	vestito	della	sposa	vuole	bianco	</S>
t	0.98551166	0.004900686	0.00012564188	7.5502758e-06	5.016275e-06	0.0001790084	0.009270477
o	0.5025505	0.25332195	0.21572438	0.0044691605	0.00029584722	0.0008189441	0.02281922
n	0.15376897	0.72945684	0.047483265	8.410581e-05	1.3021042e-05	6.796863e-06	0.06918702
à	0.107739605	0.72543603	0.08690248	0.02913577	0.0016425581	0.017711146	0.03143237
b	0.00074774044	0.11197008	0.8822993	0.0049390374	3.0070121e-05	7.913352e-07	1.2789665e-05
b	0.25042492	0.74945825	5.797868e-05	1.0878858e-05	2.7403308e-05	2.0012145e-05	5.197651e-07
e	0.13132067	0.8652332	0.0022241303	0.00083285186	3.4797536e-06	1.600099e-07	0.00038541853
t	0.0006078325	0.688869	0.17361192	0.100041784	0.00065130705	8.218865e-06	0.036209892
o	0.027358156	0.9687677	4.0911433e-05	0.0013854019	0.0010762925	0.0012982367	7.3363626e-05
a	0.007520121	0.9763348	0.0057500727	0.0034798875	0.00021627986	3.660471e-06	0.006695369
t	0.00012102106	0.019772772	0.070672974	0.81046873	0.03291793	0.0020999315	0.06394668
s	0.0254443	0.61803275	0.0012009939	0.01421032	0.035193358	0.29302654	0.012891683
è	0.044918984	0.096712455	0.00012150644	0.13987142	0.04700846	0.035932377	0.63543487
k	0.00032053108	0.032818563	0.008519898	0.7417579	0.048550416	0.0046696723	0.16336298
o	0.042614177	0.10474244	2.3923309e-05	0.004622959	0.42488414	0.36342397	0.059688423
r	0.018275842	0.14471738	0.02095497	0.12935883	0.30869293	0.04344859	0.33455145
à	0.11326316	0.05356424	0.00019024711	0.0123967	0.33776423	0.46765566	0.015165765
s	0.00013283922	0.00015986516	0.00025706334	0.44909266	0.32592145	0.18627363	0.038162556
i	0.018229477	0.012054466	5.409659e-06	0.00050006463	0.6601297	0.30658758	0.0024932143
t	0.00045823728	0.0015266266	0.0035318534	0.017772859	0.44389915	0.21593985	0.31687146
è	0.009379009	0.0016939855	2.6925112e-05	0.00050095323	0.36909658	0.61068016	0.008622452
l	3.1039737e-05	7.804806e-06	2.4947003e-05	0.024619658	0.24735464	0.6499018	0.07806011
i	0.002298504	0.0012679492	3.439014e-06	4.673009e-05	0.44966632	0.54163	0.0050870976
à	5.6408e-05	8.859223e-05	0.00041863834	0.0055227675	0.104235485	0.4701465	0.41953155
s	7.622033e-06	4.6177283e-07	1.2336452e-06	0.0020772698	0.024605222	0.94171405	0.0315941
p	2.3349928e-06	1.7742228e-05	5.8239362e-05	0.001672864	0.09834319	0.8964736	0.0034320715
r	0.29657486	0.054323003	0.019211072	0.042858176	0.0052652867	0.54443043	0.03733721
o	0.9523718	0.030299233	3.448584e-05	3.8955975e-05	0.0012431147	0.013027189	0.002985217
</S>	2.749872e-05	2.229125e-06	2.9260065e-05	0.003029103	0.00038812563	0.023565449	0.97295827
