 	mi	si	gonfiò	il	dito	</S>
m	0.93629223	0.027427912	0.03488806	0.0004317595	7.283128e-05	0.0008872049
u	0.0013048822	0.012982662	0.9856017	8.613705e-05	1.3427075e-07	2.4583402e-05
p	3.0476274e-05	0.00065670523	0.986161	0.009898606	0.0003179325	0.0029353504
r	0.00042522862	0.0007005558	0.7154329	0.09053437	0.015210699	0.17769626
ì	0.025685865	0.70825785	0.18433686	0.0068555535	0.0057306928	0.06913326
s	9.3314324e-05	0.00090128643	0.0016235707	0.86987317	0.10479011	0.022718566
t	0.016027695	0.035670556	0.81479305	0.076374024	0.056978904	0.00015582952
i	0.38283136	0.1894649	0.06016099	0.022795139	0.00026067137	0.34448695
t	0.0001522473	7.422354e-05	0.0007829138	0.8343738	0.106090665	0.05852618
o	0.008497312	0.0039451853	0.23395623	0.30630326	0.3602639	0.08703412
d	9.942272e-05	4.0966686e-05	0.0010007827	0.7238299	0.18188897	0.09314004
à	0.00058472104	0.00039167854	0.00048296773	0.052702677	0.8800644	0.06577356
t	0.00058060064	1.147948e-05	3.705791e-05	0.02324163	0.9728904	0.003238863
t	0.0069580916	0.0034295535	0.008674673	0.15583852	0.8110792	0.014019987
i	0.36080414	0.022881487	0.0020908832	0.08807822	0.011279848	0.51486546
l	0.00052229746	5.3138324e-06	4.383463e-06	0.017536871	0.9005213	0.08140977
o	0.002377152	0.0029423009	0.00040542748	0.052681085	0.7726471	0.1689469
</S>	0.00015842324	4.1557882e-06	9.111047e-06	0.022245672	0.32550916	0.65207344
