 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
e	0.83263296	0.0062772436	0.00073017395	0.0020753108	0.0011796188	0.0025649455	0.081583016	0.016666893	0.05628985
n	0.7655738	0.21363056	0.011004456	0.006681106	0.0006265693	9.235145e-05	0.00032653342	9.712481e-06	0.0020548897
è	0.029672448	0.1833845	0.08551229	0.22783199	0.02554911	0.003675928	0.006137325	0.0005984743	0.43763798
n	0.0007999728	0.85918576	0.13713971	0.002073671	0.0002659574	0.00020170127	5.348955e-06	7.634216e-07	0.00032706303
a	0.0061989673	0.87728053	0.07450798	0.031460147	0.007994962	0.0019256074	0.0004363821	5.041258e-05	0.00014490997
m	0.0001678887	0.2943664	0.57699203	0.10254848	0.02211656	0.0034902976	0.0001210958	5.6695814e-07	0.00019666486
i	0.007067456	0.34028557	0.1268602	0.49543124	0.025110746	0.0014935017	0.003544684	3.301032e-05	0.0001735905
l	0.0005247306	0.040121414	0.7745057	0.13484383	0.039442748	0.008523259	0.00023739909	1.4994806e-06	0.0017994541
ì	2.6559419e-05	0.020691345	0.86841667	0.073350616	0.02716537	0.008448899	0.0010427138	0.00010172124	0.00075609604
s	5.8125865e-05	0.0006968977	0.20946229	0.16618791	0.47645804	0.120376386	0.02294241	0.00079029426	0.0030277313
i	0.0007039344	0.02963799	0.6869573	0.20580032	0.05976086	0.01488805	0.0012401397	0.0009708585	4.0551975e-05
m	0.0002823194	0.00056104327	0.068311796	0.6453897	0.22139794	0.055701155	0.006406567	0.00021982339	0.001729731
b	0.0004702886	0.0021989462	0.060075488	0.8756825	0.044333115	0.0020360954	0.0049132905	7.9179845e-05	0.010211052
r	0.0021937164	0.016533025	0.10650407	0.57410103	0.20383969	0.05935353	0.0037810279	0.0006368618	0.033056986
ò	0.0014449906	0.041505545	0.09010374	0.68483734	0.1300993	0.03288522	0.0020723343	0.000505607	0.016545994
s	0.0014449783	5.48989e-06	0.0019442249	0.00603241	0.23898356	0.38085306	0.18951863	0.04886743	0.13235024
t	0.00036708577	0.014403215	0.09944919	0.05322884	0.3935226	0.39066115	0.021485528	0.023742998	0.0031394456
i	0.008267352	0.0015556144	0.0033636312	0.24487382	0.41737458	0.23690915	0.057006694	0.001077778	0.029571384
n	4.817884e-05	3.1104712e-06	0.0003666594	0.0019195013	0.19178426	0.42345217	0.19624624	0.02925822	0.15692165
A	7.208522e-06	0.0054316944	0.008075496	0.009351713	0.20630762	0.68627316	0.06518417	0.01636595	0.0030028997
n	5.255028e-05	9.667098e-07	4.751816e-05	0.0006332837	0.05288857	0.24718878	0.2604237	0.38445804	0.054306597
n	9.0477835e-05	0.004799453	0.006205542	0.048043955	0.19932899	0.2665337	0.033543628	0.43954435	0.0019098661
a	0.003688574	0.0023440975	0.0019325789	0.023135534	0.02778302	0.19541101	0.4733419	0.23236656	0.039996732
à	1.733968e-05	9.790574e-07	1.40524035e-05	5.6461537e-05	0.0075357477	0.113896325	0.27810597	0.3608841	0.2394891
t	3.340651e-06	1.330972e-07	3.1525717e-06	8.742921e-05	0.0057248008	0.07083859	0.14442536	0.7160224	0.062894836
s	1.4244521e-05	0.0053635645	0.0024204005	0.015880112	0.053987022	0.1366284	0.024474582	0.7605818	0.00064980134
e	0.0019892748	0.0014314149	0.00066805206	0.00515037	0.007183552	0.07008695	0.46904802	0.3057576	0.13868465
t	2.4117867e-06	3.7750226e-07	2.3917153e-06	2.9589619e-06	0.000417008	0.013299733	0.077675305	0.6204032	0.2881966
ù	1.274459e-06	0.0016598817	0.00048966607	0.00075915933	0.010550745	0.04729924	0.06820899	0.86457545	0.00645547
o	8.746792e-06	2.0423175e-07	3.868832e-07	9.637556e-07	2.3217695e-05	0.0008272867	0.012034776	0.8826125	0.10449186
</S>	2.5879586e-07	7.732063e-07	3.7698308e-05	3.4826605e-06	0.00025717664	0.0023398397	0.041335262	0.7425784	0.21344717
