 	voleva	un	bar	con	un	forno	che	fa	buoni	rustici	</S>
ì	0.8852349	0.01800542	0.0021141667	0.006393278	0.0001757594	0.00012587123	0.0018779592	0.025540087	0.00021553106	0.007680286	0.052636623
t	0.90055853	0.093664184	0.003746536	0.00092121854	0.00018438054	0.00033267654	5.8161833e-05	3.154716e-05	3.169861e-07	5.1670395e-07	0.0005020531
e	0.67796355	0.30822808	0.011900118	0.0014587797	0.0003102527	7.140584e-05	2.521472e-05	1.6032924e-05	4.3316064e-07	4.1043458e-07	2.565932e-05
l	0.011665082	0.93361425	0.0521688	0.001066737	0.0011196384	0.0002167958	3.805344e-05	3.454163e-06	6.1113006e-08	5.4538507e-09	0.00010713303
a	0.023318728	0.66712916	0.30192143	0.0050692135	0.0023711233	0.00012609278	4.424036e-05	9.797725e-06	4.2992956e-06	9.046084e-07	5.0679782e-06
è	0.009786931	0.62005115	0.33717737	0.019181982	0.012013527	0.0011913402	0.00034261288	9.518281e-06	4.1396464e-07	1.6314496e-08	0.0002451192
n	0.0010552009	0.46282363	0.4152843	0.050708804	0.043923575	0.020592658	0.003701438	0.0011295764	3.2907832e-05	6.0798816e-06	0.00074183743
a	0.002608158	0.15491362	0.7044002	0.048560593	0.07660475	0.010527354	0.0012577155	0.00085148367	5.686232e-05	9.501093e-05	0.00012427846
b	0.003755802	0.04524255	0.45716155	0.25442445	0.1854806	0.04313235	0.008662489	0.0005484905	8.829334e-06	3.6267354e-06	0.0015791954
a	0.013040237	0.025285609	0.9100567	0.006969164	0.030475028	0.013126692	0.00081575394	0.0001001792	6.370145e-05	7.715625e-06	5.921744e-05
r	0.0011483794	0.0038690337	0.12025382	0.40791163	0.33874896	0.087024726	0.036766976	0.0019160641	2.3763158e-05	1.3841825e-05	0.0023228496
m	0.00941856	0.016154494	0.4163362	0.0085116355	0.45663586	0.08744074	0.0034626846	0.00026320212	0.0011520929	0.00026392602	0.00036062853
è	0.016104572	0.04056666	0.3629299	0.42065027	0.027106747	0.06722818	0.0026628773	0.0016283648	0.0027789671	0.0005024131	0.05784104
n	0.0013575954	0.000632437	0.006422087	0.20580633	0.48438194	0.09317748	0.07144782	0.029165337	0.0002712524	0.0013210328	0.1060167
