 	il	morto	si	piange	</S>
o	0.9710071	0.02418406	0.00011415885	0.000104466635	0.00459027
a	0.040521625	0.93232167	0.020756649	0.0007816513	0.005618467
p	0.0015412916	0.7543325	0.20566808	0.015839936	0.02261827
e	0.0014844051	0.076314405	0.7173526	0.18794677	0.016901761
t	0.0049026557	0.9255244	0.068582565	0.00029765433	0.0006926161
a	0.022969278	0.066261284	0.74687904	0.14204586	0.02184455
m	0.001546798	0.8800738	0.1172066	0.0004561847	0.00071669644
m	0.0018774878	0.7069157	0.2841708	0.0033813752	0.003654627
è	0.004834081	0.7302712	0.028196085	0.00060095533	0.23609762
n	0.00036498398	0.07727408	0.035761632	0.06361411	0.8229852
o	0.8516898	0.088523135	0.03706741	0.013202934	0.009516684
i	0.00022938286	0.044181027	0.70137995	0.13096137	0.12324831
k	2.6184184e-06	0.0012561717	0.54662097	0.39303035	0.05908987
l	0.0009899514	0.005890698	0.81872505	0.15376723	0.020626983
è	0.06693798	0.0041746264	0.62163216	0.15547568	0.15177956
e	0.002553876	0.006621137	0.005034223	0.8888009	0.09698992
t	4.310362e-06	5.1154828e-05	0.025535204	0.91205007	0.062359285
e	0.014214364	0.00011999787	0.013984245	0.96092016	0.0107611995
</S>	1.1312676e-05	6.4999644e-05	0.009392886	0.47291246	0.5176183
