 	avete	fatto	già	le	verdure	</S>
i	0.19812128	0.0008183966	0.0007519532	0.006319178	0.0023962727	0.7915929
k	0.9599394	0.01594696	0.005523824	0.008454115	0.00042601905	0.009709728
à	0.0071766376	0.016906831	0.11653803	0.5223182	0.011459015	0.32560125
m	0.02768835	0.95396334	0.016004838	0.0013036228	9.749941e-06	0.0010300342
a	0.3308959	0.4672551	0.15063313	0.050517343	0.00042664178	0.00027184383
t	0.082212485	0.2732367	0.5850053	0.057481732	3.4134446e-05	0.0020296264
o	0.014667582	0.448826	0.38305962	0.15047772	0.00047293594	0.0024960828
g	0.005428527	0.053764246	0.8172954	0.12102442	0.00024685805	0.0022405365
i	0.00011566749	0.034737386	0.5633868	0.387972	0.008234215	0.0055540283
à	0.0010630108	0.0013822847	0.59760475	0.39457884	0.0015827228	0.0037883306
t	2.6751335e-05	1.45137155e-05	0.6567753	0.27985176	0.041704904	0.021626819
a	0.00025700222	0.009167471	0.25229162	0.40691882	0.32717076	0.004194332
l	0.0002687036	3.9358554e-05	0.05289119	0.8727232	0.045843553	0.02823394
à	7.895338e-05	0.0031739085	0.027591884	0.83832437	0.12576823	0.00506262
c	0.0002628092	4.857171e-07	0.0004721225	0.010116662	0.85439324	0.13475466
h	1.4448023e-08	8.8499684e-07	0.0005985711	0.005414531	0.9926092	0.0013767502
a	1.2817758e-07	2.3991004e-05	0.012720813	0.24351838	0.6999358	0.043800864
n	1.2915913e-06	7.829819e-07	0.00073931937	0.025169913	0.7711298	0.20295891
a	2.9154642e-05	0.021081958	0.04823899	0.28979203	0.58929735	0.051560484
</S>	1.3146341e-05	6.7807654e-05	0.0102082165	0.07713595	0.3092066	0.6033682
