 	voglio	che	Maria	venga	domani	</S>
i	0.94290364	0.0059296815	0.0015002338	0.0031513541	0.004360709	0.04215449
t	0.9001839	0.031280994	0.035078052	0.00866972	0.021648431	0.0031389717
è	0.0012702191	0.0033768876	0.017017826	0.05471002	0.9228725	0.0007526366
l	0.95275915	0.028205302	0.00979988	0.005860731	0.0027451708	0.00062974036
o	0.91199255	0.040676765	0.004250322	0.010608729	0.03241907	5.2622945e-05
n	0.025027525	0.7977687	0.14305422	0.020512607	0.012527196	0.0011096537
a	0.031340633	0.010875835	0.024457017	0.29233932	0.64073443	0.00025278897
r	0.013622737	0.13043164	0.72996855	0.063677974	0.061506134	0.00079297274
t	0.004475087	0.004053251	0.03161694	0.42927995	0.5304647	0.00011012562
i	0.43603233	0.049867574	0.39042163	0.008214464	0.0044843378	0.1109796
à	4.03972e-05	0.0009875564	0.3092674	0.31195188	0.34883636	0.02891637
v	1.2667987e-06	0.00012297629	0.027310738	0.24463278	0.7278562	7.6022676e-05
v	0.00014261037	0.0002479972	0.014391668	0.30533886	0.6769966	0.0028822734
r	0.020073557	0.0057962732	0.14732957	0.033606682	0.018627187	0.7745667
i	0.13442996	0.007285803	0.08833462	0.102409214	0.061598483	0.60594195
i	0.00021763542	0.00041232843	0.73948145	0.14071709	0.05610324	0.063068345
M	4.8165884e-07	4.018291e-06	0.010652451	0.38369924	0.4843023	0.12134151
a	0.00020069035	0.00019678866	0.0020296194	0.2657024	0.22989403	0.5019765
r	0.005360996	0.003981954	0.5999609	0.13288134	0.03493434	0.22288053
ì	0.005721919	0.0005169924	0.0007705777	0.07000849	0.14612016	0.77686185
a	6.4919645e-05	1.9770354e-05	0.1117467	0.39090663	0.4636135	0.033648435
</S>	3.4447464e-07	2.9530515e-06	0.0033445933	0.25441754	0.72646666	0.015767908
