 	mia	mamma	e	mio	padre	non	andarono	mai	in	Grecia	</S>
i	0.9935555	0.0032874593	4.9187936e-05	5.08309e-05	8.5334796e-05	0.00042616195	6.8441426e-07	8.84544e-05	0.0006002103	2.0391906e-05	0.001835809
m	0.35500827	0.43428412	0.011461854	0.04204972	0.002838603	0.06309817	0.0022671898	0.0011391793	0.0037331458	2.9748304e-05	0.08408987
à	0.16044609	0.8268673	0.00079148763	0.008944818	0.0010109919	0.0017007035	2.4422643e-05	1.2777606e-05	1.7819404e-05	8.4040437e-07	0.00018280162
n	0.020226816	0.55905294	0.35759205	0.046175208	0.013254928	0.00073201116	0.0008640637	0.00012665671	0.00015959017	5.276671e-07	0.0018152369
a	0.18446876	0.62449807	0.14628768	0.039377157	0.0048952503	5.7661415e-05	0.00039526838	5.5977e-06	1.0300724e-05	1.6156328e-06	2.5945149e-06
m	0.0027683794	0.45004454	0.4281967	0.09621867	0.019485386	0.0016095095	0.0013547045	6.496915e-05	4.399371e-05	2.1621435e-07	0.00021299375
u	0.4303868	0.41290075	0.015728416	0.12837607	0.0077289008	0.0046541276	0.00012864571	7.3781052e-06	2.3808187e-05	5.353298e-07	6.4656786e-05
c	0.0014195294	0.059144776	0.6454044	0.23561038	0.038586434	0.00792035	0.0009906959	0.0001337759	0.0001819576	5.048474e-07	0.01060722
e	0.15315409	0.03643898	0.0124363955	0.28152257	0.0104857115	0.5007241	0.0017090972	0.0003194124	0.0024000476	4.8195025e-06	0.0008047476
o	0.0010898925	0.009233008	0.6219029	0.26603284	0.048356306	0.014715085	0.0021167889	0.00071838294	0.00062709645	3.6979852e-06	0.035203915
c	0.0014395748	0.00045923307	0.4848838	0.2469862	0.085625365	0.13297224	0.012571315	0.012687967	0.0158958	0.0002259379	0.006252515
i	0.008070351	0.0005566389	0.009083753	0.34894577	0.018254124	0.5840821	0.011777047	0.0012867502	0.0051523484	4.0812534e-05	0.012750255
ù	0.00023048048	0.00033035481	0.17101765	0.57039356	0.14131719	0.065352924	0.024150643	0.0060838987	0.0033807755	4.6146524e-05	0.01769639
r	2.9275157e-05	9.562074e-06	0.04554408	0.45302883	0.05072232	0.22014871	0.20828687	0.014438699	0.0030120602	0.0026510858	0.002128519
i	0.04511279	0.013158948	0.36351287	0.36814246	0.1132721	0.021962881	0.052684195	0.016675847	0.0033160623	0.0010988648	0.0010630299
m	0.0002797833	2.3923523e-05	0.0034109363	0.11208904	0.74240553	0.069121875	0.034709822	0.018831512	0.016813608	0.00038772376	0.0019262658
u	0.0070678117	0.00012647193	0.014393297	0.41360044	0.069117546	0.42024907	0.020866746	0.0044901376	0.008403464	0.00019219011	0.0414928
e	5.116336e-05	2.9296857e-06	0.003420288	0.113810115	0.17217836	0.38655064	0.057642356	0.10146341	0.05507677	0.00030143186	0.10950252
p	1.7439357e-05	1.0926095e-06	0.0011633426	0.018345926	0.047101863	0.30138147	0.045547962	0.29567432	0.26022455	0.007377205	0.02316482
ì	0.009516334	0.00037525594	0.012167787	0.024350677	0.009011242	0.025127543	0.8350844	0.026929095	0.024820426	0.020870773	0.011746432
t	0.00020293983	1.2161737e-06	0.00013042887	0.028515352	0.068780735	0.41525608	0.17501512	0.2317602	0.06055017	0.010849203	0.008938515
t	0.029119322	0.034211144	0.012230629	0.17054358	0.24611883	0.12739566	0.06734321	0.18960905	0.0073130047	0.11483319	0.0012824405
a	0.14842029	0.002595167	0.0019490387	0.0053131273	0.12267235	0.069896534	0.056886576	0.15273778	0.30248672	0.033768974	0.103273414
n	3.818581e-05	5.17181e-07	4.5149012e-05	0.0016156291	0.0067141373	0.047963064	0.028185282	0.4359128	0.26867276	0.009352743	0.20149982
e	0.0027840026	0.006959499	0.012179185	0.019305568	0.04126257	0.008461023	0.06787839	0.48037148	0.09330628	0.26189357	0.0055984426
m	4.0657837e-05	6.4207393e-06	0.00071750325	0.0074250326	0.02665984	0.019415388	0.012561569	0.21873268	0.4611568	0.13159579	0.12168822
à	0.0021406403	2.3748771e-05	0.00027077328	0.0030168814	0.002381971	0.48787212	0.023821985	0.04978417	0.054874938	0.008587646	0.36722517
i	0.0008283425	2.2081897e-06	8.65093e-06	0.0005989419	0.0012478492	0.039530016	0.0638206	0.41081378	0.061289508	0.11165892	0.31020117
s	2.9595587e-06	1.5322867e-07	7.490412e-05	0.0010801902	0.00022230599	0.01797753	0.017621798	0.23346385	0.32592538	0.27320847	0.13042244
i	0.0006324487	0.00046406136	0.001067276	0.002266409	0.0014095892	0.00026075475	0.016987178	0.010270293	0.005186007	0.95947003	0.0019859842
n	3.062274e-06	5.1112806e-07	9.716015e-05	0.0012086703	0.001458879	0.0040994403	0.0038473897	0.08629678	0.26782972	0.30240035	0.33275798
G	0.00075375993	0.001535434	0.005532412	0.009914113	0.0021141898	0.00022465215	0.008589852	0.025798423	0.027641352	0.91565293	0.0022428064
r	1.2045013e-05	1.1787756e-05	0.00024470393	0.0067779957	0.05719438	0.6579689	0.044766486	0.10068639	0.04685316	0.0046407958	0.08084332
è	0.0032722137	0.0013901253	0.012277794	0.004246619	0.10207398	0.015550959	0.0021253133	0.07865196	0.5985627	0.037163608	0.14468469
c	0.007843424	2.541583e-05	6.7731894e-06	9.396368e-05	4.259875e-05	0.0015131958	0.0019261882	0.027693778	0.0070809573	0.20635895	0.74741477
i	1.1399644e-06	4.8484278e-08	4.2312528e-05	5.736963e-05	9.56903e-06	0.0019396101	0.0026028098	0.02653449	0.0141245555	0.80275935	0.15192866
a	3.1923014e-07	2.359482e-08	1.1272471e-06	1.16075435e-05	3.378247e-05	0.0013361565	0.00048261764	0.11242427	0.1262747	0.094719596	0.66471577
</S>	5.344933e-06	1.6610377e-07	1.7148783e-05	0.00017247495	4.2891443e-05	0.00042358646	0.0008223522	0.02519356	0.047527853	0.17963411	0.74616057
