 	non	aveva	cosa	a	fare	</S>
e	0.81354725	0.0013533954	0.00084879296	0.0003033356	0.0015401995	0.18240704
n	0.76327276	0.1643602	0.063413896	0.005601835	0.0003186823	0.0030326382
ì	0.015057834	0.13483948	0.22995779	0.10168431	0.0064131785	0.51204735
c	0.0005367198	0.7269656	0.25925985	0.010841532	0.0007163208	0.0016799516
h	0.0025457353	0.18154931	0.62134564	0.17296784	0.021330858	0.00026061232
e	0.10394874	0.7558944	0.09971778	0.02502007	0.0032931345	0.012125811
t	0.0064201527	0.030721305	0.7385493	0.1889069	0.013898846	0.021503571
i	0.0029972915	0.18500473	0.40340355	0.37416157	0.0154271135	0.019005705
k	0.00058452535	0.0032965255	0.503276	0.41450652	0.059407655	0.018928854
à	9.327341e-06	0.0046832953	0.13167736	0.39454153	0.4592883	0.009800228
m	0.0023936809	1.4073805e-05	0.0046166037	0.03649671	0.78964853	0.16683033
i	6.8333145e-05	0.0005121478	0.036239497	0.079975344	0.8715905	0.0116141755
</S>	0.001423853	4.004103e-06	0.00061557157	0.047222372	0.6963646	0.25436965
