 	io	non	ho	cosa	da	mangiare	</S>
e	0.70405006	0.16164541	0.001620007	0.0007573858	0.00045348788	0.00062189903	0.13085175
v	0.9374421	0.05060131	0.0034203802	0.0015162256	0.0012304311	0.00033713973	0.0054523693
ò	0.9982242	0.00087829435	8.708227e-05	8.504667e-05	0.0003187312	0.00031953162	8.707562e-05
e	0.078461595	0.3394565	0.50460273	0.07371829	0.003493723	2.000824e-05	0.0002471859
n	0.01143352	0.39646947	0.42020828	0.14366107	0.022822786	0.0016213417	0.0037835592
è	0.28951344	0.01381793	0.3258296	0.16508445	0.14015958	0.02749525	0.03809976
c	0.0091114165	0.13032906	0.484296	0.3075324	0.05773903	0.0048488798	0.0061432817
h	0.0013800372	0.3433951	0.18879303	0.2412903	0.14472337	0.07959192	0.000826325
o	0.017231114	0.12550661	0.60907006	0.11675742	0.06407309	0.005133494	0.06222815
t	0.00029342275	0.008259157	0.3838107	0.5255666	0.0648733	0.0025620419	0.014634767
i	0.0015641988	3.8177448e-05	0.23587544	0.44780335	0.28791517	0.0191575	0.007646144
è	0.0004111444	0.00089313055	0.056470584	0.52866405	0.2869886	0.1107592	0.015813328
n	2.4868456e-05	0.00047561515	0.021049935	0.2015207	0.27041882	0.45543486	0.05107523
a	0.00057659333	0.000341162	0.10773945	0.21130057	0.20212536	0.47327435	0.0046425583
f	2.1141492e-05	9.5100026e-05	0.00031639467	0.012523472	0.11976182	0.8013398	0.06594223
à	0.0023156882	0.00011818927	0.004965873	0.052646246	0.35741487	0.5763839	0.006155281
o	4.6003464e-05	6.719293e-06	1.0213879e-06	3.849357e-05	0.0003645612	0.96694696	0.032596216
</S>	3.7875566e-06	1.3278778e-05	1.3768704e-05	0.00059055584	0.010117061	0.7461593	0.2431022
