 	qui	dentro	deve	mettere	un	tappeto	</S>
c	0.32073268	0.23163146	0.1540916	0.0079730265	0.0019195286	0.028958557	0.25469318
i	0.99457836	0.0052313344	5.8670044e-05	2.7052241e-05	1.0227199e-05	1.0960044e-06	9.3341674e-05
ù	0.9612343	0.036709223	0.00069009425	0.0001639671	3.847308e-05	2.1475203e-06	0.0011617709
m	0.038455464	0.9350544	0.02389766	0.002473471	3.954937e-05	7.345746e-07	7.8550016e-05
è	0.014100863	0.060268413	0.81769246	0.105288856	0.002370757	0.0002745967	4.1212234e-06
s	0.00086083275	0.9597498	0.03734649	0.0019295093	3.4894914e-05	1.1344141e-06	7.717809e-05
a	9.6951764e-05	0.00707131	0.7474083	0.23701492	0.006083013	0.0023242198	1.238851e-06
è	0.0007791183	0.38259485	0.53808045	0.0750738	0.001820083	2.960285e-05	0.0016220452
n	4.5904135e-06	0.029224584	0.8333553	0.13491637	0.001971617	0.0001638243	0.00036373662
a	3.8114324e-06	0.00035096746	0.45294854	0.5320664	0.009498433	0.0050008567	0.00013096366
v	5.0029003e-06	0.0069791754	0.6523859	0.31294855	0.02018932	0.0014709869	0.0060211206
à	0.0014620906	0.002132135	0.35503787	0.6017793	0.031347677	0.0064107683	0.00183018
l	4.840631e-06	0.0058421604	0.45641428	0.43329075	0.09193858	0.009739298	0.0027700223
i	0.00014335777	0.0005587955	0.42256925	0.26587465	0.20523043	0.1017187	0.0039047585
è	5.156512e-06	0.0013108726	0.04823387	0.14895038	0.61916494	0.14460853	0.03772623
n	3.6043367e-08	1.0804234e-05	0.08254104	0.41593167	0.14945902	0.34556735	0.006490091
a	2.5240442e-06	0.000277317	0.11515635	0.25011688	0.22449496	0.39227337	0.017678607
t	7.790682e-07	0.0007552317	0.10224805	0.13443144	0.39838684	0.26399615	0.1001815
a	0.0076700575	0.026755473	0.38680077	0.21882357	0.24856019	0.09328012	0.018109819
p	3.8721237e-06	0.0016518288	0.013596771	0.024705991	0.28799397	0.59128803	0.080759525
p	0.00033398392	0.0007124868	0.06954246	0.03647142	0.20696506	0.682573	0.0034015328
è	0.17732699	0.22745954	0.049031723	0.019239796	0.15272124	0.29558283	0.07863787
t	4.1453295e-05	7.294337e-05	0.00021857013	9.1499765e-05	0.0047078244	0.86021036	0.13465735
o	0.00015700297	0.00071842136	0.021716326	0.0030626096	0.089935504	0.8600265	0.024383744
</S>	2.6906769e-06	0.0007858486	0.011083357	0.007536585	0.038562108	0.6209775	0.32105184
