 	le	melanzane	vogliono	girate	</S>
i	0.90072185	0.05925244	0.00020473692	0.00070530677	0.039115593
m	0.10289862	0.84051436	0.023326967	0.015183808	0.01807629
a	0.018760467	0.97859144	0.0006038976	0.0012307251	0.0008134201
r	0.03714074	0.8646597	0.017334208	0.017472392	0.06339291
a	0.0053434204	0.5712859	0.114583224	0.16213751	0.14664997
n	0.023167148	0.90714365	0.06776846	0.0005288141	0.0013918332
g	0.00035724978	0.0038973205	0.14209266	0.009089381	0.84456336
i	0.28176862	0.030096963	0.48180175	0.009609224	0.19672345
à	0.0012425578	0.053160835	0.7772362	0.028930716	0.1394297
n	0.00037689082	0.20648073	0.7427875	0.0385946	0.011760301
e	0.08775414	0.011391776	0.31376275	0.006861372	0.58022994
i	0.005860865	0.2631705	0.7248652	0.0013400373	0.004763398
t	3.5216104e-05	0.007942062	0.89543414	0.06548016	0.031108415
è	0.00019385717	0.0009964885	0.59849644	0.0625268	0.33778644
l	3.020096e-06	0.00068693364	0.98445547	0.0077067227	0.007147968
u	0.12389725	0.16398081	0.58446497	0.098887585	0.028769413
n	0.0001545618	0.0032599403	0.7470359	0.20719685	0.042352777
e	0.08367129	0.0014195922	0.87012833	0.04161033	0.0031704472
v	0.00022345166	0.0008296174	0.87894857	0.031153468	0.08884489
o	0.03242379	0.00016462819	0.9184023	0.034832027	0.014177146
t	0.00011212309	0.00047812113	0.7423617	0.04214481	0.21490316
i	0.059210423	0.00016093829	0.8525323	0.043339264	0.044756945
m	8.453845e-05	0.00048083116	0.48765647	0.04777066	0.4640076
m	0.0012496127	0.00029911808	0.02135886	0.49014893	0.48694345
è	0.00071689975	0.0028025794	0.08316041	0.15096362	0.7623565
n	0.00034675738	3.9666287e-05	0.0075688562	0.75043744	0.24160735
e	0.21361637	0.0016115623	0.15349299	0.13097219	0.5003069
</S>	1.1408696e-05	4.4376366e-06	0.02839412	0.028736446	0.94285357
