 	il	morto	vuole	pianto	</S>
o	0.9935056	0.003622542	4.2980264e-05	2.5557025e-05	0.0028032893
p	0.09293659	0.8151546	0.047410455	0.02512973	0.019368619
e	0.008955686	0.18702847	0.022169726	0.35519335	0.42665273
s	0.06740295	0.9185734	0.008783556	0.0038370283	0.0014030227
a	0.10195773	0.13786249	0.03890297	0.5695472	0.15172964
m	0.0066340757	0.9787283	0.012559745	0.0016705436	0.0004073646
m	0.016959984	0.68214923	0.012928859	0.26787162	0.020090383
è	0.018358443	0.77516454	0.0018090204	0.014627877	0.19004004
n	0.000589105	0.13540058	0.083269656	0.31850424	0.46223646
o	0.9206363	0.036539543	0.03660097	0.00318504	0.0030381663
t	0.00032276165	0.0744428	0.65371746	0.21951258	0.05200444
è	0.015010066	0.004727284	0.4418211	0.3713095	0.16713206
l	0.00031578128	0.0062260744	0.88308394	0.086017944	0.0243562
i	0.09236179	0.042082794	0.85487586	0.0059544393	0.0047251284
g	0.0007951608	0.008021096	0.53337985	0.36926824	0.088535674
l	0.035562225	0.0023884275	0.8873353	0.05157856	0.023135513
a	0.059184633	0.008392757	0.08711437	0.47476685	0.37054136
m	4.9047678e-05	6.2545005e-05	0.009356902	0.2386474	0.7518841
m	0.0059304535	0.0012008797	0.071085505	0.44593644	0.47584668
è	1.5008276e-06	0.0001245043	0.0012852707	0.14683188	0.8517568
n	0.00013518249	0.00030567564	0.026466439	0.28605503	0.6870377
o	0.63286316	0.0018157562	0.22521041	0.06900678	0.07110387
</S>	7.667595e-06	5.7038956e-06	0.017776627	0.22112451	0.76108545
