 	questo	muro	vuole	uno	specchio	</S>
c	0.9110067	0.002351633	0.0007863313	0.0005250682	0.0022350124	0.08309523
ì	0.94035965	0.05510007	0.0043490906	8.372633e-06	2.817336e-05	0.00015462372
t	0.4342492	0.5559077	0.009764414	6.197223e-05	1.9862416e-06	1.46866305e-05
t	0.9921071	0.004612213	0.0026349337	0.00038666485	0.0002490672	1.0101855e-05
o	0.88715166	0.033589363	0.02433363	0.005716841	0.0064852126	0.042723227
t	0.31321853	0.6795738	0.006807582	0.00016476022	1.5545224e-05	0.00021979837
ì	0.07028495	0.12464727	0.25243726	0.110836096	0.35744372	0.08435072
c	0.010799562	0.90920097	0.075974025	0.003835181	3.7606143e-05	0.00015260382
h	0.013606593	0.084267676	0.6326583	0.06421271	0.20518444	7.0256116e-05
o	0.17529263	0.64140815	0.06555531	0.07685162	0.00039278908	0.04049956
t	0.00025645565	0.8206765	0.15800935	0.016762592	0.00039748932	0.0038976495
è	0.0016917033	0.01453812	0.13720264	0.22447522	0.62008196	0.002010381
l	0.00032095137	0.11265444	0.7120102	0.14671864	0.01722479	0.011071011
i	0.0010515827	0.371183	0.23384094	0.28415024	0.10895762	0.00081662706
è	0.00052073586	0.013893215	0.6016906	0.24455412	0.12335226	0.015989147
n	2.2903308e-05	0.007414956	0.23335591	0.3804805	0.35753736	0.021188328
a	5.1377774e-05	0.007767326	0.012717217	0.36587483	0.6099087	0.003680541
n	2.1983147e-05	0.0022615308	0.116110064	0.60040647	0.16994216	0.11125784
j	0.004584815	0.0017820813	0.005636951	0.8587426	0.10596072	0.02329284
a	0.0033108986	0.0008256886	0.009548755	0.34436613	0.014349826	0.6275987
l	4.480509e-07	1.09085595e-05	0.0014735238	0.08776994	0.8164281	0.09431708
ì	0.0020408365	0.0006282662	0.0018591663	0.61648566	0.30779853	0.07118752
</S>	0.00029252606	6.800811e-06	0.00031945607	0.006699939	0.8612497	0.13143155
