 	io	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.355516	0.42219412	0.0032008477	0.02852687	0.0010137814	0.00056454097	0.008314339	0.004282928	0.022809487	0.020873642	0.13270347
v	0.9669067	0.028018964	0.00084058393	0.0013147038	0.00018163885	6.7049026e-05	0.0002943045	0.0001936311	0.000374368	5.502725e-05	0.0017529619
ò	0.999073	0.0005195363	3.3075823e-05	0.0001190788	2.1612897e-05	9.615172e-06	8.384099e-05	2.6096646e-05	8.638508e-05	4.259974e-06	2.3469462e-05
e	0.07158074	0.20227635	0.6921437	0.008666871	0.021072473	0.0036994854	0.00012106096	0.0001776905	5.0565053e-05	6.9546613e-06	0.00020414461
n	0.03741545	0.38475433	0.339211	0.12980786	0.04385258	0.020218205	0.0113964155	0.01856908	0.009101575	0.0006001112	0.0050733015
ì	0.4006195	0.017107114	0.35621792	0.038696833	0.09403806	0.034803074	0.017820312	0.009452414	0.011831966	0.002437631	0.016975118
m	0.009800692	0.101579174	0.7364872	0.03140529	0.093609564	0.022568861	0.0010806613	0.0018913798	0.0006106083	0.00011402499	0.0008525312
e	0.0022908987	0.08764218	0.5306928	0.15566453	0.07233188	0.04232337	0.040271427	0.026950095	0.025879338	0.015816627	0.00013691856
g	0.00010714499	0.046854317	0.31874794	0.2744644	0.2535828	0.087197945	0.010543224	0.006236737	0.00091775367	6.650389e-05	0.0012812037
r	0.0026107745	0.0007320921	0.7840953	0.040174954	0.108280264	0.04914214	0.0062141367	0.005128355	0.0028831225	0.0003903408	0.00034848822
a	0.20817466	0.003421123	0.49242353	0.19606873	0.05478503	0.02468917	0.0094681075	0.0033109507	0.00033275026	6.614576e-05	0.007259767
m	6.8866916e-06	6.558021e-05	0.028259836	0.31713244	0.30506364	0.19532402	0.072510414	0.062276606	0.0050819227	0.0004028477	0.0138757955
m	0.027185222	0.001293567	0.012511105	0.30391425	0.07624196	0.04138937	0.28481114	0.0733529	0.17323144	0.0041994653	0.0018695866
è	0.00019691896	0.057762787	0.028187608	0.31283718	0.01809285	0.006618271	0.08265328	0.0022246337	0.00089010847	0.00030812397	0.4902283
n	1.3577715e-05	0.00013905279	0.012798259	0.32966226	0.25618273	0.21463273	0.06381225	0.039893292	0.003891248	0.001473146	0.07750156
a	0.062269613	0.00017921004	0.33685613	0.100021034	0.25879446	0.20824009	0.016637193	0.009657147	0.0030970431	0.0016195149	0.002628528
m	1.1957422e-05	2.1288517e-05	0.004804617	0.11463034	0.4151357	0.27431202	0.0734291	0.09000717	0.018154096	0.00213017	0.0073635452
a	0.005748327	0.0038113988	0.12725472	0.36514834	0.18201898	0.075094774	0.12980837	0.029279472	0.024754826	0.002707805	0.05437303
i	4.16493e-06	3.7450565e-05	0.0037402422	0.2241879	0.20549417	0.20190898	0.1674356	0.08240211	0.015478866	0.010446011	0.088864565
a	9.927192e-06	6.138917e-05	0.002660922	0.3322792	0.08389471	0.090998165	0.14144978	0.2417979	0.057193242	0.017937576	0.031717174
n	4.9163176e-05	8.243528e-05	0.004018834	0.25315025	0.10661829	0.09750912	0.105434634	0.31607142	0.09989578	0.009754871	0.0074151526
g	0.09845229	1.0267312e-05	0.019342205	0.018925883	0.22176613	0.3376992	0.014678396	0.1527953	0.07518374	0.043885946	0.017260555
r	0.17755097	2.0041292e-05	0.005145222	0.022031125	0.31074983	0.3050847	0.059308223	0.07816596	0.03859531	0.0021753437	0.0011733174
à	0.21742427	0.0013769768	0.0025859962	0.08346429	0.09137985	0.09684066	0.35342672	0.09830305	0.040769443	0.0045008473	0.009927867
m	9.481351e-06	2.2326547e-06	1.000855e-06	0.0022223636	0.009959124	0.036038168	0.54041386	0.025060143	0.021479482	0.3564677	0.008346352
m	8.3582134e-05	9.3963616e-05	0.006524797	0.081881195	0.037787747	0.0821019	0.10756936	0.14058177	0.059655	0.42986625	0.053854544
a	1.4039261e-05	0.00018620199	0.012883305	0.059539594	0.1125377	0.18946815	0.051409673	0.11529112	0.05862366	0.07893955	0.32110703
t	1.9200984e-06	8.7192126e-07	2.2334205e-05	0.0028775039	0.024338486	0.07577438	0.06606879	0.24590695	0.11296527	0.2134124	0.25863105
a	0.0059974464	1.4983143e-05	0.017014029	0.0024999417	0.09657401	0.3038664	0.015944052	0.28766957	0.1956781	0.06492107	0.009820401
d	1.1133883e-06	7.282515e-07	7.3834555e-05	0.0009557294	0.01753639	0.05697793	0.035789493	0.33712333	0.28550762	0.17670257	0.089331284
e	0.00050332304	1.8190476e-05	0.0068367175	0.0012294402	0.010318834	0.0526553	0.009371566	0.17868808	0.2503009	0.470091	0.01998666
r	2.387141e-06	4.765005e-06	0.00012463424	0.0017041323	0.017128382	0.033510663	0.024367103	0.210622	0.35005397	0.2813909	0.08109108
f	0.0013139998	3.312727e-05	0.014035143	0.00047999367	0.031226378	0.07457343	0.0022337018	0.03902872	0.11001732	0.7259155	0.0011428037
ù	0.2630281	0.00020076471	0.010085608	0.0024615866	0.022695336	0.031284146	0.010172254	0.16396464	0.44433352	0.036910687	0.014863387
m	3.5318924e-05	4.9644605e-06	3.187204e-07	2.6701548e-05	7.86041e-05	0.00035001937	0.010199035	0.0020692395	0.0049216454	0.96986693	0.012447199
m	1.1860976e-05	7.2028095e-05	0.001742446	0.0028405925	0.0014342986	0.0060100947	0.0070242574	0.042158984	0.020959793	0.7487752	0.16897038
u	3.0172636e-08	1.10264245e-05	8.0090416e-05	0.0010285063	0.0034104842	0.01642577	0.01745035	0.13907178	0.14828296	0.53009486	0.14414413
</S>	4.375151e-07	1.973062e-07	2.7567494e-06	3.3048942e-05	0.00028318487	0.0013810063	0.0017471722	0.043576054	0.09995219	0.3841448	0.46887925
