 	sta	e	dorme	nel	letto	</S>
s	0.99369884	0.00031909512	1.9381221e-05	9.8978315e-05	3.304909e-05	0.005830567
t	0.5575678	0.041018214	0.20695437	0.15754575	0.010789536	0.026124315
e	0.10534206	0.5425371	0.062170368	0.0677872	0.0049898797	0.21717332
c	0.016768549	0.70565933	0.20191202	0.060219776	0.0016082632	0.013832027
e	0.090134256	0.062263437	0.56144565	0.23320101	0.0462297	0.0067259264
p	0.0033446557	0.8503667	0.09522601	0.0323145	0.0033836362	0.015364353
l	0.013482442	0.32667738	0.53097415	0.030799571	0.05030979	0.047756705
ò	0.10618337	0.83056086	0.04485129	0.010733505	0.0027926096	0.004878384
n	0.0021774427	0.011432657	0.015085202	0.9002555	0.033084624	0.037964504
n	0.15475106	0.7124468	0.054117415	0.018083077	0.05614248	0.004459158
i	0.9053709	0.017941812	0.011512722	0.015961127	0.043643784	0.005569708
s	0.00024992175	0.00042746356	0.03979706	0.59127146	0.14492582	0.22332832
t	0.011905964	0.0863848	0.28301832	0.03928396	0.5284025	0.051004495
o	0.07965696	0.048097245	0.35035944	0.2767672	0.11167999	0.13343917
g	4.4967415e-05	1.3413303e-05	0.004924482	0.21882962	0.2653452	0.5108423
r	0.0008465328	0.00059910864	0.30236295	0.25833756	0.3144257	0.12342817
à	0.0716782	0.025577374	0.11768962	0.12928708	0.5070859	0.14868177
t	0.10105587	4.565469e-05	0.0011576846	0.20865679	0.44797748	0.24110647
t	0.02907857	0.060100432	0.032949764	0.13251492	0.6929723	0.052383926
i	0.17878851	0.005493693	0.009710012	0.036336143	0.18601573	0.58365595
</S>	0.00015620899	8.080978e-07	5.2074705e-05	0.027596261	0.09707978	0.87511486
