 	da	da	un	famoso	poeta	</S>
p	0.9899194	0.0015836005	7.68806e-05	4.7456055e-05	0.0008268167	0.007545996
u	0.80161333	0.14225718	0.015506796	0.038496166	0.00035803023	0.0017684856
s	0.04789557	0.8217989	0.038660537	0.007688683	0.0003909891	0.08356526
s	0.026881138	0.1933941	0.26656792	0.37364155	0.13441254	0.0051026926
è	0.014517171	0.44881332	0.0872331	0.048130162	0.010486755	0.39081964
n	0.00040741233	0.14570993	0.796206	0.024375068	0.0015965372	0.031705078
a	0.05992206	0.3110855	0.5585317	0.053012103	0.017338771	0.000109811466
f	0.0008322521	0.030880218	0.5544373	0.4066008	0.0032919755	0.003957505
a	0.022784773	0.03139938	0.74086815	0.19103897	0.013710418	0.00019823463
m	0.00018558346	0.0007084324	0.2010389	0.7816609	0.010102766	0.006303456
ò	0.004166436	0.0012494344	0.06553793	0.9020937	0.019966638	0.0069858665
s	0.001548332	3.6785754e-05	0.06319793	0.095770575	0.66574013	0.17370622
o	0.033614755	0.012755564	0.2381172	0.38962814	0.3245877	0.0012966497
p	2.9561965e-05	9.7401935e-06	0.014085796	0.65406954	0.23447269	0.09733268
o	0.0037203268	0.0047318996	0.1101023	0.28880414	0.5852407	0.007400606
è	9.031094e-06	3.067092e-06	0.0036162725	0.34879628	0.49973026	0.14784507
t	1.8288463e-05	2.4877977e-07	0.0001898263	0.009127043	0.9798988	0.01076567
a	0.0017395776	0.0024836317	0.03318465	0.21346186	0.748238	0.00089224195
</S>	4.7443523e-06	5.9600967e-07	0.0006691659	0.02888863	0.5971801	0.37325674
