 	ora	io	sto	studiando	di	diventare	medico	</S>
à	0.81058514	0.034139823	0.0012550044	0.00047609484	0.002416608	0.0021375378	0.03955328	0.109436475
r	0.96789753	0.031031523	0.0007957828	9.496954e-05	2.4303727e-05	1.186013e-05	3.711147e-06	0.00014026556
t	0.032590404	0.9299708	0.024095755	0.009645882	0.002539952	0.000579341	9.759579e-05	0.0004802782
e	0.017461708	0.5176953	0.19821271	0.053986758	0.00080164394	0.00050534995	0.00012494822	0.21121156
n	0.0019436417	0.8127379	0.17849532	0.006157789	0.0002832808	6.394437e-05	5.0043323e-06	0.00031308577
a	0.0009215247	0.58538234	0.40458497	0.00800341	0.0006425274	0.00025883215	5.5596778e-05	0.00015081758
i	0.009187441	0.59009945	0.37680689	0.021776589	0.0016231503	0.00021858168	1.7841505e-05	0.00027009286
v	0.0021468594	0.82280505	0.107135825	0.02716365	0.013721077	0.009525341	0.0025109241	0.014991289
ò	0.1036569	0.7812394	0.068727694	0.018337978	0.02402926	0.0026459752	0.00085589045	0.00050690083
s	0.005869443	0.3456668	0.47980833	0.1393709	0.022885703	0.00534184	0.00034812896	0.0007089534
t	0.0001787177	0.10262708	0.7906717	0.08912494	0.014060649	0.0023667929	0.0008812642	8.8817265e-05
è	0.009176768	0.027845321	0.2689964	0.18778788	0.011485322	0.0010950475	0.0006428679	0.49297044
o	3.9122682e-05	0.2932447	0.40328482	0.15524386	0.07554834	0.034390505	0.0061139544	0.032134652
s	0.00022670727	0.043473285	0.33072656	0.14758094	0.25961813	0.12255062	0.019009795	0.07681401
t	0.0013477069	0.0065800576	0.75123054	0.15698543	0.044316567	0.033572692	0.0037566577	0.0022102739
u	0.001218214	7.314646e-05	0.07257111	0.7580496	0.11367337	0.0098985005	0.0015672146	0.042948768
d	4.5650962e-05	0.0004366781	0.02088835	0.29969913	0.39786357	0.20616272	0.03368384	0.041220054
i	0.00025689576	0.0010752445	0.043873183	0.31942382	0.30991426	0.1898538	0.056501646	0.079101115
è	0.0001563732	0.000431304	0.01562797	0.17052217	0.4241984	0.29367298	0.051182978	0.04420785
o	8.859796e-06	0.0015527719	0.010030135	0.09949177	0.6322999	0.17665225	0.063940406	0.016023887
n	1.3751539e-05	0.0014832596	0.011716701	0.047992077	0.5725215	0.28372023	0.069507785	0.013044706
a	0.0002663551	0.0008741972	0.016657192	0.024923116	0.0850305	0.6478717	0.22077379	0.0036032174
g	0.00010737964	0.00051430566	0.0022514674	0.011562988	0.11160543	0.56207	0.23348233	0.07840609
h	0.00091354427	0.0007626872	0.0058903624	0.017777001	0.16069068	0.585102	0.22399439	0.0048692753
e	0.011836042	0.0004564925	0.0027877565	0.024432676	0.18384281	0.4391053	0.2718177	0.065721214
t	4.421241e-06	7.726391e-05	2.3819473e-05	0.00012552441	0.015041345	0.1595691	0.3459853	0.4791733
t	0.0008468401	0.001483432	0.0082541015	0.0055851964	0.016540756	0.30626824	0.62312543	0.037896056
ò	0.024422796	0.003263264	0.021295186	0.078311704	0.21663167	0.31446618	0.13420208	0.20740709
m	0.000564024	0.00022529409	1.7007915e-05	2.9181578e-05	0.0024059748	0.032039016	0.4073715	0.557348
e	1.34413485e-05	3.1822667e-05	0.0006253139	0.0011757327	0.035126954	0.15580164	0.64673537	0.16048971
s	1.4339828e-06	8.89769e-05	5.562507e-05	0.000100802885	0.0025966235	0.14289719	0.48758718	0.36667225
s	2.7862432e-05	0.00011763806	0.0026178851	0.0031083755	0.02008538	0.21723445	0.74060357	0.016204849
è	0.001905316	0.0009862088	0.0016023167	0.0038900296	0.023556767	0.17620604	0.5355529	0.25630042
r	0.00022414917	8.8150045e-05	4.4457834e-06	4.039401e-06	0.00024298954	0.009880037	0.41903254	0.5705237
e	1.0923943e-05	1.6301077e-05	0.00014655392	0.00036426898	0.0044989493	0.02479506	0.932993	0.037174866
</S>	1.7817932e-06	9.626291e-05	5.1953673e-05	6.0765033e-05	0.00064561	0.029280216	0.33480158	0.63506186
