 	se	avevi	visto	le	nuvole	sapevi	che	piove	</S>
a	0.8777448	0.0050731758	0.0010157746	0.008383801	0.0004423227	0.015720567	0.03300594	0.011261612	0.047352012
n	0.55850726	0.41256604	0.021405244	0.0050305384	0.0001152619	0.00071250566	0.00029962425	1.4865975e-05	0.0013486956
ì	0.0030913495	0.061392672	0.6856131	0.0372332	0.015819145	0.011063254	0.0066976664	0.0008126729	0.1782769
c	0.00050781964	0.9411677	0.055823103	0.0006859136	0.001388438	6.120569e-05	2.3682158e-05	1.8905992e-06	0.00034015113
h	0.006715572	0.2785042	0.030555893	0.34328535	0.020778134	0.18024045	0.13855977	0.0012620448	9.864385e-05
e	0.025061104	0.94761616	0.02624001	0.0006284082	0.00023932755	6.705271e-05	2.2967786e-05	5.2041526e-07	0.00012444031
t	0.0012531895	0.6438019	0.23768857	0.09810595	0.015337731	0.0022065057	0.00016455742	3.96407e-06	0.0014375934
o	0.00032525303	0.15013489	0.6604987	0.085984804	0.06319854	0.023926718	0.014941668	0.00027809397	0.00071127986
r	0.00047177917	0.03501773	0.8614531	0.08026389	0.017712394	0.0039539845	0.00064641674	2.5902513e-05	0.00045473618
ì	1.3922982e-05	0.01490533	0.15287964	0.012179152	0.80752176	0.0044596666	0.005838602	0.0009971577	0.0012047711
s	8.645e-06	0.0001500227	0.04261191	0.7652347	0.16851838	0.019497644	0.002328204	0.00096028124	0.0006901913
o	0.0064567802	0.084887914	0.1932884	0.43613997	0.27414113	0.0028530806	0.00096051773	0.0011579692	0.00011422208
n	8.013275e-05	0.00016464485	0.025560677	0.7802822	0.14297345	0.040306423	0.0072528836	0.001840991	0.0015385533
t	3.669363e-05	0.0022609103	0.02938786	0.065594666	0.89883673	0.0014507145	0.0008555629	0.0015072413	6.96781e-05
a	0.1703726	0.013335717	0.12841932	0.3400189	0.16511375	0.12326609	0.033141706	0.0010262653	0.025305685
e	4.4347585e-06	4.7450235e-06	0.0007338982	0.152947	0.16880763	0.42277822	0.20441654	0.0060292846	0.0442782
m	2.7298634e-07	1.0431233e-05	0.000204691	0.16117021	0.08960667	0.40605015	0.2964184	0.013006882	0.033532325
a	2.2364226e-05	0.00017917012	0.0020477448	0.36502597	0.07140353	0.31652	0.19842862	0.009273862	0.037098713
n	2.1270737e-06	3.2942356e-05	0.005477517	0.22001113	0.114434265	0.34744927	0.2238242	0.046102323	0.04266621
t	6.8603265e-07	0.00044913252	0.0016432095	0.0018865333	0.88638467	0.015806872	0.04634913	0.046265442	0.0012144273
e	0.0011686968	0.00710324	0.017248657	0.070637785	0.15867122	0.39570868	0.32883608	0.011294891	0.009330749
ì	1.8721722e-07	4.871296e-07	1.4921661e-05	0.002526777	0.012905027	0.23733	0.53137213	0.0959366	0.11991376
t	1.9724014e-06	1.8212275e-07	3.1261778e-05	0.073428296	0.06814151	0.0417749	0.028817046	0.66591066	0.12189411
s	1.7473914e-05	0.005299001	0.008237651	0.18209815	0.42695	0.036493093	0.047852296	0.2896789	0.0033734445
e	0.0038550345	0.0037584403	0.0024807611	0.013765141	0.008588198	0.091738224	0.4245987	0.31333387	0.13788176
r	1.7955502e-06	2.5510485e-07	4.62273e-06	0.00023468494	0.0004107724	0.011630385	0.081692904	0.790335	0.115689434
e	5.230407e-06	0.0008307978	0.0018823569	0.014339842	0.014132294	0.06712468	0.17212471	0.7033214	0.026238658
k	1.8199244e-06	8.791897e-07	2.8204924e-05	0.00030405304	0.00030538562	0.002601526	0.03396434	0.80983025	0.15296352
a	3.9241976e-07	0.00038593815	0.001021228	0.0038788882	0.0072342576	0.02554267	0.12940922	0.8220677	0.010459768
v	3.546606e-07	5.4084137e-07	2.2440021e-05	0.00018971338	0.00024688087	0.001837313	0.026414365	0.85426414	0.11702428
r	7.4237623e-06	0.0026116895	0.008513873	0.003788172	0.0043456634	0.0017150402	0.00857135	0.96819186	0.0022548724
è	0.0018592125	0.010758445	0.03078254	0.0144960005	0.0074502025	0.0218036	0.14957084	0.56573015	0.197549
c	0.0013250724	2.7673018e-06	4.5332145e-05	4.9292496e-05	1.08152035e-05	0.000115323004	0.0005311229	0.5769162	0.42100403
h	2.9431285e-07	1.7679176e-06	2.8868062e-05	0.0002909444	0.0062899836	0.017260289	0.090409465	0.51521623	0.3705021
i	5.5622216e-08	1.2441427e-06	2.3211526e-06	0.00027623924	0.00023951379	0.01907954	0.39289954	0.40577117	0.18173032
</S>	8.2279314e-07	1.8992004e-07	1.9395813e-05	3.8326692e-05	7.172486e-05	0.0011532151	0.006404551	0.30856133	0.6837505
