 	io	non	ho	niente	da	mangiare	</S>
e	0.5914625	0.23675184	0.0017203833	0.00030041154	0.0010859566	0.0009747611	0.16770406
v	0.92321223	0.05909203	0.005248143	0.00077272626	0.0018871353	0.00035449196	0.009433293
ò	0.9974452	0.0011917999	0.00016098707	7.770152e-06	0.00067562156	0.00032579884	0.00019286381
e	0.11795748	0.30577567	0.48504737	0.089944445	0.0010661582	1.0794223e-05	0.00019810228
n	0.022522707	0.32603216	0.5782673	0.049416523	0.01842639	0.0014833227	0.003851512
è	0.37683928	0.01836335	0.36357653	0.09994416	0.08801504	0.014479009	0.038782515
c	0.009820096	0.115347914	0.45388508	0.4007005	0.014455026	0.0016005111	0.0041908184
h	0.0022773005	0.48597816	0.24797414	0.05816283	0.10670548	0.09832294	0.00057915243
o	0.04705405	0.1522071	0.6048287	0.11447074	0.034672968	0.002051007	0.044715367
t	0.00028898517	0.009249673	0.51562184	0.44611785	0.022636646	0.00042526142	0.0056596715
ì	0.0020751606	4.659183e-05	0.19625914	0.48088154	0.27473074	0.036441326	0.0095656095
p	6.195273e-05	0.00093031384	0.030683566	0.7699569	0.10011186	0.091284916	0.0069704703
o	0.00017045719	0.0014081413	0.15065838	0.7424826	0.04029078	0.06191766	0.0030719435
t	4.3092838e-05	0.001104323	0.007573935	0.6092419	0.24388316	0.120239705	0.017913789
i	0.0025628202	0.00015479769	0.021111662	0.7355657	0.17155518	0.065316856	0.003732856
n	2.3550323e-05	0.00037576075	0.0031061682	0.30591255	0.29876903	0.34353736	0.04827554
a	0.0015070586	2.856012e-05	0.0018297341	0.2420001	0.36002365	0.3919325	0.0026784246
f	1.6988284e-05	0.00013191778	0.0007122661	0.1193812	0.23637614	0.56346476	0.079916775
à	0.0025788308	3.8653954e-05	0.0024383115	0.17344542	0.29401928	0.5233572	0.004122214
o	2.8648537e-05	1.2166969e-05	7.16319e-07	0.0004815201	0.0005085781	0.9750899	0.023878474
</S>	2.5282118e-06	1.9916613e-05	2.0437028e-05	0.030812824	0.0212704	0.74854285	0.19933099
