 	il	vestito	della	sposa	deve	essere	bianco	</S>
o	0.98999435	0.0040472387	7.1193404e-05	5.326104e-06	9.279621e-06	2.3592569e-05	0.00033539944	0.0055135963
à	0.061110057	0.1197891	0.81109047	0.000407753	1.2960476e-05	3.6652404e-05	1.6176942e-05	0.0075368625
b	0.00036950674	0.002972253	0.9960878	0.00052025483	5.509389e-06	2.1458281e-06	2.337179e-07	4.2296073e-05
b	0.36270145	0.5312231	0.102968305	0.00159688	0.0005865796	0.00069680973	0.00021828678	8.588227e-06
e	0.15376538	0.8361448	0.005730818	0.0041346345	2.3852586e-05	3.8759995e-06	2.3780333e-07	0.00019643042
t	0.00014850587	0.54136646	0.11579722	0.3368278	0.00086047803	0.00010437499	1.1683727e-06	0.0048940433
o	0.24141097	0.75835073	0.00012831831	0.00010124025	4.628612e-06	1.912457e-06	6.376197e-07	1.5874282e-06
u	0.0008725455	0.88744664	0.06849316	0.038669143	0.0011207057	4.4366e-05	4.6211363e-07	0.0033530153
k	0.0011024032	0.06937384	0.09017917	0.71599483	0.07201791	0.008255032	0.0006988071	0.042377986
o	0.100595556	0.87177384	0.002442341	0.01593398	0.0007051092	0.0014979776	0.005881892	0.0011693161
r	0.022929156	0.871116	0.008432933	0.024298638	0.021954613	0.004423735	0.00031259115	0.04653249
a	0.04580286	0.44658965	0.0005616436	0.057404887	0.18749997	0.055973437	0.15198939	0.05417812
s	0.06336238	0.5498597	0.07472732	0.040536243	0.13602035	0.062275987	0.0030900922	0.070127875
ì	0.043252464	0.10071036	0.00058022945	0.028241822	0.3151515	0.10730633	0.3057748	0.09898244
u	6.306192e-05	0.0019376418	0.00095345377	0.9170391	0.031109883	0.04273708	0.004272014	0.0018876899
è	7.795125e-07	5.5639407e-06	0.00029585522	0.09623778	0.83821857	0.047411814	0.013697015	0.0041325544
n	8.605606e-06	2.365293e-05	0.00011565755	0.43539557	0.3211984	0.15707257	0.07953508	0.0066503766
a	0.00061052304	0.0012729303	0.0007625896	0.13966662	0.2287672	0.1667348	0.41159585	0.050589506
n	1.6305716e-05	8.925969e-05	0.0033425428	0.041961838	0.2618728	0.46793562	0.10652397	0.11825768
e	0.0617887	0.021622855	0.008124121	0.012172906	0.09665923	0.34282354	0.37632987	0.080478854
à	6.778377e-05	0.00015392588	0.0003956774	0.0028061396	0.023577021	0.593461	0.2773391	0.10219934
s	3.844981e-06	1.2072882e-06	5.1546026e-06	0.005603538	0.030685863	0.1461827	0.8017104	0.015807312
p	0.00016955474	0.00064470316	6.709004e-05	0.0020357254	0.06401275	0.18814239	0.74368083	0.0012469604
r	0.5636212	0.059522398	0.013976743	0.0137780635	0.0005358191	0.03332134	0.29502898	0.020215437
o	0.82325226	0.03780528	4.467722e-05	1.6944337e-05	0.00041878707	0.0057177353	0.05689021	0.07585414
</S>	2.2223076e-05	1.4400283e-06	1.7089553e-05	0.0010030069	0.0002693354	0.014962701	0.2362374	0.7474868
