 	è	possibile	che	è	entrato	da	qui	</S>
i	0.9947803	0.0010064051	1.0185353e-05	2.8489935e-06	1.0831937e-05	1.0684944e-05	0.00035459595	0.0038242768
s	0.6181817	0.3163427	0.0041410318	0.00094925484	0.037267137	0.008123651	0.000106530104	0.014888013
o	0.5420059	0.052561387	0.010638218	0.0048871	0.10171975	0.26998124	0.010879109	0.0073273056
g	0.18273509	0.5140577	0.19751263	0.026878806	0.057667904	0.0062718126	6.575072e-05	0.014810326
g	0.07705221	0.59966165	0.18957534	0.052924182	0.027514677	0.049574647	0.0033710545	0.0003262428
è	0.016090514	0.61283296	0.27839047	0.09023443	0.00059517194	3.4377434e-05	4.672814e-06	0.0018173413
s	0.014226055	0.72414243	0.020916425	0.12232613	0.022137962	0.018897649	0.00016765864	0.07718567
t	0.03479447	0.4137182	0.34220943	0.08065307	0.028970217	0.09909772	0.0004358539	0.000121054356
e	0.046078537	0.39922515	0.277658	0.26782858	0.0003283991	1.4219259e-05	1.1228019e-05	0.008855925
k	0.011191347	0.12984547	0.101656064	0.51051843	0.07394247	0.013336663	0.00024358524	0.15926597
a	0.0191226	0.33755973	0.33581623	0.28350058	0.013640305	0.008352325	0.001073069	0.00093520683
m	0.005660961	0.0034432905	0.026138233	0.56091297	0.26693276	0.07682721	0.0019355916	0.05814899
b	0.028868988	0.006671876	0.008940093	0.009931086	0.51894194	0.40546116	0.004375901	0.016808977
ì	0.0039185523	0.0006451445	0.01969395	0.92395157	0.005624443	0.0072454936	0.00668463	0.032236192
k	0.061544564	9.043293e-05	3.349604e-05	0.0014252308	0.0015968558	0.020223208	0.012439641	0.9026466
e	0.010874373	0.02657794	0.094059974	0.7436283	0.01939925	0.029828427	0.05168829	0.02394345
a	0.002213256	1.8801482e-05	0.00012256681	0.05028771	0.21981235	0.5104051	0.08142081	0.13571939
p	7.654078e-06	7.3577594e-06	1.9360597e-05	0.002577466	0.010752735	0.07388966	0.8989303	0.013815477
ò	0.00318448	0.0014297452	0.0007840359	0.008966443	0.022892661	0.06524206	0.8920268	0.005473868
t	0.0007128115	2.7446453e-07	1.504263e-07	3.2827465e-05	0.0018740881	0.10242841	0.8679558	0.026995653
t	0.005245345	5.554509e-05	0.0006310754	0.002413694	0.040310614	0.110189706	0.8363952	0.004758819
u	0.23225936	0.0036791065	0.0014991096	0.0066245394	0.023440931	0.030668579	0.6131315	0.08869683
</S>	0.00042664222	1.4580345e-07	1.7336482e-07	8.095328e-06	8.157346e-05	0.0069741053	0.29588348	0.6966258
