 	io	non	so	cosa	è	da	scrivere	</S>
e	0.47050905	0.43987286	0.0018208895	0.0011296509	0.00016589383	0.0005175266	0.0127226245	0.073261455
v	0.9452451	0.038773417	0.0024024125	0.0007395348	0.00015640513	0.0005680827	0.0027640841	0.009350972
ò	0.9981084	0.000644221	4.3651096e-05	3.6046258e-05	1.9999132e-05	0.00030583006	0.0007459309	9.598659e-05
e	0.061733015	0.2018646	0.7042105	0.024779912	0.007076682	0.0001645403	2.234422e-05	0.00014835504
n	0.039945666	0.4474921	0.17897515	0.2643915	0.040713236	0.010806519	0.0005022475	0.017173635
e	0.33120754	0.013423808	0.3906616	0.05364136	0.114771	0.04156113	0.0019784535	0.052755035
s	0.015742294	0.20915082	0.7005972	0.046825685	0.025833057	0.0015455848	0.00011764177	0.00018760595
s	0.0046225684	0.0012463076	0.53449094	0.104918025	0.274523	0.06610738	0.00016237384	0.013929416
è	0.060541194	0.012563939	0.6802519	0.19367881	0.032760963	0.010078415	3.6680598e-05	0.010088055
r	4.8542304e-05	0.0099766245	0.6847901	0.12709795	0.13983943	0.019901419	0.0019552244	0.01639077
o	0.00013204663	0.02287207	0.69781196	0.18370019	0.076804385	0.01698958	0.00048361858	0.0012061254
t	4.8654143e-05	0.0079010045	0.5655823	0.22009419	0.17885116	0.02464016	0.00018025612	0.002702214
i	0.0008931792	2.0387033e-05	0.5367607	0.16295709	0.23788203	0.056347527	0.00017162407	0.0049674073
e	0.00025104452	0.001535586	0.5120312	0.1667499	0.27841997	0.03707849	0.00030184267	0.00363201
n	2.8415727e-05	0.000108427186	0.046277657	0.4905333	0.20041806	0.15750632	0.054245755	0.050882127
a	0.069070674	1.1010129e-05	0.038058177	0.1204448	0.2969834	0.21969286	0.052889455	0.20284966
g	0.0001627379	0.00035124374	0.11818185	0.14132889	0.50334305	0.21433552	0.0020596115	0.020237163
r	0.03372885	1.07711285e-05	0.041555513	0.1345728	0.44265565	0.27804467	0.025827644	0.043604054
à	0.2918672	9.7145836e-05	0.044248603	0.03981016	0.28878593	0.33189613	0.00015934074	0.003135456
s	0.00015228517	4.8434107e-05	0.0002882021	0.0006872251	0.0048427917	0.008739558	0.9247449	0.06049655
s	0.00054482097	0.0007108845	0.12726735	0.30316556	0.28115213	0.17741416	0.038938794	0.07080624
o	0.049239784	0.0012699885	0.0057243495	0.02058111	0.14191325	0.69654137	0.0031555346	0.08157466
</S>	4.3035187e-05	6.8175245e-06	0.00013405849	0.00030070735	0.006830127	0.039855152	0.15989184	0.79293835
