 	un	forno	che	fa	buon	pane	</S>
è	0.97862387	0.0022583504	8.745054e-05	0.00020373445	5.7846828e-05	0.004543356	0.014225441
n	0.678996	0.31032386	0.003746065	0.003806068	0.00053596974	1.9854868e-05	0.0025722056
a	0.9656222	0.027765892	0.0041501964	0.0021316216	0.00022985997	1.2529867e-05	8.768317e-05
f	0.05102517	0.8206101	0.10331578	0.023206366	0.0013655258	3.4936459e-06	0.00047343536
ù	0.30677673	0.6687788	0.019474156	0.0030683773	0.0018024878	8.245904e-05	1.7008175e-05
r	0.016710177	0.4864458	0.2863921	0.1836984	0.015934141	0.00037661288	0.010442761
n	0.11361628	0.35994378	0.4538739	0.035632357	0.032202546	0.0046833185	4.7785536e-05
o	0.95154667	0.036102034	0.011019286	0.0011929162	5.7033012e-05	3.579163e-06	7.844493e-05
k	0.0022692166	0.008166278	0.4893101	0.47352144	0.006641033	0.0002238007	0.019868294
a	0.0075582424	0.021086153	0.8333802	0.10442107	0.025033448	0.006131663	0.002389041
i	0.01133681	0.012351584	0.28798783	0.6295574	0.05125585	0.0017346237	0.0057759145
k	0.00046231406	0.00444045	0.2949895	0.5766006	0.08203121	0.016320022	0.025155935
à	0.030468699	0.059924997	0.06514169	0.22895485	0.29357684	0.26563537	0.05629757
n	0.0009854912	0.0034365137	0.061976336	0.50588447	0.3645414	0.04865632	0.014519451
n	0.0363031	0.0023306438	0.4977482	0.10090709	0.26192746	0.0970878	0.0036957099
i	0.6937994	0.011760477	0.0042138887	0.039620217	0.16012868	0.082942486	0.0075349924
t	0.000875547	0.00038667084	0.0037032887	0.29107672	0.1595456	0.25340205	0.29101008
s	0.012248173	0.00069171865	0.08476337	0.054303087	0.7158872	0.124622285	0.00748421
o	0.031123318	0.0005313349	0.09877081	0.48765033	0.21822149	0.051445708	0.1122569
m	3.350183e-05	4.521158e-05	0.0005839174	0.050380632	0.048429787	0.22849977	0.67202723
ì	0.0040716087	0.00038662573	0.0010126943	0.027268292	0.03406585	0.5407822	0.39241272
k	0.0022036943	6.3446e-05	2.6508731e-05	0.0030484812	0.0061479816	0.10688783	0.881622
a	0.0031533567	0.00030465092	0.022946497	0.04011074	0.3721182	0.5187788	0.042587716
l	1.772129e-05	4.0133316e-05	0.00024261863	0.0044851825	0.14027914	0.6190048	0.23593043
ò	0.004214605	0.001615744	0.007999303	0.005180519	0.22096539	0.7466189	0.013405514
</S>	0.006947187	0.00027677437	7.651917e-06	0.00028821907	0.0023039337	0.17668603	0.8134902
