 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
M	0.9168317	0.029840548	0.0009481034	0.0059764488	0.0022764746	0.0008646879	0.008019418	0.012444923	0.022797711
a	0.9813095	0.0008938916	0.0099553205	0.00082705525	0.0031900955	0.00042416563	0.00077992387	0.00043922145	0.00218086
r	0.56023157	0.095810235	0.0042289076	0.05953189	0.20910476	0.010786122	0.016124109	0.0035844317	0.040598027
ì	0.0008171134	0.00014431156	0.004633112	0.0053356444	0.005157255	0.0006565653	0.0015043878	0.0013875205	0.9803641
s	0.0018098865	0.9673256	0.0069095027	0.019950297	0.0012693827	0.0016837482	2.952149e-05	3.1694353e-07	0.0010218504
a	0.00017748181	0.88973653	0.043275982	0.057040166	0.00076771097	0.0036998908	0.0034828328	0.0014517971	0.0003676113
e	0.002853039	0.82109517	0.0005588288	0.16894421	0.0038264466	0.0025632088	4.423844e-05	5.160503e-07	0.00011434291
N	0.007626793	0.076927885	0.8710881	0.008701112	0.007579372	0.013450989	0.002553803	0.00089538953	0.011176643
ì	1.8725294e-05	0.021409152	0.15074171	0.008659	0.16487314	0.5737842	0.06333093	0.0023355468	0.014847681
c	0.0073019657	0.026369356	0.08682597	0.12425144	0.5035923	0.20735312	0.03868284	0.0017415754	0.0038813394
h	0.0027762598	0.13423027	0.32470894	0.11517342	0.14494017	0.12396207	0.12722623	0.024605958	0.0023766658
o	0.0026928966	0.036791902	0.0015568236	0.8683323	0.017063621	0.023621002	0.0055544227	0.0015190698	0.04286784
e	0.0002871956	0.0072385846	0.00040320886	0.10537346	0.30757993	0.4353074	0.062993765	0.009239587	0.07157696
n	0.0010283999	0.0012244828	0.01726655	0.011927579	0.24200569	0.6023498	0.07607986	0.02258941	0.025528194
è	0.021035343	0.009143246	0.02865893	0.052391633	0.014516269	0.53268856	0.22576971	0.06593198	0.049864367
c	3.8112663e-05	0.0002437979	0.0012120574	0.003061135	0.008941141	0.5287435	0.35327044	0.09487841	0.009611449
h	0.0002909413	0.0023055885	0.16641921	0.0052860244	0.3334215	0.1808887	0.16190092	0.11146993	0.0380172
u	6.237168e-05	0.0006888349	0.0024048833	0.07417722	0.028533697	0.4194399	0.18634634	0.1849351	0.10341167
n	6.0726536e-05	7.554123e-05	0.00039319287	0.0011477608	0.078317836	0.42015055	0.2629912	0.14363858	0.09322461
f	0.00051525724	0.011984615	0.0035863046	0.010749338	0.0014635534	0.277781	0.48743704	0.20318508	0.0032978365
a	0.012000738	0.0010251573	5.261341e-05	0.023538142	0.024659365	0.17166632	0.54146945	0.15873246	0.066855796
m	1.5533436e-06	7.316077e-06	1.6708651e-05	5.5768296e-06	0.00068038603	0.19599736	0.26862288	0.29176754	0.24290073
è	0.03544346	0.0010433217	0.0036651674	0.000120985016	0.080384694	0.029543538	0.20031369	0.2333809	0.41610426
n	0.00016351293	4.478082e-06	7.890648e-06	9.608767e-06	0.0017415234	0.014049234	0.03216126	0.70472735	0.24713509
a	0.00032591194	0.011141942	0.0016860749	0.0034967884	0.00043563265	0.06727225	0.16385259	0.74783385	0.003954983
m	4.2767974e-06	3.8418202e-05	0.0003232776	3.408166e-05	0.00029400477	0.09990279	0.30289814	0.40957794	0.18692711
a	2.2754402e-05	2.3848843e-05	0.0024664882	0.00010445067	0.023239203	0.0683404	0.099885695	0.30871332	0.4972039
i	1.0507439e-07	1.151302e-06	1.619111e-05	1.6043591e-06	0.0003533241	0.17055368	0.19554602	0.40711713	0.2264108
</S>	2.246985e-06	9.538796e-06	0.003872021	3.3709055e-06	0.0011477836	0.12325315	0.25034606	0.42629907	0.19506681
