 	le	buone	canzoni	si	scrivono	alla	notte	</S>
t	0.9693312	0.003715782	0.0003378758	0.0002212598	5.720652e-05	0.00054217887	0.0017430854	0.024051346
a	0.21969698	0.08616013	0.61296093	0.01220187	0.037324592	0.0018030497	0.00022172414	0.029630715
k	0.5697578	0.17765753	0.16704124	0.0069666854	0.006606577	0.0008987386	1.33688545e-05	0.07105806
à	0.008202982	0.031657413	0.8959203	0.004454571	0.055582393	0.0013820215	0.0006926919	0.0021076014
j	0.0013920405	0.9961111	0.0023614885	0.00010651323	1.4205231e-05	2.928752e-06	9.564939e-08	1.1583869e-05
o	0.750873	0.03360255	0.19546063	0.01573918	0.002528574	0.0015719743	0.00018798276	3.6092275e-05
t	0.012749611	0.7824943	0.1762756	0.025477348	0.0024523954	0.00021719684	3.7954362e-06	0.00032985467
r	0.091660544	0.04627415	0.4392922	0.31752205	0.060077373	0.034440674	0.0047644963	0.0059685134
a	0.87215	0.066584155	0.03276215	0.02581367	2.4060753e-05	2.4992612e-05	2.2677477e-05	0.0026183417
v	0.0024886231	0.77339804	0.17556413	0.03766634	0.0036674042	0.0011001315	1.5176899e-05	0.0061001494
ù	0.0011789369	0.0003802816	0.8510889	0.02932771	0.10830517	0.0052511827	0.0025188928	0.0019489218
d	0.0005014268	0.83426136	0.12011796	0.027047807	0.011803101	0.0055167656	4.295851e-05	0.0007085231
i	0.047031164	0.0008152814	0.6928293	0.11567901	0.12025101	0.022880953	0.00039449855	0.00011877856
a	0.006268071	0.026558459	0.2677771	0.5036189	0.13551661	0.05368654	0.00010592663	0.0064684255
i	6.5336564e-05	0.011233044	0.3206086	0.44065484	0.049960885	0.11671056	0.045601167	0.015165607
g	0.0013904856	0.023285959	0.094318844	0.26871172	0.20227721	0.21531737	0.1685709	0.02612756
r	0.0005425085	0.00767776	0.11336374	0.027586255	0.8218019	0.021487568	0.000572716	0.0069675213
à	0.060593322	0.007129525	0.03537928	0.85657334	0.008558605	0.018000968	0.0013847583	0.012380252
f	0.00014680723	0.0014491248	0.00091613363	0.0028864508	0.11846685	0.85553145	0.0020458614	0.018557277
u	0.119832605	0.0009883337	0.03854211	0.37873343	0.075876765	0.20923442	0.13358887	0.043203507
t	0.000248236	0.012332229	0.0045578694	0.011743498	0.24885628	0.6521075	0.015440888	0.05471357
t	0.13777651	0.0026732085	0.023806421	0.056164302	0.020377913	0.11350182	0.6355228	0.010177051
e	0.030624378	0.013815823	0.0038028539	0.24119076	0.020509334	0.3173111	0.02851994	0.34422582
a	1.3122648e-05	0.0023306948	0.00018769999	0.002570909	0.023069615	0.5507356	0.0072877645	0.4138046
t	5.886555e-06	0.0021984172	0.0051819775	0.0059496034	0.00490605	0.18742716	0.5895896	0.20474128
s	0.0049128733	0.006460548	0.011932836	0.0017203861	0.0060161813	0.020198684	0.9236661	0.025092455
è	0.10599303	0.2558693	0.04517598	0.11637954	0.032071937	0.23882258	0.032142453	0.17354517
n	0.00013118108	0.0006330715	3.2171385e-05	8.4399835e-05	0.0037387537	0.51802915	0.17472921	0.30262205
ì	0.018442634	0.00040553708	0.0018189719	0.0057020145	0.00017583057	0.03375139	0.88985765	0.049845953
t	0.0003084794	0.001107287	6.473875e-05	2.4966652e-05	0.003583939	0.32083872	0.32841203	0.34565982
t	0.034822356	0.00020230202	0.0039637666	0.0020460014	0.0009606542	0.01639998	0.9313072	0.010297699
a	0.018512605	0.11074829	0.001959782	0.0043886323	0.0028081045	0.02012999	0.37228918	0.46916348
</S>	2.6575784e-05	0.00096829626	3.8846876e-05	3.066676e-05	0.0002637688	0.01793091	0.10817931	0.8725616
