 	che	sapeva	che	non	può	fare	il	bagno	</S>
k	0.996011	0.00072654535	2.9041295e-05	0.0002650657	1.2238963e-06	2.0075438e-05	0.00015871372	2.4659535e-05	0.0027637237
a	0.506766	0.29636055	0.037910458	0.14757691	0.00022512612	0.00027616744	0.0021454035	0.0014789653	0.0072604027
ì	0.06661629	0.7179391	0.056577608	0.081823006	0.00045221113	0.00041843878	0.00036148058	3.2546177e-05	0.07577925
s	0.0016975612	0.9809387	0.00971064	0.006287606	0.001036506	0.00017114269	8.826852e-05	7.4454724e-06	6.213487e-05
s	0.24283424	0.7065434	0.045218516	0.0018016578	0.0011261189	0.0020273011	0.00037643142	6.8827794e-05	3.4351235e-06
e	0.1202992	0.5444564	0.31070313	0.021654738	4.1961328e-05	6.0545623e-05	1.07019705e-05	2.7690912e-06	0.0027705377
r	0.001111737	0.7982723	0.16541253	0.03322306	0.00115735	0.00023906579	4.6614656e-05	5.588213e-07	0.0005366742
e	0.015297807	0.90458107	0.077255815	0.0007611646	0.0014047223	0.00033795356	4.956458e-05	0.0002493223	6.255138e-05
k	0.0014933469	0.23245764	0.59822243	0.13975947	0.024865057	0.0026815708	0.00016899653	6.0177886e-06	0.0003455101
a	0.0075194514	0.30280304	0.5990969	0.0058469274	0.03892782	0.029923536	0.0031518533	0.012188317	0.0005421489
e	0.0016782943	0.017591158	0.43568286	0.49495763	0.04088464	0.007571699	0.0007600279	2.2801629e-05	0.0008509352
s	0.0013796045	0.03189986	0.2082159	0.1589772	0.34699398	0.19417492	0.015829315	0.03456903	0.007960185
ò	0.016039206	0.14711149	0.01824423	0.06553671	0.22064823	0.07009854	0.1486079	0.28646404	0.027249645
z	6.31011e-05	0.0028063448	0.046244875	0.1744003	0.6240064	0.11182618	0.026628144	0.013097053	0.00092761894
i	0.41482246	0.00193791	0.2586521	0.051837604	0.033325892	0.19685753	0.0407036	0.0010161818	0.0008467358
k	0.0002495008	2.4334484e-05	0.0025525242	0.6564625	0.13045695	0.13131683	0.07268158	0.0032836853	0.0029721183
à	0.06482511	0.018511984	0.066933416	0.0141845895	0.319264	0.47863987	0.017299872	0.01582099	0.004520194
i	0.00015405905	7.366534e-06	0.0001356244	0.055025987	0.2984549	0.41314226	0.17981791	0.04039141	0.012870404
o	2.2060382e-05	9.331311e-06	3.214242e-05	0.024518207	0.55763215	0.20331712	0.014646959	0.1888346	0.0109874485
b	1.7492715e-05	0.0002118515	0.0005671265	0.04053084	0.05996955	0.25063086	0.16110604	0.46960855	0.017357703
à	0.0048535825	0.0321327	0.0016718676	0.016384702	0.26550603	0.113768384	0.052120764	0.4798959	0.03366604
g	5.8761405e-05	1.9209183e-06	4.7597987e-06	0.0019609388	0.054883182	0.226527	0.24538681	0.43142402	0.039752614
n	0.005801161	0.00032495524	0.0022452178	0.020360878	0.029192897	0.6151053	0.091167815	0.10439516	0.13140662
o	0.004316261	0.0051787873	0.0002778285	0.00037608304	0.0072267917	0.062919974	0.25549942	0.63618886	0.02801607
</S>	0.00024924253	4.8600955e-06	2.2883582e-06	0.00044674773	0.004769581	0.036393337	0.10526581	0.1960439	0.65682423
