 	forse	stanno	ancora	svegli	</S>
f	0.78461546	0.08629787	0.11455303	3.6031757e-05	0.014497568
ò	0.98110586	0.003856036	0.0018519188	0.006071704	0.007114532
r	0.9208056	0.066028774	0.0003929823	0.007948165	0.0048245033
s	0.0045462837	0.9934668	0.0019553343	1.1683342e-05	1.99428e-05
i	0.0049493806	0.98819155	0.00017233657	3.0388477e-05	0.0066563003
s	0.001661504	0.9950081	0.001260579	0.0007824378	0.0012873021
t	0.00015141418	0.96898156	0.004016196	0.00060132216	0.026249448
è	0.00013239514	0.84511125	0.0003493377	0.00013488016	0.15427206
o	0.0006523464	0.65441495	0.058708858	0.13732909	0.14889476
n	0.00016487087	0.0033959395	0.24647994	0.69430417	0.055655096
e	0.0055175344	0.307555	0.023020657	0.07536331	0.5885435
a	0.009535568	0.15210094	0.824215	0.0037483952	0.010400102
n	4.7427748e-05	0.002197059	0.11402353	0.6557719	0.22796008
k	0.0019225959	0.00089208013	0.006436163	0.5318212	0.45892793
ò	0.8645917	0.063456036	0.01044815	0.0025027536	0.05900129
r	2.007779e-05	2.0880365e-05	0.94735783	0.048093595	0.004507674
a	0.0001441685	0.03306442	0.706993	0.15314633	0.10665211
a	4.6118315e-05	3.201284e-05	0.9555656	0.029011715	0.015344591
t	6.6269135e-06	5.7156826e-06	0.06307147	0.8930948	0.043821346
s	0.01119791	0.004947704	0.0045226905	0.5641356	0.41519612
ù	0.96171975	0.010056164	0.0015165048	0.00066605763	0.026041504
n	7.637275e-05	4.0225732e-05	0.35794178	0.39477888	0.24716282
n	0.0001770513	0.002621978	0.011123291	0.4352436	0.55083406
i	0.4255065	0.04315715	0.08264667	0.002594484	0.4460952
t	0.0010080243	5.474186e-06	0.13499051	0.8358406	0.028155476
i	0.00017491494	0.015225699	0.0038474977	0.01753768	0.9632143
</S>	0.0001412782	0.00012552859	0.07013236	0.03674827	0.8928526
